10/04/24 13:20:51 Textual logger initiated. Now configuring tensorboard writer.
10/04/24 13:20:51 Tensorboard writers created. Tensorboard logs will be saved to "./Training Logs/10-04-24__13-20-51/tensorboard".
10/04/24 13:20:51 Starting Tensorboard thread...
10/04/24 13:20:55 Tensorboard is ready at http://localhost:6006/.
10/04/24 13:20:55 Continuing to training script...
10/04/24 13:20:58 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))

10/04/24 13:20:58 Train Loader Image Data Size: (28, 28)
10/04/24 13:20:59 (0:00:01.18) | [1/10000] Batch 0 (1.146s) | LR: 1e-08 | KLW: 0, KLD (loss): 4914.667, Rec. Loss: 13952.25781250 | Total Loss: 13952.25781250
10/04/24 13:21:28 (0:00:30.51) | [1/10000] Batch 669 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 4921.087, Rec. Loss: 13309.57714844 | Total Loss: 13309.57714844
10/04/24 13:21:28 (0:00:30.54) | [1/10000] Batch 670 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5050.032, Rec. Loss: 13532.72167969 | Total Loss: 13532.72167969
10/04/24 13:21:28 (0:00:30.58) | [1/10000] Batch 671 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5388.714, Rec. Loss: 14307.84960938 | Total Loss: 14307.84960938
10/04/24 13:21:28 (0:00:30.62) | [1/10000] Batch 672 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5420.972, Rec. Loss: 14482.24121094 | Total Loss: 14482.24121094
10/04/24 13:21:28 (0:00:30.66) | [1/10000] Batch 673 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5204.076, Rec. Loss: 13829.32421875 | Total Loss: 13829.32421875
10/04/24 13:21:28 (0:00:30.70) | [1/10000] Batch 674 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5324.466, Rec. Loss: 14108.58593750 | Total Loss: 14108.58593750
10/04/24 13:21:28 (0:00:30.74) | [1/10000] Batch 675 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5362.219, Rec. Loss: 14231.20996094 | Total Loss: 14231.20996094
10/04/24 13:21:28 (0:00:30.78) | [1/10000] Batch 676 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5121.996, Rec. Loss: 13645.62597656 | Total Loss: 13645.62597656
10/04/24 13:21:29 (0:00:30.82) | [1/10000] Batch 677 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 4835.196, Rec. Loss: 12999.13378906 | Total Loss: 12999.13378906
10/04/24 13:21:29 (0:00:30.86) | [1/10000] Batch 678 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5389.388, Rec. Loss: 14510.26269531 | Total Loss: 14510.26269531
10/04/24 13:21:29 (0:00:30.90) | [1/10000] Batch 679 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5115.543, Rec. Loss: 13675.43554688 | Total Loss: 13675.43554688
10/04/24 13:21:29 (0:00:30.94) | [1/10000] Batch 680 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 4757.453, Rec. Loss: 12630.51269531 | Total Loss: 12630.51269531
10/04/24 13:21:29 (0:00:30.98) | [1/10000] Batch 681 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5253.446, Rec. Loss: 13880.86523438 | Total Loss: 13880.86523438
10/04/24 13:21:29 (0:00:31.02) | [1/10000] Batch 682 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 4810.538, Rec. Loss: 12979.75292969 | Total Loss: 12979.75292969
10/04/24 13:21:29 (0:00:31.06) | [1/10000] Batch 683 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5168.966, Rec. Loss: 13775.57519531 | Total Loss: 13775.57519531
10/04/24 13:21:29 (0:00:31.10) | [1/10000] Batch 684 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 4954.205, Rec. Loss: 13259.60937500 | Total Loss: 13259.60937500
10/04/24 13:21:29 (0:00:31.14) | [1/10000] Batch 685 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 4830.929, Rec. Loss: 12901.30371094 | Total Loss: 12901.30371094
10/04/24 13:21:29 (0:00:31.18) | [1/10000] Batch 686 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5191.172, Rec. Loss: 14020.22070312 | Total Loss: 14020.22070312
10/04/24 13:21:29 (0:00:31.22) | [1/10000] Batch 687 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5070.694, Rec. Loss: 13538.85839844 | Total Loss: 13538.85839844
10/04/24 13:21:29 (0:00:31.26) | [1/10000] Batch 688 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 4843.016, Rec. Loss: 12964.92480469 | Total Loss: 12964.92480469
10/04/24 13:21:29 (0:00:31.30) | [1/10000] Batch 689 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 4473.962, Rec. Loss: 12031.78417969 | Total Loss: 12031.78417969
10/04/24 13:21:29 (0:00:31.34) | [1/10000] Batch 690 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5136.952, Rec. Loss: 13591.46484375 | Total Loss: 13591.46484375
10/04/24 13:21:29 (0:00:31.38) | [1/10000] Batch 691 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 4717.670, Rec. Loss: 12626.40136719 | Total Loss: 12626.40136719
10/04/24 13:21:29 (0:00:31.42) | [1/10000] Batch 692 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 4860.713, Rec. Loss: 12901.52148438 | Total Loss: 12901.52148438
10/04/24 13:21:29 (0:00:31.46) | [1/10000] Batch 693 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5110.681, Rec. Loss: 13623.14453125 | Total Loss: 13623.14453125
10/04/24 13:21:29 (0:00:31.50) | [1/10000] Batch 694 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5044.476, Rec. Loss: 13242.76367188 | Total Loss: 13242.76367188
10/04/24 13:21:29 (0:00:31.54) | [1/10000] Batch 695 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 4784.276, Rec. Loss: 12692.93261719 | Total Loss: 12692.93261719
10/04/24 13:21:29 (0:00:31.58) | [1/10000] Batch 696 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 4463.191, Rec. Loss: 11931.14843750 | Total Loss: 11931.14843750
10/04/24 13:21:29 (0:00:31.62) | [1/10000] Batch 697 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 4929.494, Rec. Loss: 12868.13378906 | Total Loss: 12868.13378906
10/04/24 13:21:29 (0:00:31.66) | [1/10000] Batch 698 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 4642.500, Rec. Loss: 12279.99707031 | Total Loss: 12279.99707031
10/04/24 13:21:29 (0:00:31.70) | [1/10000] Batch 699 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 4694.326, Rec. Loss: 12354.93066406 | Total Loss: 12354.93066406
10/04/24 13:21:29 (0:00:31.74) | [1/10000] Batch 700 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5066.852, Rec. Loss: 13257.31054688 | Total Loss: 13257.31054688
10/04/24 13:21:29 (0:00:31.78) | [1/10000] Batch 701 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5219.647, Rec. Loss: 13764.75390625 | Total Loss: 13764.75390625
10/04/24 13:21:30 (0:00:31.82) | [1/10000] Batch 702 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5146.019, Rec. Loss: 13595.45019531 | Total Loss: 13595.45019531
10/04/24 13:21:30 (0:00:31.86) | [1/10000] Batch 703 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 4833.613, Rec. Loss: 12797.57031250 | Total Loss: 12797.57031250
10/04/24 13:21:30 (0:00:31.90) | [1/10000] Batch 704 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5089.904, Rec. Loss: 13443.96875000 | Total Loss: 13443.96875000
10/04/24 13:21:30 (0:00:31.93) | [1/10000] Batch 705 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5015.497, Rec. Loss: 13219.10546875 | Total Loss: 13219.10546875
10/04/24 13:21:30 (0:00:31.97) | [1/10000] Batch 706 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5088.737, Rec. Loss: 13510.37597656 | Total Loss: 13510.37597656
10/04/24 13:21:30 (0:00:32.01) | [1/10000] Batch 707 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5327.785, Rec. Loss: 14063.72851562 | Total Loss: 14063.72851562
10/04/24 13:21:30 (0:00:32.05) | [1/10000] Batch 708 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5182.273, Rec. Loss: 13792.34765625 | Total Loss: 13792.34765625
10/04/24 13:21:30 (0:00:32.09) | [1/10000] Batch 709 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5114.866, Rec. Loss: 13585.13281250 | Total Loss: 13585.13281250
10/04/24 13:21:30 (0:00:32.13) | [1/10000] Batch 710 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5134.745, Rec. Loss: 13506.47460938 | Total Loss: 13506.47460938
10/04/24 13:21:30 (0:00:32.17) | [1/10000] Batch 711 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5305.608, Rec. Loss: 13890.58984375 | Total Loss: 13890.58984375
10/04/24 13:21:30 (0:00:32.21) | [1/10000] Batch 712 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 4999.467, Rec. Loss: 13258.87402344 | Total Loss: 13258.87402344
10/04/24 13:21:30 (0:00:32.25) | [1/10000] Batch 713 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5301.245, Rec. Loss: 14017.04199219 | Total Loss: 14017.04199219
10/04/24 13:21:30 (0:00:32.29) | [1/10000] Batch 714 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5437.228, Rec. Loss: 14536.94531250 | Total Loss: 14536.94531250
10/04/24 13:21:30 (0:00:32.33) | [1/10000] Batch 715 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5280.919, Rec. Loss: 13775.06738281 | Total Loss: 13775.06738281
10/04/24 13:21:30 (0:00:32.37) | [1/10000] Batch 716 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5320.735, Rec. Loss: 13943.61132812 | Total Loss: 13943.61132812
10/04/24 13:21:30 (0:00:32.41) | [1/10000] Batch 717 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 4886.760, Rec. Loss: 13031.87011719 | Total Loss: 13031.87011719
10/04/24 13:21:30 (0:00:32.45) | [1/10000] Batch 718 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 4670.620, Rec. Loss: 12453.62304688 | Total Loss: 12453.62304688
10/04/24 13:21:30 (0:00:32.49) | [1/10000] Batch 719 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5105.211, Rec. Loss: 13456.15625000 | Total Loss: 13456.15625000
10/04/24 13:21:30 (0:00:32.52) | [1/10000] Batch 720 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 4946.368, Rec. Loss: 13130.51464844 | Total Loss: 13130.51464844
10/04/24 13:21:30 (0:00:32.56) | [1/10000] Batch 721 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 4871.562, Rec. Loss: 12896.56054688 | Total Loss: 12896.56054688
10/04/24 13:21:30 (0:00:32.61) | [1/10000] Batch 722 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5112.845, Rec. Loss: 13634.29882812 | Total Loss: 13634.29882812
10/04/24 13:21:30 (0:00:32.65) | [1/10000] Batch 723 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5154.343, Rec. Loss: 13633.82324219 | Total Loss: 13633.82324219
10/04/24 13:21:30 (0:00:32.69) | [1/10000] Batch 724 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 4736.802, Rec. Loss: 12532.98730469 | Total Loss: 12532.98730469
10/04/24 13:21:30 (0:00:32.73) | [1/10000] Batch 725 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5142.651, Rec. Loss: 13564.04394531 | Total Loss: 13564.04394531
10/04/24 13:21:30 (0:00:32.77) | [1/10000] Batch 726 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5387.441, Rec. Loss: 14211.66699219 | Total Loss: 14211.66699219
10/04/24 13:21:30 (0:00:32.81) | [1/10000] Batch 727 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 4883.707, Rec. Loss: 12912.40332031 | Total Loss: 12912.40332031
10/04/24 13:21:31 (0:00:32.85) | [1/10000] Batch 728 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5076.895, Rec. Loss: 13428.33593750 | Total Loss: 13428.33593750
10/04/24 13:21:31 (0:00:32.88) | [1/10000] Batch 729 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 4837.560, Rec. Loss: 12813.52343750 | Total Loss: 12813.52343750
10/04/24 13:21:31 (0:00:32.92) | [1/10000] Batch 730 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 4928.790, Rec. Loss: 12978.72949219 | Total Loss: 12978.72949219
10/04/24 13:21:31 (0:00:32.96) | [1/10000] Batch 731 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 4554.979, Rec. Loss: 12142.29785156 | Total Loss: 12142.29785156
10/04/24 13:21:31 (0:00:33.00) | [1/10000] Batch 732 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5156.733, Rec. Loss: 13633.60058594 | Total Loss: 13633.60058594
10/04/24 13:21:31 (0:00:33.04) | [1/10000] Batch 733 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5297.244, Rec. Loss: 13984.63964844 | Total Loss: 13984.63964844
10/04/24 13:21:31 (0:00:33.08) | [1/10000] Batch 734 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5320.047, Rec. Loss: 13887.92187500 | Total Loss: 13887.92187500
10/04/24 13:21:31 (0:00:33.12) | [1/10000] Batch 735 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5027.826, Rec. Loss: 13304.83105469 | Total Loss: 13304.83105469
10/04/24 13:21:31 (0:00:33.16) | [1/10000] Batch 736 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5370.067, Rec. Loss: 14287.26855469 | Total Loss: 14287.26855469
10/04/24 13:21:31 (0:00:33.20) | [1/10000] Batch 737 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5311.684, Rec. Loss: 13987.34570312 | Total Loss: 13987.34570312
10/04/24 13:21:31 (0:00:33.24) | [1/10000] Batch 738 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 4781.176, Rec. Loss: 12520.10156250 | Total Loss: 12520.10156250
10/04/24 13:21:31 (0:00:33.28) | [1/10000] Batch 739 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 4951.060, Rec. Loss: 13122.90917969 | Total Loss: 13122.90917969
10/04/24 13:21:31 (0:00:33.32) | [1/10000] Batch 740 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 4922.168, Rec. Loss: 12975.82714844 | Total Loss: 12975.82714844
10/04/24 13:21:31 (0:00:33.36) | [1/10000] Batch 741 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5137.731, Rec. Loss: 13403.59570312 | Total Loss: 13403.59570312
10/04/24 13:21:31 (0:00:33.40) | [1/10000] Batch 742 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5200.950, Rec. Loss: 13673.26074219 | Total Loss: 13673.26074219
10/04/24 13:21:31 (0:00:33.43) | [1/10000] Batch 743 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 4648.608, Rec. Loss: 12439.59472656 | Total Loss: 12439.59472656
10/04/24 13:21:31 (0:00:33.47) | [1/10000] Batch 744 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5412.827, Rec. Loss: 14210.62890625 | Total Loss: 14210.62890625
10/04/24 13:21:31 (0:00:33.51) | [1/10000] Batch 745 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5035.195, Rec. Loss: 13111.38574219 | Total Loss: 13111.38574219
10/04/24 13:21:31 (0:00:33.55) | [1/10000] Batch 746 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 4854.394, Rec. Loss: 12868.73144531 | Total Loss: 12868.73144531
10/04/24 13:21:31 (0:00:33.59) | [1/10000] Batch 747 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5149.407, Rec. Loss: 13601.29589844 | Total Loss: 13601.29589844
10/04/24 13:21:31 (0:00:33.63) | [1/10000] Batch 748 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 4775.419, Rec. Loss: 12620.25292969 | Total Loss: 12620.25292969
10/04/24 13:21:31 (0:00:33.67) | [1/10000] Batch 749 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5219.987, Rec. Loss: 13761.13964844 | Total Loss: 13761.13964844
10/04/24 13:21:31 (0:00:33.71) | [1/10000] Batch 750 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5229.680, Rec. Loss: 13938.13867188 | Total Loss: 13938.13867188
10/04/24 13:21:31 (0:00:33.75) | [1/10000] Batch 751 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5066.318, Rec. Loss: 13300.17968750 | Total Loss: 13300.17968750
10/04/24 13:21:31 (0:00:33.79) | [1/10000] Batch 752 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5231.880, Rec. Loss: 13855.85937500 | Total Loss: 13855.85937500
10/04/24 13:21:32 (0:00:33.83) | [1/10000] Batch 753 (0.009s) | LR: 1e-08 | KLW: 0, KLD (loss): 5011.750, Rec. Loss: 13224.72070312 | Total Loss: 13224.72070312
10/04/24 13:21:32 (0:00:33.87) | [1/10000] Batch 754 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5312.896, Rec. Loss: 14026.56445312 | Total Loss: 14026.56445312
10/04/24 13:21:32 (0:00:33.91) | [1/10000] Batch 755 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5197.804, Rec. Loss: 13693.93652344 | Total Loss: 13693.93652344
10/04/24 13:21:32 (0:00:33.95) | [1/10000] Batch 756 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 4932.680, Rec. Loss: 13065.93652344 | Total Loss: 13065.93652344
10/04/24 13:21:32 (0:00:33.99) | [1/10000] Batch 757 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5118.645, Rec. Loss: 13420.13183594 | Total Loss: 13420.13183594
10/04/24 13:21:32 (0:00:34.03) | [1/10000] Batch 758 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5285.159, Rec. Loss: 13899.58203125 | Total Loss: 13899.58203125
10/04/24 13:21:32 (0:00:34.06) | [1/10000] Batch 759 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5203.250, Rec. Loss: 13582.44531250 | Total Loss: 13582.44531250
10/04/24 13:21:32 (0:00:34.10) | [1/10000] Batch 760 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 4843.684, Rec. Loss: 12639.52148438 | Total Loss: 12639.52148438
10/04/24 13:21:32 (0:00:34.14) | [1/10000] Batch 761 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5184.163, Rec. Loss: 13735.31054688 | Total Loss: 13735.31054688
10/04/24 13:21:32 (0:00:34.18) | [1/10000] Batch 762 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5424.049, Rec. Loss: 14041.34570312 | Total Loss: 14041.34570312
10/04/24 13:21:32 (0:00:34.22) | [1/10000] Batch 763 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5089.961, Rec. Loss: 13259.76074219 | Total Loss: 13259.76074219
10/04/24 13:21:32 (0:00:34.26) | [1/10000] Batch 764 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5147.995, Rec. Loss: 13587.26660156 | Total Loss: 13587.26660156
10/04/24 13:21:32 (0:00:34.30) | [1/10000] Batch 765 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5045.898, Rec. Loss: 13272.87402344 | Total Loss: 13272.87402344
10/04/24 13:21:32 (0:00:34.34) | [1/10000] Batch 766 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 4742.133, Rec. Loss: 12292.43847656 | Total Loss: 12292.43847656
10/04/24 13:21:32 (0:00:34.38) | [1/10000] Batch 767 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5523.186, Rec. Loss: 14479.45312500 | Total Loss: 14479.45312500
10/04/24 13:21:32 (0:00:34.41) | [1/10000] Batch 768 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5232.559, Rec. Loss: 13676.96289062 | Total Loss: 13676.96289062
10/04/24 13:21:32 (0:00:34.46) | [1/10000] Batch 769 (0.011s) | LR: 1e-08 | KLW: 0, KLD (loss): 5292.158, Rec. Loss: 13943.26562500 | Total Loss: 13943.26562500
10/04/24 13:21:32 (0:00:34.50) | [1/10000] Batch 770 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 4996.705, Rec. Loss: 13152.65527344 | Total Loss: 13152.65527344
10/04/24 13:21:32 (0:00:34.54) | [1/10000] Batch 771 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5278.895, Rec. Loss: 13844.17968750 | Total Loss: 13844.17968750
10/04/24 13:21:32 (0:00:34.58) | [1/10000] Batch 772 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 4920.745, Rec. Loss: 12901.61914062 | Total Loss: 12901.61914062
10/04/24 13:21:32 (0:00:34.61) | [1/10000] Batch 773 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 4858.910, Rec. Loss: 12629.82324219 | Total Loss: 12629.82324219
10/04/24 13:21:32 (0:00:34.65) | [1/10000] Batch 774 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 4974.000, Rec. Loss: 13060.69042969 | Total Loss: 13060.69042969
10/04/24 13:21:32 (0:00:34.69) | [1/10000] Batch 775 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5402.667, Rec. Loss: 14144.54199219 | Total Loss: 14144.54199219
10/04/24 13:21:32 (0:00:34.73) | [1/10000] Batch 776 (0.009s) | LR: 1e-08 | KLW: 0, KLD (loss): 5308.659, Rec. Loss: 13737.70312500 | Total Loss: 13737.70312500
10/04/24 13:21:32 (0:00:34.78) | [1/10000] Batch 777 (0.010s) | LR: 1e-08 | KLW: 0, KLD (loss): 4723.392, Rec. Loss: 12565.47265625 | Total Loss: 12565.47265625
10/04/24 13:21:33 (0:00:34.82) | [1/10000] Batch 778 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5739.978, Rec. Loss: 15145.18359375 | Total Loss: 15145.18359375
10/04/24 13:21:33 (0:00:34.86) | [1/10000] Batch 779 (0.009s) | LR: 1e-08 | KLW: 0, KLD (loss): 4629.289, Rec. Loss: 12145.75976562 | Total Loss: 12145.75976562
10/04/24 13:21:33 (0:00:34.90) | [1/10000] Batch 780 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 4802.269, Rec. Loss: 12527.11523438 | Total Loss: 12527.11523438
10/04/24 13:21:33 (0:00:34.93) | [1/10000] Batch 781 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5499.050, Rec. Loss: 14289.21777344 | Total Loss: 14289.21777344
10/04/24 13:21:33 (0:00:34.97) | [1/10000] Batch 782 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 4989.465, Rec. Loss: 12987.45117188 | Total Loss: 12987.45117188
10/04/24 13:21:33 (0:00:35.01) | [1/10000] Batch 783 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5403.685, Rec. Loss: 14147.54980469 | Total Loss: 14147.54980469
10/04/24 13:21:33 (0:00:35.05) | [1/10000] Batch 784 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5198.605, Rec. Loss: 13575.07519531 | Total Loss: 13575.07519531
10/04/24 13:21:33 (0:00:35.09) | [1/10000] Batch 785 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5195.925, Rec. Loss: 13559.03222656 | Total Loss: 13559.03222656
10/04/24 13:21:33 (0:00:35.13) | [1/10000] Batch 786 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 4977.309, Rec. Loss: 13011.47460938 | Total Loss: 13011.47460938
10/04/24 13:21:33 (0:00:35.17) | [1/10000] Batch 787 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5082.922, Rec. Loss: 13307.38867188 | Total Loss: 13307.38867188
10/04/24 13:21:33 (0:00:35.21) | [1/10000] Batch 788 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 4588.588, Rec. Loss: 12014.17089844 | Total Loss: 12014.17089844
10/04/24 13:21:33 (0:00:35.25) | [1/10000] Batch 789 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5306.266, Rec. Loss: 13764.81933594 | Total Loss: 13764.81933594
10/04/24 13:21:33 (0:00:35.29) | [1/10000] Batch 790 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 4900.542, Rec. Loss: 12915.49511719 | Total Loss: 12915.49511719
10/04/24 13:21:33 (0:00:35.33) | [1/10000] Batch 791 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 4982.832, Rec. Loss: 13051.14648438 | Total Loss: 13051.14648438
10/04/24 13:21:33 (0:00:35.37) | [1/10000] Batch 792 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 4895.421, Rec. Loss: 12693.19921875 | Total Loss: 12693.19921875
10/04/24 13:21:33 (0:00:35.41) | [1/10000] Batch 793 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 4988.762, Rec. Loss: 12967.70117188 | Total Loss: 12967.70117188
10/04/24 13:21:33 (0:00:35.44) | [1/10000] Batch 794 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 4642.970, Rec. Loss: 12235.92675781 | Total Loss: 12235.92675781
10/04/24 13:21:33 (0:00:35.48) | [1/10000] Batch 795 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5393.007, Rec. Loss: 14090.54394531 | Total Loss: 14090.54394531
10/04/24 13:21:33 (0:00:35.52) | [1/10000] Batch 796 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 4990.938, Rec. Loss: 12995.62304688 | Total Loss: 12995.62304688
10/04/24 13:21:33 (0:00:35.56) | [1/10000] Batch 797 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5465.579, Rec. Loss: 14249.84472656 | Total Loss: 14249.84472656
10/04/24 13:21:33 (0:00:35.60) | [1/10000] Batch 798 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5381.829, Rec. Loss: 13940.03613281 | Total Loss: 13940.03613281
10/04/24 13:21:33 (0:00:35.64) | [1/10000] Batch 799 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5225.321, Rec. Loss: 13598.67382812 | Total Loss: 13598.67382812
