09/10/24 10:34:53 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))

09/10/24 10:34:53 Train Loader Image Data Size: (28, 28)
09/10/24 10:34:54 (0m 00s) | [1/10000] Batch 0 (0.682s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0125 | Abs. Loss: 10.01
09/10/24 10:40:53 (3m 37s) | [5/10000] Batch 30 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0288 | Abs. Loss: 56695.28
09/10/24 10:40:53 (3m 37s) | [5/10000] Batch 31 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0163 | Abs. Loss: 56705.29
09/10/24 10:40:53 (3m 37s) | [5/10000] Batch 32 (0.006s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0063 | Abs. Loss: 56715.30
09/10/24 10:40:53 (3m 37s) | [5/10000] Batch 33 (0.006s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0077 | Abs. Loss: 56725.31
09/10/24 10:40:53 (3m 37s) | [5/10000] Batch 34 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9921 | Abs. Loss: 56735.30
09/10/24 10:40:53 (3m 37s) | [5/10000] Batch 35 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0013 | Abs. Loss: 56745.30
09/10/24 10:40:53 (3m 37s) | [5/10000] Batch 36 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9952 | Abs. Loss: 56755.30
09/10/24 10:40:53 (3m 37s) | [5/10000] Batch 37 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0263 | Abs. Loss: 56765.32
09/10/24 10:40:53 (3m 37s) | [5/10000] Batch 38 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0324 | Abs. Loss: 56775.35
09/10/24 10:40:53 (3m 37s) | [5/10000] Batch 39 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0076 | Abs. Loss: 56785.36
09/10/24 10:40:54 (3m 37s) | [5/10000] Batch 40 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0067 | Abs. Loss: 56795.37
09/10/24 10:40:54 (3m 37s) | [5/10000] Batch 41 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0172 | Abs. Loss: 56805.39
09/10/24 10:40:54 (3m 37s) | [5/10000] Batch 42 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9911 | Abs. Loss: 56815.38
09/10/24 10:40:54 (3m 37s) | [5/10000] Batch 43 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0330 | Abs. Loss: 56825.41
09/10/24 10:40:54 (3m 37s) | [5/10000] Batch 44 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0037 | Abs. Loss: 56835.41
09/10/24 10:40:54 (3m 37s) | [5/10000] Batch 45 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0109 | Abs. Loss: 56845.42
09/10/24 10:40:54 (3m 37s) | [5/10000] Batch 46 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9860 | Abs. Loss: 56855.41
09/10/24 10:40:54 (3m 37s) | [5/10000] Batch 47 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9859 | Abs. Loss: 56865.40
09/10/24 10:40:54 (3m 37s) | [5/10000] Batch 48 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0015 | Abs. Loss: 56875.40
09/10/24 10:40:54 (3m 37s) | [5/10000] Batch 49 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9978 | Abs. Loss: 56885.40
09/10/24 10:40:54 (3m 38s) | [5/10000] Batch 50 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0074 | Abs. Loss: 56895.40
09/10/24 10:40:54 (3m 38s) | [5/10000] Batch 51 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0121 | Abs. Loss: 56905.41
09/10/24 10:40:54 (3m 38s) | [5/10000] Batch 52 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0048 | Abs. Loss: 56915.42
09/10/24 10:40:54 (3m 38s) | [5/10000] Batch 53 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0199 | Abs. Loss: 56925.44
09/10/24 10:40:54 (3m 38s) | [5/10000] Batch 54 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9953 | Abs. Loss: 56935.43
09/10/24 10:40:54 (3m 38s) | [5/10000] Batch 55 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9767 | Abs. Loss: 56945.41
09/10/24 10:40:54 (3m 38s) | [5/10000] Batch 56 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9903 | Abs. Loss: 56955.40
09/10/24 10:40:54 (3m 38s) | [5/10000] Batch 57 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9879 | Abs. Loss: 56965.39
09/10/24 10:40:54 (3m 38s) | [5/10000] Batch 58 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0043 | Abs. Loss: 56975.39
09/10/24 10:40:54 (3m 38s) | [5/10000] Batch 59 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0357 | Abs. Loss: 56985.43
09/10/24 10:40:54 (3m 38s) | [5/10000] Batch 60 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9854 | Abs. Loss: 56995.42
09/10/24 10:40:54 (3m 38s) | [5/10000] Batch 61 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9951 | Abs. Loss: 57005.41
09/10/24 10:40:54 (3m 38s) | [5/10000] Batch 62 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0096 | Abs. Loss: 57015.42
09/10/24 10:40:54 (3m 38s) | [5/10000] Batch 63 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9940 | Abs. Loss: 57025.41
09/10/24 10:40:54 (3m 38s) | [5/10000] Batch 64 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0096 | Abs. Loss: 57035.42
09/10/24 10:40:54 (3m 38s) | [5/10000] Batch 65 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0022 | Abs. Loss: 57045.43
09/10/24 10:40:54 (3m 38s) | [5/10000] Batch 66 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0027 | Abs. Loss: 57055.43
09/10/24 10:40:54 (3m 38s) | [5/10000] Batch 67 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0124 | Abs. Loss: 57065.44
09/10/24 10:40:54 (3m 38s) | [5/10000] Batch 68 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0091 | Abs. Loss: 57075.45
09/10/24 10:40:54 (3m 38s) | [5/10000] Batch 69 (0.006s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0035 | Abs. Loss: 57085.45
09/10/24 10:40:55 (3m 38s) | [5/10000] Batch 70 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0181 | Abs. Loss: 57095.47
09/10/24 10:40:55 (3m 38s) | [5/10000] Batch 71 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0180 | Abs. Loss: 57105.49
09/10/24 10:40:55 (3m 38s) | [5/10000] Batch 72 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0362 | Abs. Loss: 57115.53
09/10/24 10:40:55 (3m 38s) | [5/10000] Batch 73 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9928 | Abs. Loss: 57125.52
09/10/24 10:40:55 (3m 38s) | [5/10000] Batch 74 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0051 | Abs. Loss: 57135.52
09/10/24 10:40:55 (3m 38s) | [5/10000] Batch 75 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0051 | Abs. Loss: 57145.53
09/10/24 10:40:55 (3m 38s) | [5/10000] Batch 76 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9902 | Abs. Loss: 57155.52
09/10/24 10:40:55 (3m 38s) | [5/10000] Batch 77 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9957 | Abs. Loss: 57165.51
09/10/24 10:40:55 (3m 38s) | [5/10000] Batch 78 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0101 | Abs. Loss: 57175.52
09/10/24 10:40:55 (3m 38s) | [5/10000] Batch 79 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0003 | Abs. Loss: 57185.52
09/10/24 10:40:55 (3m 39s) | [5/10000] Batch 80 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0071 | Abs. Loss: 57195.53
09/10/24 10:40:55 (3m 39s) | [5/10000] Batch 81 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0242 | Abs. Loss: 57205.56
09/10/24 10:40:55 (3m 39s) | [5/10000] Batch 82 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0266 | Abs. Loss: 57215.58
09/10/24 10:40:55 (3m 39s) | [5/10000] Batch 83 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0148 | Abs. Loss: 57225.60
09/10/24 10:40:55 (3m 39s) | [5/10000] Batch 84 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0180 | Abs. Loss: 57235.62
09/10/24 10:40:55 (3m 39s) | [5/10000] Batch 85 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0005 | Abs. Loss: 57245.62
09/10/24 10:40:55 (3m 39s) | [5/10000] Batch 86 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9931 | Abs. Loss: 57255.61
09/10/24 10:40:55 (3m 39s) | [5/10000] Batch 87 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0316 | Abs. Loss: 57265.64
09/10/24 10:40:55 (3m 39s) | [5/10000] Batch 88 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9918 | Abs. Loss: 57275.63
09/10/24 10:40:55 (3m 39s) | [5/10000] Batch 89 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0039 | Abs. Loss: 57285.64
09/10/24 10:40:55 (3m 39s) | [5/10000] Batch 90 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0121 | Abs. Loss: 57295.65
09/10/24 10:40:55 (3m 39s) | [5/10000] Batch 91 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9703 | Abs. Loss: 57305.62
09/10/24 10:40:55 (3m 39s) | [5/10000] Batch 92 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9917 | Abs. Loss: 57315.61
09/10/24 10:40:55 (3m 39s) | [5/10000] Batch 93 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0172 | Abs. Loss: 57325.63
09/10/24 10:40:55 (3m 39s) | [5/10000] Batch 94 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0100 | Abs. Loss: 57335.64
09/10/24 10:40:55 (3m 39s) | [5/10000] Batch 95 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9919 | Abs. Loss: 57345.63
09/10/24 10:40:55 (3m 39s) | [5/10000] Batch 96 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0201 | Abs. Loss: 57355.65
09/10/24 10:40:55 (3m 39s) | [5/10000] Batch 97 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0160 | Abs. Loss: 57365.67
09/10/24 10:40:55 (3m 39s) | [5/10000] Batch 98 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0180 | Abs. Loss: 57375.68
09/10/24 10:40:55 (3m 39s) | [5/10000] Batch 99 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9731 | Abs. Loss: 57385.66
09/10/24 10:40:56 (3m 39s) | [5/10000] Batch 100 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0070 | Abs. Loss: 57395.66
09/10/24 10:40:56 (3m 39s) | [5/10000] Batch 101 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9821 | Abs. Loss: 57405.65
09/10/24 10:40:56 (3m 39s) | [5/10000] Batch 102 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0122 | Abs. Loss: 57415.66
09/10/24 10:40:56 (3m 39s) | [5/10000] Batch 103 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0238 | Abs. Loss: 57425.68
09/10/24 10:40:56 (3m 39s) | [5/10000] Batch 104 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9965 | Abs. Loss: 57435.68
09/10/24 10:40:56 (3m 39s) | [5/10000] Batch 105 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9752 | Abs. Loss: 57445.65
09/10/24 10:40:56 (3m 39s) | [5/10000] Batch 106 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0148 | Abs. Loss: 57455.67
09/10/24 10:40:56 (3m 39s) | [5/10000] Batch 107 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0166 | Abs. Loss: 57465.68
09/10/24 10:40:56 (3m 39s) | [5/10000] Batch 108 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9994 | Abs. Loss: 57475.68
09/10/24 10:40:56 (3m 39s) | [5/10000] Batch 109 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0178 | Abs. Loss: 57485.70
09/10/24 10:40:56 (3m 40s) | [5/10000] Batch 110 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0032 | Abs. Loss: 57495.71
09/10/24 10:40:56 (3m 40s) | [5/10000] Batch 111 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9757 | Abs. Loss: 57505.68
09/10/24 10:40:56 (3m 40s) | [5/10000] Batch 112 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0083 | Abs. Loss: 57515.69
09/10/24 10:40:56 (3m 40s) | [5/10000] Batch 113 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0154 | Abs. Loss: 57525.70
09/10/24 10:40:56 (3m 40s) | [5/10000] Batch 114 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9979 | Abs. Loss: 57535.70
09/10/24 10:40:56 (3m 40s) | [5/10000] Batch 115 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9992 | Abs. Loss: 57545.70
09/10/24 10:40:56 (3m 40s) | [5/10000] Batch 116 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0151 | Abs. Loss: 57555.72
09/10/24 10:40:56 (3m 40s) | [5/10000] Batch 117 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9924 | Abs. Loss: 57565.71
09/10/24 10:40:56 (3m 40s) | [5/10000] Batch 118 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0026 | Abs. Loss: 57575.71
09/10/24 10:40:56 (3m 40s) | [5/10000] Batch 119 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9911 | Abs. Loss: 57585.70
09/10/24 10:40:56 (3m 40s) | [5/10000] Batch 120 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9974 | Abs. Loss: 57595.70
09/10/24 10:40:56 (3m 40s) | [5/10000] Batch 121 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0290 | Abs. Loss: 57605.73
09/10/24 10:40:56 (3m 40s) | [5/10000] Batch 122 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0137 | Abs. Loss: 57615.74
09/10/24 10:40:56 (3m 40s) | [5/10000] Batch 123 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0234 | Abs. Loss: 57625.77
09/10/24 10:40:56 (3m 40s) | [5/10000] Batch 124 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0046 | Abs. Loss: 57635.77
09/10/24 10:40:56 (3m 40s) | [5/10000] Batch 125 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0089 | Abs. Loss: 57645.78
09/10/24 10:40:56 (3m 40s) | [5/10000] Batch 126 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0199 | Abs. Loss: 57655.80
09/10/24 10:40:56 (3m 40s) | [5/10000] Batch 127 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0153 | Abs. Loss: 57665.82
09/10/24 10:40:56 (3m 40s) | [5/10000] Batch 128 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9974 | Abs. Loss: 57675.81
09/10/24 10:40:56 (3m 40s) | [5/10000] Batch 129 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0189 | Abs. Loss: 57685.83
09/10/24 10:40:57 (3m 40s) | [5/10000] Batch 130 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0012 | Abs. Loss: 57695.83
09/10/24 10:40:57 (3m 40s) | [5/10000] Batch 131 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9972 | Abs. Loss: 57705.83
09/10/24 10:40:57 (3m 40s) | [5/10000] Batch 132 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9975 | Abs. Loss: 57715.83
09/10/24 10:40:57 (3m 40s) | [5/10000] Batch 133 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0146 | Abs. Loss: 57725.84
09/10/24 10:40:57 (3m 40s) | [5/10000] Batch 134 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0089 | Abs. Loss: 57735.85
09/10/24 10:40:57 (3m 40s) | [5/10000] Batch 135 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0114 | Abs. Loss: 57745.86
09/10/24 10:40:57 (3m 40s) | [5/10000] Batch 136 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9804 | Abs. Loss: 57755.84
09/10/24 10:40:57 (3m 40s) | [5/10000] Batch 137 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9925 | Abs. Loss: 57765.84
09/10/24 10:40:57 (3m 40s) | [5/10000] Batch 138 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0268 | Abs. Loss: 57775.86
09/10/24 10:40:57 (3m 40s) | [5/10000] Batch 139 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9707 | Abs. Loss: 57785.83
09/10/24 10:40:57 (3m 41s) | [5/10000] Batch 140 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9942 | Abs. Loss: 57795.83
09/10/24 10:40:57 (3m 41s) | [5/10000] Batch 141 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0264 | Abs. Loss: 57805.85
09/10/24 10:40:57 (3m 41s) | [5/10000] Batch 142 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9924 | Abs. Loss: 57815.85
09/10/24 10:40:57 (3m 41s) | [5/10000] Batch 143 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0206 | Abs. Loss: 57825.87
09/10/24 10:40:57 (3m 41s) | [5/10000] Batch 144 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0084 | Abs. Loss: 57835.87
09/10/24 10:40:57 (3m 41s) | [5/10000] Batch 145 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0024 | Abs. Loss: 57845.88
09/10/24 10:40:57 (3m 41s) | [5/10000] Batch 146 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9751 | Abs. Loss: 57855.85
09/10/24 10:40:57 (3m 41s) | [5/10000] Batch 147 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0241 | Abs. Loss: 57865.88
09/10/24 10:40:57 (3m 41s) | [5/10000] Batch 148 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0052 | Abs. Loss: 57875.88
09/10/24 10:40:57 (3m 41s) | [5/10000] Batch 149 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0124 | Abs. Loss: 57885.89
09/10/24 10:40:57 (3m 41s) | [5/10000] Batch 150 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0289 | Abs. Loss: 57895.92
09/10/24 10:40:57 (3m 41s) | [5/10000] Batch 151 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0158 | Abs. Loss: 57905.94
09/10/24 10:40:57 (3m 41s) | [5/10000] Batch 152 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0334 | Abs. Loss: 57915.97
09/10/24 10:40:57 (3m 41s) | [5/10000] Batch 153 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0273 | Abs. Loss: 57926.00
09/10/24 10:40:57 (3m 41s) | [5/10000] Batch 154 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9765 | Abs. Loss: 57935.98
09/10/24 10:40:57 (3m 41s) | [5/10000] Batch 155 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9884 | Abs. Loss: 57945.96
09/10/24 10:40:57 (3m 41s) | [5/10000] Batch 156 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9945 | Abs. Loss: 57955.96
09/10/24 10:40:57 (3m 41s) | [5/10000] Batch 157 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0089 | Abs. Loss: 57965.97
09/10/24 10:40:57 (3m 41s) | [5/10000] Batch 158 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0209 | Abs. Loss: 57975.99
09/10/24 10:40:57 (3m 41s) | [5/10000] Batch 159 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0096 | Abs. Loss: 57986.00
09/10/24 10:40:58 (3m 41s) | [5/10000] Batch 160 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9882 | Abs. Loss: 57995.99
09/10/24 10:40:58 (3m 41s) | [5/10000] Batch 161 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9974 | Abs. Loss: 58005.98
09/10/24 10:40:58 (3m 41s) | [5/10000] Batch 162 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0172 | Abs. Loss: 58016.00
09/10/24 10:40:58 (3m 41s) | [5/10000] Batch 163 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0174 | Abs. Loss: 58026.02
09/10/24 10:40:58 (3m 41s) | [5/10000] Batch 164 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9994 | Abs. Loss: 58036.02
09/10/24 10:40:58 (3m 41s) | [5/10000] Batch 165 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0017 | Abs. Loss: 58046.02
09/10/24 10:40:58 (3m 41s) | [5/10000] Batch 166 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0164 | Abs. Loss: 58056.04
09/10/24 10:40:58 (3m 41s) | [5/10000] Batch 167 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0344 | Abs. Loss: 58066.07
09/10/24 10:40:58 (3m 41s) | [5/10000] Batch 168 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0167 | Abs. Loss: 58076.09
09/10/24 10:40:58 (3m 41s) | [5/10000] Batch 169 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9886 | Abs. Loss: 58086.08
09/10/24 10:40:58 (3m 42s) | [5/10000] Batch 170 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0034 | Abs. Loss: 58096.08
09/10/24 10:40:58 (3m 42s) | [5/10000] Batch 171 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0058 | Abs. Loss: 58106.08
09/10/24 10:40:58 (3m 42s) | [5/10000] Batch 172 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9855 | Abs. Loss: 58116.07
