09/11/24 22:42:40 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 8), ('leak', 0.99), ('drop', 0.5), ('stochastic', True))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 8), ('leak', 0.99), ('drop', 0.5))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 8), ('leak', 0.99), ('drop', 0.5))

09/11/24 22:42:40 Train Loader Image Data Size: (28, 28)
09/11/24 22:42:41 (0m 00s) | [1/10000] Batch 0 (0.699s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 1.011313 | Abs. Loss: 1.01
09/11/24 22:43:08 (0m 28s) | [1/10000] Batch 719 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981351 | Abs. Loss: 715.05
09/11/24 22:43:08 (0m 28s) | [1/10000] Batch 720 (0.007s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981151 | Abs. Loss: 716.03
09/11/24 22:43:08 (0m 28s) | [1/10000] Batch 721 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981421 | Abs. Loss: 717.02
09/11/24 22:43:09 (0m 28s) | [1/10000] Batch 722 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981505 | Abs. Loss: 718.00
09/11/24 22:43:09 (0m 28s) | [1/10000] Batch 723 (0.006s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981292 | Abs. Loss: 718.98
09/11/24 22:43:09 (0m 28s) | [1/10000] Batch 724 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981306 | Abs. Loss: 719.96
09/11/24 22:43:09 (0m 28s) | [1/10000] Batch 725 (0.007s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981809 | Abs. Loss: 720.94
09/11/24 22:43:09 (0m 28s) | [1/10000] Batch 726 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981035 | Abs. Loss: 721.92
09/11/24 22:43:09 (0m 28s) | [1/10000] Batch 727 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981425 | Abs. Loss: 722.90
09/11/24 22:43:09 (0m 28s) | [1/10000] Batch 728 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981115 | Abs. Loss: 723.88
09/11/24 22:43:09 (0m 28s) | [1/10000] Batch 729 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981545 | Abs. Loss: 724.87
09/11/24 22:43:09 (0m 28s) | [1/10000] Batch 730 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981809 | Abs. Loss: 725.85
09/11/24 22:43:09 (0m 28s) | [1/10000] Batch 731 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981180 | Abs. Loss: 726.83
09/11/24 22:43:09 (0m 28s) | [1/10000] Batch 732 (0.006s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980806 | Abs. Loss: 727.81
09/11/24 22:43:09 (0m 28s) | [1/10000] Batch 733 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980537 | Abs. Loss: 728.79
09/11/24 22:43:09 (0m 28s) | [1/10000] Batch 734 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981118 | Abs. Loss: 729.77
09/11/24 22:43:09 (0m 28s) | [1/10000] Batch 735 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981224 | Abs. Loss: 730.75
09/11/24 22:43:09 (0m 28s) | [1/10000] Batch 736 (0.006s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981536 | Abs. Loss: 731.73
09/11/24 22:43:09 (0m 28s) | [1/10000] Batch 737 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981483 | Abs. Loss: 732.72
09/11/24 22:43:09 (0m 28s) | [1/10000] Batch 738 (0.006s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981327 | Abs. Loss: 733.70
09/11/24 22:43:09 (0m 28s) | [1/10000] Batch 739 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981122 | Abs. Loss: 734.68
09/11/24 22:43:09 (0m 29s) | [1/10000] Batch 740 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981521 | Abs. Loss: 735.66
09/11/24 22:43:09 (0m 29s) | [1/10000] Batch 741 (0.006s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981182 | Abs. Loss: 736.64
09/11/24 22:43:09 (0m 29s) | [1/10000] Batch 742 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981669 | Abs. Loss: 737.62
09/11/24 22:43:09 (0m 29s) | [1/10000] Batch 743 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981001 | Abs. Loss: 738.60
09/11/24 22:43:09 (0m 29s) | [1/10000] Batch 744 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981190 | Abs. Loss: 739.59
09/11/24 22:43:09 (0m 29s) | [1/10000] Batch 745 (0.006s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981104 | Abs. Loss: 740.57
09/11/24 22:43:09 (0m 29s) | [1/10000] Batch 746 (0.007s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981485 | Abs. Loss: 741.55
09/11/24 22:43:09 (0m 29s) | [1/10000] Batch 747 (0.006s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981032 | Abs. Loss: 742.53
09/11/24 22:43:09 (0m 29s) | [1/10000] Batch 748 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981310 | Abs. Loss: 743.51
09/11/24 22:43:10 (0m 29s) | [1/10000] Batch 749 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981030 | Abs. Loss: 744.49
09/11/24 22:43:10 (0m 29s) | [1/10000] Batch 750 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981246 | Abs. Loss: 745.47
09/11/24 22:43:10 (0m 29s) | [1/10000] Batch 751 (0.006s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981151 | Abs. Loss: 746.45
09/11/24 22:43:10 (0m 29s) | [1/10000] Batch 752 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980460 | Abs. Loss: 747.43
09/11/24 22:43:10 (0m 29s) | [1/10000] Batch 753 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981061 | Abs. Loss: 748.42
09/11/24 22:43:10 (0m 29s) | [1/10000] Batch 754 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981416 | Abs. Loss: 749.40
09/11/24 22:43:10 (0m 29s) | [1/10000] Batch 755 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980759 | Abs. Loss: 750.38
09/11/24 22:43:10 (0m 29s) | [1/10000] Batch 756 (0.006s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980998 | Abs. Loss: 751.36
09/11/24 22:43:10 (0m 29s) | [1/10000] Batch 757 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981301 | Abs. Loss: 752.34
09/11/24 22:43:10 (0m 29s) | [1/10000] Batch 758 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980724 | Abs. Loss: 753.32
09/11/24 22:43:10 (0m 29s) | [1/10000] Batch 759 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981452 | Abs. Loss: 754.30
09/11/24 22:43:10 (0m 29s) | [1/10000] Batch 760 (0.007s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981110 | Abs. Loss: 755.28
09/11/24 22:43:10 (0m 29s) | [1/10000] Batch 761 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980973 | Abs. Loss: 756.26
09/11/24 22:43:10 (0m 29s) | [1/10000] Batch 762 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981321 | Abs. Loss: 757.25
09/11/24 22:43:10 (0m 29s) | [1/10000] Batch 763 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981170 | Abs. Loss: 758.23
09/11/24 22:43:10 (0m 29s) | [1/10000] Batch 764 (0.006s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981279 | Abs. Loss: 759.21
09/11/24 22:43:10 (0m 29s) | [1/10000] Batch 765 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981777 | Abs. Loss: 760.19
09/11/24 22:43:10 (0m 29s) | [1/10000] Batch 766 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981207 | Abs. Loss: 761.17
09/11/24 22:43:10 (0m 30s) | [1/10000] Batch 767 (0.007s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981372 | Abs. Loss: 762.15
09/11/24 22:43:10 (0m 30s) | [1/10000] Batch 768 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981372 | Abs. Loss: 763.13
09/11/24 22:43:10 (0m 30s) | [1/10000] Batch 769 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981753 | Abs. Loss: 764.12
09/11/24 22:43:10 (0m 30s) | [1/10000] Batch 770 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981493 | Abs. Loss: 765.10
09/11/24 22:43:10 (0m 30s) | [1/10000] Batch 771 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980590 | Abs. Loss: 766.08
09/11/24 22:43:10 (0m 30s) | [1/10000] Batch 772 (0.006s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980821 | Abs. Loss: 767.06
09/11/24 22:43:10 (0m 30s) | [1/10000] Batch 773 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980915 | Abs. Loss: 768.04
09/11/24 22:43:10 (0m 30s) | [1/10000] Batch 774 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981437 | Abs. Loss: 769.02
09/11/24 22:43:10 (0m 30s) | [1/10000] Batch 775 (0.006s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980939 | Abs. Loss: 770.00
09/11/24 22:43:11 (0m 30s) | [1/10000] Batch 776 (0.006s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980837 | Abs. Loss: 770.98
09/11/24 22:43:11 (0m 30s) | [1/10000] Batch 777 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980708 | Abs. Loss: 771.96
09/11/24 22:43:11 (0m 30s) | [1/10000] Batch 778 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981216 | Abs. Loss: 772.94
09/11/24 22:43:11 (0m 30s) | [1/10000] Batch 779 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981241 | Abs. Loss: 773.93
09/11/24 22:43:11 (0m 30s) | [1/10000] Batch 780 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981165 | Abs. Loss: 774.91
09/11/24 22:43:11 (0m 30s) | [1/10000] Batch 781 (0.006s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980784 | Abs. Loss: 775.89
09/11/24 22:43:11 (0m 30s) | [1/10000] Batch 782 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981143 | Abs. Loss: 776.87
09/11/24 22:43:11 (0m 30s) | [1/10000] Batch 783 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981369 | Abs. Loss: 777.85
09/11/24 22:43:11 (0m 30s) | [1/10000] Batch 784 (0.006s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981070 | Abs. Loss: 778.83
09/11/24 22:43:11 (0m 30s) | [1/10000] Batch 785 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981131 | Abs. Loss: 779.81
09/11/24 22:43:11 (0m 30s) | [1/10000] Batch 786 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980823 | Abs. Loss: 780.79
09/11/24 22:43:11 (0m 30s) | [1/10000] Batch 787 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.979802 | Abs. Loss: 781.77
09/11/24 22:43:11 (0m 30s) | [1/10000] Batch 788 (0.007s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980941 | Abs. Loss: 782.75
09/11/24 22:43:11 (0m 30s) | [1/10000] Batch 789 (0.006s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981249 | Abs. Loss: 783.73
09/11/24 22:43:11 (0m 30s) | [1/10000] Batch 790 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980695 | Abs. Loss: 784.72
09/11/24 22:43:11 (0m 30s) | [1/10000] Batch 791 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981527 | Abs. Loss: 785.70
09/11/24 22:43:11 (0m 30s) | [1/10000] Batch 792 (0.006s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980986 | Abs. Loss: 786.68
09/11/24 22:43:11 (0m 31s) | [1/10000] Batch 793 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980337 | Abs. Loss: 787.66
09/11/24 22:43:11 (0m 31s) | [1/10000] Batch 794 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980415 | Abs. Loss: 788.64
09/11/24 22:43:11 (0m 31s) | [1/10000] Batch 795 (0.006s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981163 | Abs. Loss: 789.62
09/11/24 22:43:11 (0m 31s) | [1/10000] Batch 796 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980685 | Abs. Loss: 790.60
09/11/24 22:43:11 (0m 31s) | [1/10000] Batch 797 (0.006s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980614 | Abs. Loss: 791.58
09/11/24 22:43:11 (0m 31s) | [1/10000] Batch 798 (0.006s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981057 | Abs. Loss: 792.56
09/11/24 22:43:11 (0m 31s) | [1/10000] Batch 799 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980627 | Abs. Loss: 793.54
09/11/24 22:43:11 (0m 31s) | [1/10000] Batch 800 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980683 | Abs. Loss: 794.52
09/11/24 22:43:11 (0m 31s) | [1/10000] Batch 801 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980846 | Abs. Loss: 795.50
09/11/24 22:43:11 (0m 31s) | [1/10000] Batch 802 (0.006s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980580 | Abs. Loss: 796.48
09/11/24 22:43:12 (0m 31s) | [1/10000] Batch 803 (0.006s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980922 | Abs. Loss: 797.47
09/11/24 22:43:12 (0m 31s) | [1/10000] Batch 804 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980710 | Abs. Loss: 798.45
09/11/24 22:43:12 (0m 31s) | [1/10000] Batch 805 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981068 | Abs. Loss: 799.43
09/11/24 22:43:12 (0m 31s) | [1/10000] Batch 806 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980745 | Abs. Loss: 800.41
09/11/24 22:43:12 (0m 31s) | [1/10000] Batch 807 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980569 | Abs. Loss: 801.39
09/11/24 22:43:12 (0m 31s) | [1/10000] Batch 808 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981131 | Abs. Loss: 802.37
09/11/24 22:43:12 (0m 31s) | [1/10000] Batch 809 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980644 | Abs. Loss: 803.35
09/11/24 22:43:12 (0m 31s) | [1/10000] Batch 810 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981039 | Abs. Loss: 804.33
09/11/24 22:43:12 (0m 31s) | [1/10000] Batch 811 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980753 | Abs. Loss: 805.31
09/11/24 22:43:12 (0m 31s) | [1/10000] Batch 812 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981334 | Abs. Loss: 806.29
09/11/24 22:43:12 (0m 31s) | [1/10000] Batch 813 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981390 | Abs. Loss: 807.28
09/11/24 22:43:12 (0m 31s) | [1/10000] Batch 814 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980771 | Abs. Loss: 808.26
09/11/24 22:43:12 (0m 31s) | [1/10000] Batch 815 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980849 | Abs. Loss: 809.24
09/11/24 22:43:12 (0m 31s) | [1/10000] Batch 816 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981021 | Abs. Loss: 810.22
09/11/24 22:43:12 (0m 31s) | [1/10000] Batch 817 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981008 | Abs. Loss: 811.20
09/11/24 22:43:12 (0m 31s) | [1/10000] Batch 818 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980915 | Abs. Loss: 812.18
09/11/24 22:43:12 (0m 31s) | [1/10000] Batch 819 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980430 | Abs. Loss: 813.16
09/11/24 22:43:12 (0m 32s) | [1/10000] Batch 820 (0.006s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980939 | Abs. Loss: 814.14
09/11/24 22:43:12 (0m 32s) | [1/10000] Batch 821 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980848 | Abs. Loss: 815.12
09/11/24 22:43:12 (0m 32s) | [1/10000] Batch 822 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980469 | Abs. Loss: 816.10
09/11/24 22:43:12 (0m 32s) | [1/10000] Batch 823 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981002 | Abs. Loss: 817.08
09/11/24 22:43:12 (0m 32s) | [1/10000] Batch 824 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980826 | Abs. Loss: 818.06
09/11/24 22:43:12 (0m 32s) | [1/10000] Batch 825 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980554 | Abs. Loss: 819.04
09/11/24 22:43:12 (0m 32s) | [1/10000] Batch 826 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980940 | Abs. Loss: 820.03
09/11/24 22:43:12 (0m 32s) | [1/10000] Batch 827 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980652 | Abs. Loss: 821.01
09/11/24 22:43:12 (0m 32s) | [1/10000] Batch 828 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980497 | Abs. Loss: 821.99
09/11/24 22:43:12 (0m 32s) | [1/10000] Batch 829 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980690 | Abs. Loss: 822.97
09/11/24 22:43:13 (0m 32s) | [1/10000] Batch 830 (0.007s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980652 | Abs. Loss: 823.95
09/11/24 22:43:13 (0m 32s) | [1/10000] Batch 831 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980905 | Abs. Loss: 824.93
09/11/24 22:43:13 (0m 32s) | [1/10000] Batch 832 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980680 | Abs. Loss: 825.91
09/11/24 22:43:13 (0m 32s) | [1/10000] Batch 833 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981274 | Abs. Loss: 826.89
09/11/24 22:43:13 (0m 32s) | [1/10000] Batch 834 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980442 | Abs. Loss: 827.87
09/11/24 22:43:13 (0m 32s) | [1/10000] Batch 835 (0.006s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980357 | Abs. Loss: 828.85
09/11/24 22:43:13 (0m 32s) | [1/10000] Batch 836 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.981092 | Abs. Loss: 829.83
09/11/24 22:43:13 (0m 32s) | [1/10000] Batch 837 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980970 | Abs. Loss: 830.81
09/11/24 22:43:13 (0m 32s) | [1/10000] Batch 838 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980551 | Abs. Loss: 831.79
09/11/24 22:43:13 (0m 32s) | [1/10000] Batch 839 (0.007s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980475 | Abs. Loss: 832.78
09/11/24 22:43:13 (0m 32s) | [1/10000] Batch 840 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980487 | Abs. Loss: 833.76
09/11/24 22:43:13 (0m 32s) | [1/10000] Batch 841 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980337 | Abs. Loss: 834.74
09/11/24 22:43:13 (0m 32s) | [1/10000] Batch 842 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980820 | Abs. Loss: 835.72
09/11/24 22:43:13 (0m 32s) | [1/10000] Batch 843 (0.006s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980842 | Abs. Loss: 836.70
09/11/24 22:43:13 (0m 32s) | [1/10000] Batch 844 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980842 | Abs. Loss: 837.68
09/11/24 22:43:13 (0m 32s) | [1/10000] Batch 845 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980380 | Abs. Loss: 838.66
09/11/24 22:43:13 (0m 32s) | [1/10000] Batch 846 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980722 | Abs. Loss: 839.64
09/11/24 22:43:13 (0m 33s) | [1/10000] Batch 847 (0.006s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980938 | Abs. Loss: 840.62
09/11/24 22:43:13 (0m 33s) | [1/10000] Batch 848 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980776 | Abs. Loss: 841.60
09/11/24 22:43:13 (0m 33s) | [1/10000] Batch 849 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980656 | Abs. Loss: 842.58
09/11/24 22:43:13 (0m 33s) | [1/10000] Batch 850 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980567 | Abs. Loss: 843.56
09/11/24 22:43:13 (0m 33s) | [1/10000] Batch 851 (0.007s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980517 | Abs. Loss: 844.54
09/11/24 22:43:13 (0m 33s) | [1/10000] Batch 852 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980458 | Abs. Loss: 845.52
09/11/24 22:43:13 (0m 33s) | [1/10000] Batch 853 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980345 | Abs. Loss: 846.50
09/11/24 22:43:13 (0m 33s) | [1/10000] Batch 854 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980506 | Abs. Loss: 847.48
09/11/24 22:43:13 (0m 33s) | [1/10000] Batch 855 (0.006s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980366 | Abs. Loss: 848.46
09/11/24 22:43:13 (0m 33s) | [1/10000] Batch 856 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980201 | Abs. Loss: 849.44
09/11/24 22:43:14 (0m 33s) | [1/10000] Batch 857 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980959 | Abs. Loss: 850.43
09/11/24 22:43:14 (0m 33s) | [1/10000] Batch 858 (0.005s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980676 | Abs. Loss: 851.41
09/11/24 22:43:14 (0m 33s) | [1/10000] Batch 859 (0.006s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 0.980938 | Abs. Loss: 852.39
