10/04/24 12:36:05 Textual logger initiated. Now configuring tensorboard writer.
10/04/24 12:36:05 Tensorboard writers created. Tensorboard logs will be saved to "./Training Logs/10-04-24__12-36-05/tensorboard".
10/04/24 12:36:05 Starting Tensorboard thread...
10/04/24 12:36:09 Tensorboard is ready at http://localhost:6006/.
10/04/24 12:36:09 Continuing to training script...
10/04/24 12:36:12 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))

10/04/24 12:36:12 Train Loader Image Data Size: (28, 28)
10/04/24 12:36:13 (0:00:01.04) | [1/10000] Batch 0 (1.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 1698.469, Rec. Loss: 13136.07324219 | Total Loss: 13136.07324219
10/04/24 12:36:32 (0:00:20.41) | [1/10000] Batch 462 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1680.088, Rec. Loss: 13161.65429688 | Total Loss: 13161.65429688
10/04/24 12:36:32 (0:00:20.45) | [1/10000] Batch 463 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1673.041, Rec. Loss: 13056.90234375 | Total Loss: 13056.90234375
10/04/24 12:36:32 (0:00:20.49) | [1/10000] Batch 464 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1797.006, Rec. Loss: 14264.48046875 | Total Loss: 14264.48046875
10/04/24 12:36:32 (0:00:20.52) | [1/10000] Batch 465 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1637.971, Rec. Loss: 12727.65917969 | Total Loss: 12727.65917969
10/04/24 12:36:33 (0:00:20.56) | [1/10000] Batch 466 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1657.486, Rec. Loss: 13206.25976562 | Total Loss: 13206.25976562
10/04/24 12:36:33 (0:00:20.60) | [1/10000] Batch 467 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1814.103, Rec. Loss: 14161.56542969 | Total Loss: 14161.56542969
10/04/24 12:36:33 (0:00:20.64) | [1/10000] Batch 468 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1862.627, Rec. Loss: 14661.81347656 | Total Loss: 14661.81347656
10/04/24 12:36:33 (0:00:20.68) | [1/10000] Batch 469 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1562.100, Rec. Loss: 12198.25781250 | Total Loss: 12198.25781250
10/04/24 12:36:33 (0:00:20.71) | [1/10000] Batch 470 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1652.601, Rec. Loss: 12987.71289062 | Total Loss: 12987.71289062
10/04/24 12:36:33 (0:00:20.75) | [1/10000] Batch 471 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1815.376, Rec. Loss: 14289.35156250 | Total Loss: 14289.35156250
10/04/24 12:36:33 (0:00:20.79) | [1/10000] Batch 472 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1838.403, Rec. Loss: 14317.47949219 | Total Loss: 14317.47949219
10/04/24 12:36:33 (0:00:20.83) | [1/10000] Batch 473 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1847.308, Rec. Loss: 14541.62402344 | Total Loss: 14541.62402344
10/04/24 12:36:33 (0:00:20.87) | [1/10000] Batch 474 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1683.310, Rec. Loss: 13147.66699219 | Total Loss: 13147.66699219
10/04/24 12:36:33 (0:00:20.92) | [1/10000] Batch 475 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1594.312, Rec. Loss: 12336.65527344 | Total Loss: 12336.65527344
10/04/24 12:36:33 (0:00:20.96) | [1/10000] Batch 476 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1747.338, Rec. Loss: 13724.07519531 | Total Loss: 13724.07519531
10/04/24 12:36:33 (0:00:21.00) | [1/10000] Batch 477 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1604.520, Rec. Loss: 12644.85058594 | Total Loss: 12644.85058594
10/04/24 12:36:33 (0:00:21.04) | [1/10000] Batch 478 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1706.452, Rec. Loss: 13347.20019531 | Total Loss: 13347.20019531
10/04/24 12:36:33 (0:00:21.08) | [1/10000] Batch 479 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1616.212, Rec. Loss: 12745.50683594 | Total Loss: 12745.50683594
10/04/24 12:36:33 (0:00:21.12) | [1/10000] Batch 480 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1639.471, Rec. Loss: 12784.08789062 | Total Loss: 12784.08789062
10/04/24 12:36:33 (0:00:21.16) | [1/10000] Batch 481 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1644.118, Rec. Loss: 12893.76171875 | Total Loss: 12893.76171875
10/04/24 12:36:33 (0:00:21.19) | [1/10000] Batch 482 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1518.542, Rec. Loss: 11938.24121094 | Total Loss: 11938.24121094
10/04/24 12:36:33 (0:00:21.23) | [1/10000] Batch 483 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1782.891, Rec. Loss: 14062.41308594 | Total Loss: 14062.41308594
10/04/24 12:36:33 (0:00:21.27) | [1/10000] Batch 484 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1778.377, Rec. Loss: 13910.29589844 | Total Loss: 13910.29589844
10/04/24 12:36:33 (0:00:21.31) | [1/10000] Batch 485 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1612.452, Rec. Loss: 12713.90917969 | Total Loss: 12713.90917969
10/04/24 12:36:33 (0:00:21.34) | [1/10000] Batch 486 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1755.035, Rec. Loss: 13722.06054688 | Total Loss: 13722.06054688
10/04/24 12:36:33 (0:00:21.38) | [1/10000] Batch 487 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1669.042, Rec. Loss: 12994.17968750 | Total Loss: 12994.17968750
10/04/24 12:36:33 (0:00:21.42) | [1/10000] Batch 488 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1626.207, Rec. Loss: 12670.70996094 | Total Loss: 12670.70996094
10/04/24 12:36:33 (0:00:21.46) | [1/10000] Batch 489 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1720.858, Rec. Loss: 13444.74414062 | Total Loss: 13444.74414062
10/04/24 12:36:33 (0:00:21.50) | [1/10000] Batch 490 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1665.754, Rec. Loss: 13094.87109375 | Total Loss: 13094.87109375
10/04/24 12:36:33 (0:00:21.54) | [1/10000] Batch 491 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1730.662, Rec. Loss: 13636.50781250 | Total Loss: 13636.50781250
10/04/24 12:36:34 (0:00:21.57) | [1/10000] Batch 492 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1581.141, Rec. Loss: 12447.78515625 | Total Loss: 12447.78515625
10/04/24 12:36:34 (0:00:21.61) | [1/10000] Batch 493 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1801.273, Rec. Loss: 14275.61132812 | Total Loss: 14275.61132812
10/04/24 12:36:34 (0:00:21.65) | [1/10000] Batch 494 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1566.512, Rec. Loss: 12343.95800781 | Total Loss: 12343.95800781
10/04/24 12:36:34 (0:00:21.69) | [1/10000] Batch 495 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1710.754, Rec. Loss: 13367.44531250 | Total Loss: 13367.44531250
10/04/24 12:36:34 (0:00:21.73) | [1/10000] Batch 496 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1648.272, Rec. Loss: 12846.76562500 | Total Loss: 12846.76562500
10/04/24 12:36:34 (0:00:21.76) | [1/10000] Batch 497 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1545.913, Rec. Loss: 12118.19140625 | Total Loss: 12118.19140625
10/04/24 12:36:34 (0:00:21.80) | [1/10000] Batch 498 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1631.547, Rec. Loss: 12741.36132812 | Total Loss: 12741.36132812
10/04/24 12:36:34 (0:00:21.84) | [1/10000] Batch 499 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1646.902, Rec. Loss: 12872.75878906 | Total Loss: 12872.75878906
10/04/24 12:36:34 (0:00:21.88) | [1/10000] Batch 500 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1695.864, Rec. Loss: 13208.28906250 | Total Loss: 13208.28906250
10/04/24 12:36:34 (0:00:21.91) | [1/10000] Batch 501 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1650.878, Rec. Loss: 12947.32128906 | Total Loss: 12947.32128906
10/04/24 12:36:34 (0:00:21.95) | [1/10000] Batch 502 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1656.030, Rec. Loss: 13056.95800781 | Total Loss: 13056.95800781
10/04/24 12:36:34 (0:00:21.99) | [1/10000] Batch 503 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1752.628, Rec. Loss: 13602.74609375 | Total Loss: 13602.74609375
10/04/24 12:36:34 (0:00:22.03) | [1/10000] Batch 504 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1862.858, Rec. Loss: 14580.23144531 | Total Loss: 14580.23144531
10/04/24 12:36:34 (0:00:22.07) | [1/10000] Batch 505 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1806.608, Rec. Loss: 13970.44531250 | Total Loss: 13970.44531250
10/04/24 12:36:34 (0:00:22.10) | [1/10000] Batch 506 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1728.286, Rec. Loss: 13438.78515625 | Total Loss: 13438.78515625
10/04/24 12:36:34 (0:00:22.14) | [1/10000] Batch 507 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1697.837, Rec. Loss: 13247.90820312 | Total Loss: 13247.90820312
10/04/24 12:36:34 (0:00:22.18) | [1/10000] Batch 508 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1730.510, Rec. Loss: 13656.42285156 | Total Loss: 13656.42285156
10/04/24 12:36:34 (0:00:22.22) | [1/10000] Batch 509 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1513.727, Rec. Loss: 12025.59667969 | Total Loss: 12025.59667969
10/04/24 12:36:34 (0:00:22.26) | [1/10000] Batch 510 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1655.270, Rec. Loss: 12946.86816406 | Total Loss: 12946.86816406
10/04/24 12:36:34 (0:00:22.30) | [1/10000] Batch 511 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1792.529, Rec. Loss: 14078.54687500 | Total Loss: 14078.54687500
10/04/24 12:36:34 (0:00:22.35) | [1/10000] Batch 512 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1595.963, Rec. Loss: 12605.99218750 | Total Loss: 12605.99218750
10/04/24 12:36:34 (0:00:22.39) | [1/10000] Batch 513 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1528.659, Rec. Loss: 11951.09570312 | Total Loss: 11951.09570312
10/04/24 12:36:34 (0:00:22.43) | [1/10000] Batch 514 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1669.367, Rec. Loss: 12903.06835938 | Total Loss: 12903.06835938
10/04/24 12:36:34 (0:00:22.47) | [1/10000] Batch 515 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1726.948, Rec. Loss: 13527.42285156 | Total Loss: 13527.42285156
10/04/24 12:36:35 (0:00:22.57) | [1/10000] Batch 516 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1679.050, Rec. Loss: 13181.21386719 | Total Loss: 13181.21386719
10/04/24 12:36:35 (0:00:22.61) | [1/10000] Batch 517 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1783.636, Rec. Loss: 13963.84863281 | Total Loss: 13963.84863281
10/04/24 12:36:35 (0:00:22.65) | [1/10000] Batch 518 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1714.223, Rec. Loss: 13384.36621094 | Total Loss: 13384.36621094
10/04/24 12:36:35 (0:00:22.69) | [1/10000] Batch 519 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1759.951, Rec. Loss: 13669.25000000 | Total Loss: 13669.25000000
10/04/24 12:36:35 (0:00:22.72) | [1/10000] Batch 520 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1647.364, Rec. Loss: 12933.80371094 | Total Loss: 12933.80371094
10/04/24 12:36:35 (0:00:22.76) | [1/10000] Batch 521 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1852.140, Rec. Loss: 14538.25488281 | Total Loss: 14538.25488281
10/04/24 12:36:35 (0:00:22.80) | [1/10000] Batch 522 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1766.263, Rec. Loss: 13707.34667969 | Total Loss: 13707.34667969
10/04/24 12:36:35 (0:00:22.84) | [1/10000] Batch 523 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1829.321, Rec. Loss: 14287.96289062 | Total Loss: 14287.96289062
10/04/24 12:36:35 (0:00:22.87) | [1/10000] Batch 524 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1652.185, Rec. Loss: 12974.47363281 | Total Loss: 12974.47363281
10/04/24 12:36:35 (0:00:22.91) | [1/10000] Batch 525 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1639.776, Rec. Loss: 12950.91601562 | Total Loss: 12950.91601562
10/04/24 12:36:35 (0:00:22.95) | [1/10000] Batch 526 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1477.646, Rec. Loss: 11466.50000000 | Total Loss: 11466.50000000
10/04/24 12:36:35 (0:00:22.99) | [1/10000] Batch 527 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1668.250, Rec. Loss: 13063.83984375 | Total Loss: 13063.83984375
10/04/24 12:36:35 (0:00:23.02) | [1/10000] Batch 528 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1650.197, Rec. Loss: 12901.75878906 | Total Loss: 12901.75878906
10/04/24 12:36:35 (0:00:23.06) | [1/10000] Batch 529 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1706.586, Rec. Loss: 13280.06250000 | Total Loss: 13280.06250000
10/04/24 12:36:35 (0:00:23.10) | [1/10000] Batch 530 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1745.803, Rec. Loss: 13649.48046875 | Total Loss: 13649.48046875
10/04/24 12:36:35 (0:00:23.14) | [1/10000] Batch 531 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1712.476, Rec. Loss: 13340.76171875 | Total Loss: 13340.76171875
10/04/24 12:36:35 (0:00:23.18) | [1/10000] Batch 532 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1761.253, Rec. Loss: 13765.77929688 | Total Loss: 13765.77929688
10/04/24 12:36:35 (0:00:23.22) | [1/10000] Batch 533 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1753.811, Rec. Loss: 13787.41210938 | Total Loss: 13787.41210938
10/04/24 12:36:35 (0:00:23.25) | [1/10000] Batch 534 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1616.445, Rec. Loss: 12623.00097656 | Total Loss: 12623.00097656
10/04/24 12:36:35 (0:00:23.29) | [1/10000] Batch 535 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1596.620, Rec. Loss: 12384.00000000 | Total Loss: 12384.00000000
10/04/24 12:36:35 (0:00:23.33) | [1/10000] Batch 536 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1777.691, Rec. Loss: 13860.55957031 | Total Loss: 13860.55957031
10/04/24 12:36:35 (0:00:23.37) | [1/10000] Batch 537 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1698.408, Rec. Loss: 13421.15429688 | Total Loss: 13421.15429688
10/04/24 12:36:35 (0:00:23.40) | [1/10000] Batch 538 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1659.637, Rec. Loss: 13089.98046875 | Total Loss: 13089.98046875
10/04/24 12:36:35 (0:00:23.44) | [1/10000] Batch 539 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1798.191, Rec. Loss: 14051.86328125 | Total Loss: 14051.86328125
10/04/24 12:36:35 (0:00:23.48) | [1/10000] Batch 540 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1564.305, Rec. Loss: 12159.65429688 | Total Loss: 12159.65429688
10/04/24 12:36:35 (0:00:23.52) | [1/10000] Batch 541 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1686.421, Rec. Loss: 13129.81152344 | Total Loss: 13129.81152344
10/04/24 12:36:36 (0:00:23.56) | [1/10000] Batch 542 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1761.832, Rec. Loss: 13676.81152344 | Total Loss: 13676.81152344
10/04/24 12:36:36 (0:00:23.61) | [1/10000] Batch 543 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1736.699, Rec. Loss: 13556.31054688 | Total Loss: 13556.31054688
10/04/24 12:36:36 (0:00:23.65) | [1/10000] Batch 544 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1703.058, Rec. Loss: 13357.77343750 | Total Loss: 13357.77343750
10/04/24 12:36:36 (0:00:23.68) | [1/10000] Batch 545 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1719.896, Rec. Loss: 13480.99804688 | Total Loss: 13480.99804688
10/04/24 12:36:36 (0:00:23.72) | [1/10000] Batch 546 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 1682.469, Rec. Loss: 13207.38769531 | Total Loss: 13207.38769531
10/04/24 12:36:36 (0:00:23.77) | [1/10000] Batch 547 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1799.923, Rec. Loss: 14006.84277344 | Total Loss: 14006.84277344
10/04/24 12:36:36 (0:00:23.80) | [1/10000] Batch 548 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1636.723, Rec. Loss: 12605.03906250 | Total Loss: 12605.03906250
10/04/24 12:36:36 (0:00:23.84) | [1/10000] Batch 549 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1736.911, Rec. Loss: 13497.54101562 | Total Loss: 13497.54101562
10/04/24 12:36:36 (0:00:23.88) | [1/10000] Batch 550 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1618.802, Rec. Loss: 12546.64746094 | Total Loss: 12546.64746094
10/04/24 12:36:36 (0:00:23.93) | [1/10000] Batch 551 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1709.486, Rec. Loss: 13284.45019531 | Total Loss: 13284.45019531
10/04/24 12:36:36 (0:00:23.97) | [1/10000] Batch 552 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1856.395, Rec. Loss: 14566.42968750 | Total Loss: 14566.42968750
10/04/24 12:36:36 (0:00:24.01) | [1/10000] Batch 553 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1807.162, Rec. Loss: 14049.54785156 | Total Loss: 14049.54785156
10/04/24 12:36:36 (0:00:24.05) | [1/10000] Batch 554 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1727.650, Rec. Loss: 13482.64941406 | Total Loss: 13482.64941406
10/04/24 12:36:36 (0:00:24.09) | [1/10000] Batch 555 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1765.736, Rec. Loss: 13703.09082031 | Total Loss: 13703.09082031
10/04/24 12:36:36 (0:00:24.13) | [1/10000] Batch 556 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1811.470, Rec. Loss: 14005.85839844 | Total Loss: 14005.85839844
10/04/24 12:36:36 (0:00:24.17) | [1/10000] Batch 557 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1764.146, Rec. Loss: 13813.28613281 | Total Loss: 13813.28613281
10/04/24 12:36:36 (0:00:24.21) | [1/10000] Batch 558 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1871.363, Rec. Loss: 14543.28027344 | Total Loss: 14543.28027344
10/04/24 12:36:36 (0:00:24.24) | [1/10000] Batch 559 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1619.305, Rec. Loss: 12490.61914062 | Total Loss: 12490.61914062
10/04/24 12:36:36 (0:00:24.28) | [1/10000] Batch 560 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1832.167, Rec. Loss: 14153.00292969 | Total Loss: 14153.00292969
10/04/24 12:36:36 (0:00:24.32) | [1/10000] Batch 561 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1653.117, Rec. Loss: 12887.18261719 | Total Loss: 12887.18261719
10/04/24 12:36:36 (0:00:24.36) | [1/10000] Batch 562 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1800.660, Rec. Loss: 13949.70898438 | Total Loss: 13949.70898438
10/04/24 12:36:36 (0:00:24.40) | [1/10000] Batch 563 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1714.795, Rec. Loss: 13382.38183594 | Total Loss: 13382.38183594
10/04/24 12:36:36 (0:00:24.43) | [1/10000] Batch 564 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1594.128, Rec. Loss: 12450.71386719 | Total Loss: 12450.71386719
10/04/24 12:36:36 (0:00:24.47) | [1/10000] Batch 565 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1862.857, Rec. Loss: 14603.13183594 | Total Loss: 14603.13183594
10/04/24 12:36:36 (0:00:24.51) | [1/10000] Batch 566 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1730.838, Rec. Loss: 13385.84472656 | Total Loss: 13385.84472656
10/04/24 12:36:37 (0:00:24.55) | [1/10000] Batch 567 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1801.651, Rec. Loss: 14145.78125000 | Total Loss: 14145.78125000
10/04/24 12:36:37 (0:00:24.58) | [1/10000] Batch 568 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1760.339, Rec. Loss: 13651.58593750 | Total Loss: 13651.58593750
10/04/24 12:36:37 (0:00:24.62) | [1/10000] Batch 569 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1609.236, Rec. Loss: 12624.34082031 | Total Loss: 12624.34082031
10/04/24 12:36:37 (0:00:24.66) | [1/10000] Batch 570 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1735.204, Rec. Loss: 13479.19335938 | Total Loss: 13479.19335938
10/04/24 12:36:37 (0:00:24.70) | [1/10000] Batch 571 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1841.188, Rec. Loss: 14475.51953125 | Total Loss: 14475.51953125
10/04/24 12:36:37 (0:00:24.74) | [1/10000] Batch 572 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1612.371, Rec. Loss: 12451.74218750 | Total Loss: 12451.74218750
10/04/24 12:36:37 (0:00:24.78) | [1/10000] Batch 573 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 1775.327, Rec. Loss: 13918.95214844 | Total Loss: 13918.95214844
10/04/24 12:36:37 (0:00:24.81) | [1/10000] Batch 574 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1633.898, Rec. Loss: 12674.43261719 | Total Loss: 12674.43261719
10/04/24 12:36:37 (0:00:24.85) | [1/10000] Batch 575 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1782.652, Rec. Loss: 13884.94726562 | Total Loss: 13884.94726562
10/04/24 12:36:37 (0:00:24.89) | [1/10000] Batch 576 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1698.535, Rec. Loss: 13223.38378906 | Total Loss: 13223.38378906
10/04/24 12:36:37 (0:00:24.93) | [1/10000] Batch 577 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1614.456, Rec. Loss: 12575.93652344 | Total Loss: 12575.93652344
10/04/24 12:36:37 (0:00:24.97) | [1/10000] Batch 578 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1572.141, Rec. Loss: 12290.23339844 | Total Loss: 12290.23339844
10/04/24 12:36:37 (0:00:25.02) | [1/10000] Batch 579 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1766.666, Rec. Loss: 13666.54101562 | Total Loss: 13666.54101562
10/04/24 12:36:37 (0:00:25.06) | [1/10000] Batch 580 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1692.658, Rec. Loss: 13113.44238281 | Total Loss: 13113.44238281
10/04/24 12:36:37 (0:00:25.10) | [1/10000] Batch 581 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1698.292, Rec. Loss: 13329.20214844 | Total Loss: 13329.20214844
10/04/24 12:36:37 (0:00:25.14) | [1/10000] Batch 582 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1700.411, Rec. Loss: 13120.29492188 | Total Loss: 13120.29492188
10/04/24 12:36:37 (0:00:25.18) | [1/10000] Batch 583 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1842.927, Rec. Loss: 14286.46484375 | Total Loss: 14286.46484375
10/04/24 12:36:37 (0:00:25.21) | [1/10000] Batch 584 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1613.797, Rec. Loss: 12598.71386719 | Total Loss: 12598.71386719
10/04/24 12:36:37 (0:00:25.25) | [1/10000] Batch 585 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1682.546, Rec. Loss: 13159.23144531 | Total Loss: 13159.23144531
10/04/24 12:36:37 (0:00:25.29) | [1/10000] Batch 586 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1540.080, Rec. Loss: 12033.32714844 | Total Loss: 12033.32714844
10/04/24 12:36:37 (0:00:25.32) | [1/10000] Batch 587 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1796.982, Rec. Loss: 13978.33496094 | Total Loss: 13978.33496094
10/04/24 12:36:37 (0:00:25.36) | [1/10000] Batch 588 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 1614.604, Rec. Loss: 12450.65527344 | Total Loss: 12450.65527344
10/04/24 12:36:37 (0:00:25.40) | [1/10000] Batch 589 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 1603.697, Rec. Loss: 12508.66308594 | Total Loss: 12508.66308594
10/04/24 12:36:37 (0:00:25.44) | [1/10000] Batch 590 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1743.874, Rec. Loss: 13618.66796875 | Total Loss: 13618.66796875
10/04/24 12:36:37 (0:00:25.48) | [1/10000] Batch 591 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1801.224, Rec. Loss: 13919.45312500 | Total Loss: 13919.45312500
10/04/24 12:36:37 (0:00:25.51) | [1/10000] Batch 592 (0.004s) | LR: 1e-08 | KLW: 0, KLD (loss): 1750.250, Rec. Loss: 13558.89160156 | Total Loss: 13558.89160156
