07/24/24 09:48:18 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))

07/24/24 09:48:18 (0m 00s) | [1/15] Batch 0 (0.672s) | LR: 0.001 | KLD: 10.097, KLW: 1, Rec. Loss: 0.674 | Loss: 10.77 | Abs. Loss: 10.77
07/24/24 09:48:53 (0m 34s) | [4/15] Batch 325 (0.005s) | LR: 0.001 | KLD: 0.012, KLW: 1, Rec. Loss: 0.185 | Loss: 0.20 | Abs. Loss: 444.01
07/24/24 09:48:53 (0m 34s) | [4/15] Batch 326 (0.005s) | LR: 0.001 | KLD: 0.012, KLW: 1, Rec. Loss: 0.190 | Loss: 0.20 | Abs. Loss: 444.21
07/24/24 09:48:53 (0m 34s) | [4/15] Batch 327 (0.005s) | LR: 0.001 | KLD: 0.013, KLW: 1, Rec. Loss: 0.184 | Loss: 0.20 | Abs. Loss: 444.41
07/24/24 09:48:53 (0m 34s) | [4/15] Batch 328 (0.006s) | LR: 0.001 | KLD: 0.013, KLW: 1, Rec. Loss: 0.193 | Loss: 0.21 | Abs. Loss: 444.61
07/24/24 09:48:53 (0m 34s) | [4/15] Batch 329 (0.006s) | LR: 0.001 | KLD: 0.012, KLW: 1, Rec. Loss: 0.184 | Loss: 0.20 | Abs. Loss: 444.81
07/24/24 09:48:53 (0m 34s) | [4/15] Batch 330 (0.006s) | LR: 0.001 | KLD: 0.013, KLW: 1, Rec. Loss: 0.178 | Loss: 0.19 | Abs. Loss: 445.00
07/24/24 09:48:53 (0m 34s) | [4/15] Batch 331 (0.006s) | LR: 0.001 | KLD: 0.014, KLW: 1, Rec. Loss: 0.186 | Loss: 0.20 | Abs. Loss: 445.20
07/24/24 09:48:53 (0m 34s) | [4/15] Batch 332 (0.005s) | LR: 0.001 | KLD: 0.012, KLW: 1, Rec. Loss: 0.177 | Loss: 0.19 | Abs. Loss: 445.39
07/24/24 09:48:53 (0m 34s) | [4/15] Batch 333 (0.006s) | LR: 0.001 | KLD: 0.012, KLW: 1, Rec. Loss: 0.183 | Loss: 0.20 | Abs. Loss: 445.58
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 334 (0.005s) | LR: 0.001 | KLD: 0.013, KLW: 1, Rec. Loss: 0.186 | Loss: 0.20 | Abs. Loss: 445.78
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 335 (0.006s) | LR: 0.001 | KLD: 0.013, KLW: 1, Rec. Loss: 0.175 | Loss: 0.19 | Abs. Loss: 445.97
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 336 (0.004s) | LR: 0.001 | KLD: 0.012, KLW: 1, Rec. Loss: 0.174 | Loss: 0.19 | Abs. Loss: 446.16
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 337 (0.005s) | LR: 0.001 | KLD: 0.013, KLW: 1, Rec. Loss: 0.177 | Loss: 0.19 | Abs. Loss: 446.35
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 338 (0.006s) | LR: 0.001 | KLD: 0.011, KLW: 1, Rec. Loss: 0.183 | Loss: 0.19 | Abs. Loss: 446.54
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 339 (0.006s) | LR: 0.001 | KLD: 0.012, KLW: 1, Rec. Loss: 0.186 | Loss: 0.20 | Abs. Loss: 446.74
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 340 (0.006s) | LR: 0.001 | KLD: 0.011, KLW: 1, Rec. Loss: 0.182 | Loss: 0.19 | Abs. Loss: 446.93
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 341 (0.006s) | LR: 0.001 | KLD: 0.012, KLW: 1, Rec. Loss: 0.179 | Loss: 0.19 | Abs. Loss: 447.12
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 342 (0.004s) | LR: 0.001 | KLD: 0.012, KLW: 1, Rec. Loss: 0.176 | Loss: 0.19 | Abs. Loss: 447.31
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 343 (0.006s) | LR: 0.001 | KLD: 0.011, KLW: 1, Rec. Loss: 0.180 | Loss: 0.19 | Abs. Loss: 447.50
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 344 (0.006s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.181 | Loss: 0.19 | Abs. Loss: 447.69
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 345 (0.005s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.172 | Loss: 0.18 | Abs. Loss: 447.88
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 346 (0.005s) | LR: 0.001 | KLD: 0.011, KLW: 1, Rec. Loss: 0.173 | Loss: 0.18 | Abs. Loss: 448.06
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 347 (0.006s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.171 | Loss: 0.18 | Abs. Loss: 448.24
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 348 (0.005s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.171 | Loss: 0.18 | Abs. Loss: 448.42
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 349 (0.006s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.181 | Loss: 0.19 | Abs. Loss: 448.61
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 350 (0.006s) | LR: 0.001 | KLD: 0.011, KLW: 1, Rec. Loss: 0.174 | Loss: 0.18 | Abs. Loss: 448.80
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 351 (0.005s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.177 | Loss: 0.19 | Abs. Loss: 448.98
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 352 (0.005s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.166 | Loss: 0.18 | Abs. Loss: 449.16
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 353 (0.006s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.183 | Loss: 0.19 | Abs. Loss: 449.35
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 354 (0.005s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.179 | Loss: 0.19 | Abs. Loss: 449.54
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 355 (0.005s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.172 | Loss: 0.18 | Abs. Loss: 449.72
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 356 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.177 | Loss: 0.19 | Abs. Loss: 449.91
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 357 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.171 | Loss: 0.18 | Abs. Loss: 450.09
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 358 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.180 | Loss: 0.19 | Abs. Loss: 450.27
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 359 (0.004s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.175 | Loss: 0.18 | Abs. Loss: 450.46
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 360 (0.004s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.171 | Loss: 0.18 | Abs. Loss: 450.64
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 361 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.182 | Loss: 0.19 | Abs. Loss: 450.83
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 362 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.177 | Loss: 0.19 | Abs. Loss: 451.01
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 363 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.180 | Loss: 0.19 | Abs. Loss: 451.20
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 364 (0.004s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.179 | Loss: 0.19 | Abs. Loss: 451.39
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 365 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.182 | Loss: 0.19 | Abs. Loss: 451.58
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 366 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.174 | Loss: 0.18 | Abs. Loss: 451.76
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 367 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.168 | Loss: 0.18 | Abs. Loss: 451.94
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 368 (0.005s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.180 | Loss: 0.19 | Abs. Loss: 452.13
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 369 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.189 | Loss: 0.20 | Abs. Loss: 452.33
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 370 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.180 | Loss: 0.19 | Abs. Loss: 452.52
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 371 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.178 | Loss: 0.19 | Abs. Loss: 452.70
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 372 (0.005s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.173 | Loss: 0.18 | Abs. Loss: 452.88
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 373 (0.005s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.182 | Loss: 0.19 | Abs. Loss: 453.08
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 374 (0.006s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.176 | Loss: 0.19 | Abs. Loss: 453.26
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 375 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.171 | Loss: 0.18 | Abs. Loss: 453.44
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 376 (0.006s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.173 | Loss: 0.18 | Abs. Loss: 453.63
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 377 (0.005s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.181 | Loss: 0.19 | Abs. Loss: 453.82
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 378 (0.005s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.186 | Loss: 0.20 | Abs. Loss: 454.01
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 379 (0.006s) | LR: 0.001 | KLD: 0.011, KLW: 1, Rec. Loss: 0.183 | Loss: 0.19 | Abs. Loss: 454.21
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 380 (0.006s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.172 | Loss: 0.18 | Abs. Loss: 454.39
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 381 (0.006s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.171 | Loss: 0.18 | Abs. Loss: 454.57
07/24/24 09:48:53 (0m 35s) | [4/15] Batch 382 (0.006s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.178 | Loss: 0.19 | Abs. Loss: 454.76
07/24/24 09:48:54 (0m 35s) | [4/15] Batch 383 (0.004s) | LR: 0.001 | KLD: 0.011, KLW: 1, Rec. Loss: 0.185 | Loss: 0.20 | Abs. Loss: 454.95
07/24/24 09:48:54 (0m 35s) | [4/15] Batch 384 (0.006s) | LR: 0.001 | KLD: 0.011, KLW: 1, Rec. Loss: 0.180 | Loss: 0.19 | Abs. Loss: 455.15
07/24/24 09:48:54 (0m 35s) | [4/15] Batch 385 (0.006s) | LR: 0.001 | KLD: 0.011, KLW: 1, Rec. Loss: 0.182 | Loss: 0.19 | Abs. Loss: 455.34
07/24/24 09:48:54 (0m 35s) | [4/15] Batch 386 (0.005s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.177 | Loss: 0.19 | Abs. Loss: 455.52
07/24/24 09:48:54 (0m 35s) | [4/15] Batch 387 (0.004s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.176 | Loss: 0.19 | Abs. Loss: 455.71
07/24/24 09:48:54 (0m 35s) | [4/15] Batch 388 (0.005s) | LR: 0.001 | KLD: 0.011, KLW: 1, Rec. Loss: 0.177 | Loss: 0.19 | Abs. Loss: 455.90
07/24/24 09:48:54 (0m 35s) | [4/15] Batch 389 (0.005s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.175 | Loss: 0.19 | Abs. Loss: 456.08
07/24/24 09:48:54 (0m 35s) | [4/15] Batch 390 (0.004s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.169 | Loss: 0.18 | Abs. Loss: 456.26
07/24/24 09:48:54 (0m 35s) | [4/15] Batch 391 (0.004s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.179 | Loss: 0.19 | Abs. Loss: 456.45
07/24/24 09:48:54 (0m 35s) | [4/15] Batch 392 (0.004s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.169 | Loss: 0.18 | Abs. Loss: 456.63
07/24/24 09:48:54 (0m 35s) | [4/15] Batch 393 (0.005s) | LR: 0.001 | KLD: 0.011, KLW: 1, Rec. Loss: 0.172 | Loss: 0.18 | Abs. Loss: 456.81
07/24/24 09:48:54 (0m 35s) | [4/15] Batch 394 (0.004s) | LR: 0.001 | KLD: 0.011, KLW: 1, Rec. Loss: 0.179 | Loss: 0.19 | Abs. Loss: 457.00
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 395 (0.005s) | LR: 0.001 | KLD: 0.011, KLW: 1, Rec. Loss: 0.176 | Loss: 0.19 | Abs. Loss: 457.19
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 396 (0.004s) | LR: 0.001 | KLD: 0.011, KLW: 1, Rec. Loss: 0.175 | Loss: 0.19 | Abs. Loss: 457.38
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 397 (0.004s) | LR: 0.001 | KLD: 0.011, KLW: 1, Rec. Loss: 0.176 | Loss: 0.19 | Abs. Loss: 457.56
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 398 (0.005s) | LR: 0.001 | KLD: 0.011, KLW: 1, Rec. Loss: 0.174 | Loss: 0.18 | Abs. Loss: 457.75
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 399 (0.004s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.177 | Loss: 0.19 | Abs. Loss: 457.94
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 400 (0.003s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.169 | Loss: 0.18 | Abs. Loss: 458.11
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 401 (0.004s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.174 | Loss: 0.18 | Abs. Loss: 458.30
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 402 (0.004s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.180 | Loss: 0.19 | Abs. Loss: 458.49
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 403 (0.004s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.168 | Loss: 0.18 | Abs. Loss: 458.66
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 404 (0.005s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.166 | Loss: 0.18 | Abs. Loss: 458.84
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 405 (0.004s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.174 | Loss: 0.18 | Abs. Loss: 459.02
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 406 (0.004s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.166 | Loss: 0.18 | Abs. Loss: 459.20
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 407 (0.004s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.172 | Loss: 0.18 | Abs. Loss: 459.38
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 408 (0.004s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.177 | Loss: 0.19 | Abs. Loss: 459.57
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 409 (0.004s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.171 | Loss: 0.18 | Abs. Loss: 459.75
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 410 (0.006s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.170 | Loss: 0.18 | Abs. Loss: 459.93
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 411 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.175 | Loss: 0.18 | Abs. Loss: 460.11
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 412 (0.004s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.175 | Loss: 0.18 | Abs. Loss: 460.29
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 413 (0.005s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.178 | Loss: 0.19 | Abs. Loss: 460.48
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 414 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.177 | Loss: 0.19 | Abs. Loss: 460.67
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 415 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.183 | Loss: 0.19 | Abs. Loss: 460.86
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 416 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.168 | Loss: 0.18 | Abs. Loss: 461.03
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 417 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.170 | Loss: 0.18 | Abs. Loss: 461.21
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 418 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.168 | Loss: 0.18 | Abs. Loss: 461.39
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 419 (0.006s) | LR: 0.001 | KLD: 0.007, KLW: 1, Rec. Loss: 0.169 | Loss: 0.18 | Abs. Loss: 461.56
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 420 (0.006s) | LR: 0.001 | KLD: 0.007, KLW: 1, Rec. Loss: 0.178 | Loss: 0.19 | Abs. Loss: 461.75
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 421 (0.005s) | LR: 0.001 | KLD: 0.007, KLW: 1, Rec. Loss: 0.170 | Loss: 0.18 | Abs. Loss: 461.93
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 422 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.174 | Loss: 0.18 | Abs. Loss: 462.11
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 423 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.176 | Loss: 0.18 | Abs. Loss: 462.29
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 424 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.175 | Loss: 0.18 | Abs. Loss: 462.48
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 425 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.170 | Loss: 0.18 | Abs. Loss: 462.66
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 426 (0.004s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.167 | Loss: 0.17 | Abs. Loss: 462.83
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 427 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.178 | Loss: 0.19 | Abs. Loss: 463.02
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 428 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.176 | Loss: 0.18 | Abs. Loss: 463.20
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 429 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.179 | Loss: 0.19 | Abs. Loss: 463.39
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 430 (0.005s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.179 | Loss: 0.19 | Abs. Loss: 463.58
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 431 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.173 | Loss: 0.18 | Abs. Loss: 463.76
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 432 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.180 | Loss: 0.19 | Abs. Loss: 463.95
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 433 (0.006s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.172 | Loss: 0.18 | Abs. Loss: 464.13
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 434 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.172 | Loss: 0.18 | Abs. Loss: 464.31
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 435 (0.006s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.185 | Loss: 0.19 | Abs. Loss: 464.50
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 436 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.176 | Loss: 0.19 | Abs. Loss: 464.69
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 437 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.174 | Loss: 0.18 | Abs. Loss: 464.87
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 438 (0.005s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.168 | Loss: 0.18 | Abs. Loss: 465.05
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 439 (0.006s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.176 | Loss: 0.19 | Abs. Loss: 465.23
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 440 (0.005s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.173 | Loss: 0.18 | Abs. Loss: 465.42
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 441 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.175 | Loss: 0.18 | Abs. Loss: 465.60
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 442 (0.004s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.174 | Loss: 0.18 | Abs. Loss: 465.79
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 443 (0.006s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.179 | Loss: 0.19 | Abs. Loss: 465.98
07/24/24 09:48:54 (0m 36s) | [4/15] Batch 444 (0.005s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.177 | Loss: 0.19 | Abs. Loss: 466.16
07/24/24 09:48:55 (0m 36s) | [4/15] Batch 445 (0.005s) | LR: 0.001 | KLD: 0.011, KLW: 1, Rec. Loss: 0.178 | Loss: 0.19 | Abs. Loss: 466.35
07/24/24 09:48:55 (0m 36s) | [4/15] Batch 446 (0.006s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.167 | Loss: 0.18 | Abs. Loss: 466.53
07/24/24 09:48:55 (0m 36s) | [4/15] Batch 447 (0.004s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.171 | Loss: 0.18 | Abs. Loss: 466.71
07/24/24 09:48:55 (0m 36s) | [4/15] Batch 448 (0.006s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.167 | Loss: 0.18 | Abs. Loss: 466.88
07/24/24 09:48:55 (0m 36s) | [4/15] Batch 449 (0.006s) | LR: 0.001 | KLD: 0.011, KLW: 1, Rec. Loss: 0.169 | Loss: 0.18 | Abs. Loss: 467.07
07/24/24 09:48:55 (0m 36s) | [4/15] Batch 450 (0.004s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.161 | Loss: 0.17 | Abs. Loss: 467.23
07/24/24 09:48:55 (0m 36s) | [4/15] Batch 451 (0.006s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.175 | Loss: 0.18 | Abs. Loss: 467.42
07/24/24 09:48:55 (0m 36s) | [4/15] Batch 452 (0.005s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.176 | Loss: 0.19 | Abs. Loss: 467.60
07/24/24 09:48:55 (0m 36s) | [4/15] Batch 453 (0.005s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.174 | Loss: 0.18 | Abs. Loss: 467.79
07/24/24 09:48:55 (0m 36s) | [4/15] Batch 454 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.171 | Loss: 0.18 | Abs. Loss: 467.97
07/24/24 09:48:55 (0m 36s) | [4/15] Batch 455 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.164 | Loss: 0.17 | Abs. Loss: 468.14
07/24/24 09:48:55 (0m 37s) | [4/15] Batch 456 (0.004s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.169 | Loss: 0.18 | Abs. Loss: 468.32
07/24/24 09:48:55 (0m 37s) | [4/15] Batch 457 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.171 | Loss: 0.18 | Abs. Loss: 468.50
07/24/24 09:48:55 (0m 37s) | [4/15] Batch 458 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.171 | Loss: 0.18 | Abs. Loss: 468.68
07/24/24 09:48:55 (0m 37s) | [4/15] Batch 459 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.164 | Loss: 0.17 | Abs. Loss: 468.85
07/24/24 09:48:55 (0m 37s) | [4/15] Batch 460 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.170 | Loss: 0.18 | Abs. Loss: 469.03
