Model Parameters:  (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters:  (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters:  (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))
[07/16/24 13:33:01] (0.23s) | Epoch: 1 | Batch: 0 (0.216s) | LR: 0.001 | KL Weight: 0.1 | Loss: 55908.1171875
[07/16/24 13:34:14] (73.58s) | Epoch: 5 | Batch: 79 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9985.57421875
[07/16/24 13:34:15] (73.61s) | Epoch: 5 | Batch: 80 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10568.6103515625
[07/16/24 13:34:15] (73.64s) | Epoch: 5 | Batch: 81 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10389.802734375
[07/16/24 13:34:15] (73.67s) | Epoch: 5 | Batch: 82 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10128.6572265625
[07/16/24 13:34:15] (73.71s) | Epoch: 5 | Batch: 83 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10029.162109375
[07/16/24 13:34:15] (73.74s) | Epoch: 5 | Batch: 84 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10267.2587890625
[07/16/24 13:34:15] (73.77s) | Epoch: 5 | Batch: 85 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10643.1953125
[07/16/24 13:34:15] (73.80s) | Epoch: 5 | Batch: 86 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10511.6962890625
[07/16/24 13:34:15] (73.83s) | Epoch: 5 | Batch: 87 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10071.4931640625
[07/16/24 13:34:15] (73.86s) | Epoch: 5 | Batch: 88 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10145.3408203125
[07/16/24 13:34:15] (73.90s) | Epoch: 5 | Batch: 89 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10116.2734375
[07/16/24 13:34:15] (73.93s) | Epoch: 5 | Batch: 90 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10529.15234375
[07/16/24 13:34:15] (73.96s) | Epoch: 5 | Batch: 91 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10237.515625
[07/16/24 13:34:15] (73.99s) | Epoch: 5 | Batch: 92 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9896.45703125
[07/16/24 13:34:15] (74.03s) | Epoch: 5 | Batch: 93 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9721.1767578125
[07/16/24 13:34:15] (74.06s) | Epoch: 5 | Batch: 94 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10090.1572265625
[07/16/24 13:34:15] (74.09s) | Epoch: 5 | Batch: 95 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9681.5166015625
[07/16/24 13:34:15] (74.12s) | Epoch: 5 | Batch: 96 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10218.6650390625
[07/16/24 13:34:15] (74.15s) | Epoch: 5 | Batch: 97 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10211.3466796875
[07/16/24 13:34:15] (74.18s) | Epoch: 5 | Batch: 98 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9760.41796875
[07/16/24 13:34:15] (74.22s) | Epoch: 5 | Batch: 99 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10088.1943359375
[07/16/24 13:34:15] (74.25s) | Epoch: 5 | Batch: 100 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9774.2802734375
[07/16/24 13:34:15] (74.28s) | Epoch: 5 | Batch: 101 (0.024s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10101.125
[07/16/24 13:34:15] (74.31s) | Epoch: 5 | Batch: 102 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10272.4931640625
[07/16/24 13:34:15] (74.34s) | Epoch: 5 | Batch: 103 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10135.314453125
[07/16/24 13:34:15] (74.38s) | Epoch: 5 | Batch: 104 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10272.4697265625
[07/16/24 13:34:15] (74.41s) | Epoch: 5 | Batch: 105 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9999.4873046875
[07/16/24 13:34:15] (74.44s) | Epoch: 5 | Batch: 106 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10129.1748046875
[07/16/24 13:34:15] (74.47s) | Epoch: 5 | Batch: 107 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10909.458984375
[07/16/24 13:34:15] (74.50s) | Epoch: 5 | Batch: 108 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10744.7548828125
[07/16/24 13:34:15] (74.53s) | Epoch: 5 | Batch: 109 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10039.4580078125
[07/16/24 13:34:15] (74.57s) | Epoch: 5 | Batch: 110 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9872.9609375
[07/16/24 13:34:16] (74.60s) | Epoch: 5 | Batch: 111 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10063.29296875
[07/16/24 13:34:16] (74.63s) | Epoch: 5 | Batch: 112 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9535.9755859375
[07/16/24 13:34:16] (74.66s) | Epoch: 5 | Batch: 113 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10009.4326171875
[07/16/24 13:34:16] (74.70s) | Epoch: 5 | Batch: 114 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10019.3994140625
[07/16/24 13:34:16] (74.73s) | Epoch: 5 | Batch: 115 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9922.8203125
[07/16/24 13:34:16] (74.76s) | Epoch: 5 | Batch: 116 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10208.939453125
[07/16/24 13:34:16] (74.79s) | Epoch: 5 | Batch: 117 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10132.623046875
[07/16/24 13:34:16] (74.82s) | Epoch: 5 | Batch: 118 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10219.5
[07/16/24 13:34:16] (74.85s) | Epoch: 5 | Batch: 119 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9986.6171875
[07/16/24 13:34:16] (74.89s) | Epoch: 5 | Batch: 120 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10123.6220703125
[07/16/24 13:34:16] (74.92s) | Epoch: 5 | Batch: 121 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10286.9267578125
[07/16/24 13:34:16] (74.95s) | Epoch: 5 | Batch: 122 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10598.3505859375
[07/16/24 13:34:16] (74.98s) | Epoch: 5 | Batch: 123 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9813.806640625
[07/16/24 13:34:16] (75.01s) | Epoch: 5 | Batch: 124 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10027.9248046875
[07/16/24 13:34:16] (75.05s) | Epoch: 5 | Batch: 125 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9992.4951171875
[07/16/24 13:34:16] (75.08s) | Epoch: 5 | Batch: 126 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10442.5380859375
[07/16/24 13:34:16] (75.11s) | Epoch: 5 | Batch: 127 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10302.974609375
[07/16/24 13:34:16] (75.14s) | Epoch: 5 | Batch: 128 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10146.1201171875
[07/16/24 13:34:16] (75.17s) | Epoch: 5 | Batch: 129 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10019.6591796875
[07/16/24 13:34:16] (75.20s) | Epoch: 5 | Batch: 130 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9697.2021484375
[07/16/24 13:34:16] (75.24s) | Epoch: 5 | Batch: 131 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9648.771484375
[07/16/24 13:34:16] (75.27s) | Epoch: 5 | Batch: 132 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10207.6123046875
[07/16/24 13:34:16] (75.30s) | Epoch: 5 | Batch: 133 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9913.251953125
[07/16/24 13:34:16] (75.33s) | Epoch: 5 | Batch: 134 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9993.0205078125
[07/16/24 13:34:16] (75.37s) | Epoch: 5 | Batch: 135 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10421.2080078125
[07/16/24 13:34:16] (75.40s) | Epoch: 5 | Batch: 136 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10311.8154296875
[07/16/24 13:34:16] (75.43s) | Epoch: 5 | Batch: 137 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10602.310546875
[07/16/24 13:34:16] (75.46s) | Epoch: 5 | Batch: 138 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10787.3056640625
[07/16/24 13:34:16] (75.49s) | Epoch: 5 | Batch: 139 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10401.595703125
[07/16/24 13:34:16] (75.53s) | Epoch: 5 | Batch: 140 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9669.181640625
[07/16/24 13:34:16] (75.56s) | Epoch: 5 | Batch: 141 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10217.8251953125
[07/16/24 13:34:17] (75.59s) | Epoch: 5 | Batch: 142 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10049.5
[07/16/24 13:34:17] (75.62s) | Epoch: 5 | Batch: 143 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9940.017578125
[07/16/24 13:34:17] (75.65s) | Epoch: 5 | Batch: 144 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10008.48828125
[07/16/24 13:34:17] (75.68s) | Epoch: 5 | Batch: 145 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10045.5732421875
[07/16/24 13:34:17] (75.72s) | Epoch: 5 | Batch: 146 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10131.7431640625
[07/16/24 13:34:17] (75.75s) | Epoch: 5 | Batch: 147 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10383.7822265625
[07/16/24 13:34:17] (75.78s) | Epoch: 5 | Batch: 148 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10398.5771484375
[07/16/24 13:34:17] (75.81s) | Epoch: 5 | Batch: 149 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10110.939453125
[07/16/24 13:34:17] (75.84s) | Epoch: 5 | Batch: 150 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10378.3076171875
[07/16/24 13:34:17] (75.88s) | Epoch: 5 | Batch: 151 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10094.7978515625
[07/16/24 13:34:17] (75.91s) | Epoch: 5 | Batch: 152 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10227.537109375
[07/16/24 13:34:17] (75.94s) | Epoch: 5 | Batch: 153 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10540.208984375
[07/16/24 13:34:17] (75.97s) | Epoch: 5 | Batch: 154 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9771.6064453125
[07/16/24 13:34:17] (76.00s) | Epoch: 5 | Batch: 155 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9905.95703125
[07/16/24 13:34:17] (76.04s) | Epoch: 5 | Batch: 156 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10049.5908203125
[07/16/24 13:34:17] (76.07s) | Epoch: 5 | Batch: 157 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9992.87109375
[07/16/24 13:34:17] (76.10s) | Epoch: 5 | Batch: 158 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10029.083984375
[07/16/24 13:34:17] (76.13s) | Epoch: 5 | Batch: 159 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10016.7255859375
[07/16/24 13:34:17] (76.16s) | Epoch: 5 | Batch: 160 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9797.8837890625
[07/16/24 13:34:17] (76.20s) | Epoch: 5 | Batch: 161 (0.026s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10021.51953125
[07/16/24 13:34:17] (76.23s) | Epoch: 5 | Batch: 162 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10313.45703125
[07/16/24 13:34:17] (76.26s) | Epoch: 5 | Batch: 163 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10381.505859375
[07/16/24 13:34:17] (76.30s) | Epoch: 5 | Batch: 164 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10333.5478515625
[07/16/24 13:34:17] (76.33s) | Epoch: 5 | Batch: 165 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10274.8017578125
[07/16/24 13:34:17] (76.36s) | Epoch: 5 | Batch: 166 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9821.7958984375
[07/16/24 13:34:17] (76.40s) | Epoch: 5 | Batch: 167 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10018.166015625
[07/16/24 13:34:17] (76.43s) | Epoch: 5 | Batch: 168 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10553.52734375
[07/16/24 13:34:17] (76.46s) | Epoch: 5 | Batch: 169 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10292.15625
[07/16/24 13:34:17] (76.49s) | Epoch: 5 | Batch: 170 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9925.8291015625
[07/16/24 13:34:17] (76.53s) | Epoch: 5 | Batch: 171 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10600.390625
[07/16/24 13:34:17] (76.56s) | Epoch: 5 | Batch: 172 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9891.349609375
[07/16/24 13:34:18] (76.59s) | Epoch: 5 | Batch: 173 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10758.9912109375
[07/16/24 13:34:18] (76.62s) | Epoch: 5 | Batch: 174 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10736.0810546875
[07/16/24 13:34:18] (76.65s) | Epoch: 5 | Batch: 175 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10168.712890625
[07/16/24 13:34:18] (76.68s) | Epoch: 5 | Batch: 176 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9902.6884765625
[07/16/24 13:34:18] (76.72s) | Epoch: 5 | Batch: 177 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10117.3271484375
[07/16/24 13:34:18] (76.75s) | Epoch: 5 | Batch: 178 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10749.43359375
[07/16/24 13:34:18] (76.78s) | Epoch: 5 | Batch: 179 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10383.126953125
[07/16/24 13:34:18] (76.81s) | Epoch: 5 | Batch: 180 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10000.3935546875
[07/16/24 13:34:18] (76.85s) | Epoch: 5 | Batch: 181 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10084.5849609375
[07/16/24 13:34:18] (76.88s) | Epoch: 5 | Batch: 182 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10459.2919921875
[07/16/24 13:34:18] (76.91s) | Epoch: 5 | Batch: 183 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10229.8154296875
[07/16/24 13:34:18] (76.94s) | Epoch: 5 | Batch: 184 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9610.0537109375
[07/16/24 13:34:18] (76.97s) | Epoch: 5 | Batch: 185 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10475.8203125
[07/16/24 13:34:18] (77.00s) | Epoch: 5 | Batch: 186 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10376.203125
[07/16/24 13:34:18] (77.04s) | Epoch: 5 | Batch: 187 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10007.6201171875
[07/16/24 13:34:18] (77.07s) | Epoch: 5 | Batch: 188 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10530.6083984375
[07/16/24 13:34:18] (77.10s) | Epoch: 5 | Batch: 189 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9888.412109375
[07/16/24 13:34:18] (77.13s) | Epoch: 5 | Batch: 190 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9841.1650390625
[07/16/24 13:34:18] (77.17s) | Epoch: 5 | Batch: 191 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10625.0380859375
[07/16/24 13:34:18] (77.20s) | Epoch: 5 | Batch: 192 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9794.787109375
[07/16/24 13:34:18] (77.23s) | Epoch: 5 | Batch: 193 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9829.4716796875
[07/16/24 13:34:18] (77.26s) | Epoch: 5 | Batch: 194 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9891.2177734375
[07/16/24 13:34:18] (77.29s) | Epoch: 5 | Batch: 195 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9502.208984375
[07/16/24 13:34:18] (77.33s) | Epoch: 5 | Batch: 196 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9762.255859375
[07/16/24 13:34:18] (77.36s) | Epoch: 5 | Batch: 197 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9806.888671875
[07/16/24 13:34:18] (77.39s) | Epoch: 5 | Batch: 198 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10126.7158203125
[07/16/24 13:34:18] (77.42s) | Epoch: 5 | Batch: 199 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10539.0751953125
[07/16/24 13:34:18] (77.45s) | Epoch: 5 | Batch: 200 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9161.400390625
[07/16/24 13:34:18] (77.49s) | Epoch: 5 | Batch: 201 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10302.193359375
[07/16/24 13:34:18] (77.52s) | Epoch: 5 | Batch: 202 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9761.7080078125
[07/16/24 13:34:18] (77.55s) | Epoch: 5 | Batch: 203 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10182.9296875
[07/16/24 13:34:18] (77.58s) | Epoch: 5 | Batch: 204 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9893.96484375
[07/16/24 13:34:19] (77.61s) | Epoch: 5 | Batch: 205 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10264.3818359375
[07/16/24 13:34:19] (77.65s) | Epoch: 5 | Batch: 206 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9927.03125
[07/16/24 13:34:19] (77.68s) | Epoch: 5 | Batch: 207 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10307.48828125
[07/16/24 13:34:19] (77.71s) | Epoch: 5 | Batch: 208 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10355.603515625
[07/16/24 13:34:19] (77.74s) | Epoch: 5 | Batch: 209 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10230.1474609375
[07/16/24 13:34:19] (77.78s) | Epoch: 5 | Batch: 210 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10474.2197265625
[07/16/24 13:34:19] (77.81s) | Epoch: 5 | Batch: 211 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10136.84765625
[07/16/24 13:34:19] (77.84s) | Epoch: 5 | Batch: 212 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10228.0234375
[07/16/24 13:34:19] (77.87s) | Epoch: 5 | Batch: 213 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9832.916015625
[07/16/24 13:34:19] (77.90s) | Epoch: 5 | Batch: 214 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10269.357421875
[07/16/24 13:34:19] (77.93s) | Epoch: 5 | Batch: 215 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10251.9921875
[07/16/24 13:34:19] (77.97s) | Epoch: 5 | Batch: 216 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10248.52734375
[07/16/24 13:34:19] (78.00s) | Epoch: 5 | Batch: 217 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10338.431640625
[07/16/24 13:34:19] (78.03s) | Epoch: 5 | Batch: 218 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10257.744140625
[07/16/24 13:34:19] (78.06s) | Epoch: 5 | Batch: 219 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10222.62890625
[07/16/24 13:34:19] (78.10s) | Epoch: 5 | Batch: 220 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10343.6484375
[07/16/24 13:34:19] (78.13s) | Epoch: 5 | Batch: 221 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9549.19921875
[07/16/24 13:34:19] (78.16s) | Epoch: 5 | Batch: 222 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10081.435546875
[07/16/24 13:34:19] (78.19s) | Epoch: 5 | Batch: 223 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10439.755859375
[07/16/24 13:34:19] (78.22s) | Epoch: 5 | Batch: 224 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10496.818359375
[07/16/24 13:34:19] (78.25s) | Epoch: 5 | Batch: 225 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10211.9599609375
[07/16/24 13:34:19] (78.29s) | Epoch: 5 | Batch: 226 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9802.86328125
[07/16/24 13:34:19] (78.32s) | Epoch: 5 | Batch: 227 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9932.1904296875
[07/16/24 13:34:19] (78.35s) | Epoch: 5 | Batch: 228 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10312.7998046875
[07/16/24 13:34:19] (78.38s) | Epoch: 5 | Batch: 229 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9798.1025390625
[07/16/24 13:34:19] (78.42s) | Epoch: 5 | Batch: 230 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9697.015625
[07/16/24 13:34:19] (78.45s) | Epoch: 5 | Batch: 231 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9758.775390625
[07/16/24 13:34:19] (78.48s) | Epoch: 5 | Batch: 232 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10054.3662109375
[07/16/24 13:34:19] (78.51s) | Epoch: 5 | Batch: 233 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9918.56640625
[07/16/24 13:34:19] (78.54s) | Epoch: 5 | Batch: 234 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10491.404296875
[07/16/24 13:34:19] (78.58s) | Epoch: 5 | Batch: 235 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10496.8427734375
[07/16/24 13:34:20] (78.61s) | Epoch: 5 | Batch: 236 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9797.7626953125
[07/16/24 13:34:20] (78.64s) | Epoch: 5 | Batch: 237 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9739.7236328125
[07/16/24 13:34:20] (78.67s) | Epoch: 5 | Batch: 238 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10438.986328125
[07/16/24 13:34:20] (78.70s) | Epoch: 5 | Batch: 239 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10253.232421875
[07/16/24 13:34:20] (78.74s) | Epoch: 5 | Batch: 240 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10372.7705078125
[07/16/24 13:34:20] (78.77s) | Epoch: 5 | Batch: 241 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10154.84375
[07/16/24 13:34:20] (78.80s) | Epoch: 5 | Batch: 242 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10122.3203125
[07/16/24 13:34:20] (78.83s) | Epoch: 5 | Batch: 243 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9386.4873046875
[07/16/24 13:34:20] (78.86s) | Epoch: 5 | Batch: 244 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10451.759765625
[07/16/24 13:34:20] (78.90s) | Epoch: 5 | Batch: 245 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9985.8369140625
[07/16/24 13:34:20] (78.93s) | Epoch: 5 | Batch: 246 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10052.74609375
[07/16/24 13:34:20] (78.96s) | Epoch: 5 | Batch: 247 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9825.2578125
[07/16/24 13:34:20] (78.99s) | Epoch: 5 | Batch: 248 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9856.9697265625
[07/16/24 13:34:20] (79.03s) | Epoch: 5 | Batch: 249 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10559.44140625
[07/16/24 13:34:20] (79.06s) | Epoch: 5 | Batch: 250 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10461.8125
[07/16/24 13:34:20] (79.09s) | Epoch: 5 | Batch: 251 (0.020s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10017.7509765625
[07/16/24 13:34:20] (79.12s) | Epoch: 5 | Batch: 252 (0.023s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10021.3974609375
[07/16/24 13:34:20] (79.15s) | Epoch: 5 | Batch: 253 (0.019s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10000.423828125
[07/16/24 13:34:20] (79.18s) | Epoch: 5 | Batch: 254 (0.022s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10054.0634765625
[07/16/24 13:34:20] (79.22s) | Epoch: 5 | Batch: 255 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10778.1015625
[07/16/24 13:34:20] (79.25s) | Epoch: 5 | Batch: 256 (0.021s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10286.54296875
