08/08/24 17:03:48 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))

08/08/24 17:03:49 (0m 00s) | [1/8] Batch 0 (0.703s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 54627.113 | Loss: 54627.57 | Abs. Loss: 54627.57
08/08/24 17:03:55 (0m 06s) | [1/8] Batch 331 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11283.272 | Loss: 11314.24 | Abs. Loss: 5232639.63
08/08/24 17:03:55 (0m 06s) | [1/8] Batch 332 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10872.588 | Loss: 10900.86 | Abs. Loss: 5243540.49
08/08/24 17:03:55 (0m 06s) | [1/8] Batch 333 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11417.464 | Loss: 11449.86 | Abs. Loss: 5254990.35
08/08/24 17:03:55 (0m 06s) | [1/8] Batch 334 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11265.551 | Loss: 11295.83 | Abs. Loss: 5266286.18
08/08/24 17:03:55 (0m 06s) | [1/8] Batch 335 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11749.885 | Loss: 11780.10 | Abs. Loss: 5278066.28
08/08/24 17:03:55 (0m 06s) | [1/8] Batch 336 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11538.113 | Loss: 11566.46 | Abs. Loss: 5289632.74
08/08/24 17:03:55 (0m 06s) | [1/8] Batch 337 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11713.049 | Loss: 11742.36 | Abs. Loss: 5301375.10
08/08/24 17:03:55 (0m 07s) | [1/8] Batch 338 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11735.998 | Loss: 11764.26 | Abs. Loss: 5313139.36
08/08/24 17:03:55 (0m 07s) | [1/8] Batch 339 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10965.705 | Loss: 10993.09 | Abs. Loss: 5324132.45
08/08/24 17:03:55 (0m 07s) | [1/8] Batch 340 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11529.257 | Loss: 11558.84 | Abs. Loss: 5335691.29
08/08/24 17:03:55 (0m 07s) | [1/8] Batch 341 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 12050.723 | Loss: 12079.30 | Abs. Loss: 5347770.59
08/08/24 17:03:55 (0m 07s) | [1/8] Batch 342 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11639.883 | Loss: 11669.70 | Abs. Loss: 5359440.29
08/08/24 17:03:55 (0m 07s) | [1/8] Batch 343 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11780.389 | Loss: 11808.48 | Abs. Loss: 5371248.77
08/08/24 17:03:55 (0m 07s) | [1/8] Batch 344 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10438.699 | Loss: 10466.49 | Abs. Loss: 5381715.26
08/08/24 17:03:55 (0m 07s) | [1/8] Batch 345 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11121.926 | Loss: 11148.92 | Abs. Loss: 5392864.18
08/08/24 17:03:55 (0m 07s) | [1/8] Batch 346 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11076.842 | Loss: 11105.32 | Abs. Loss: 5403969.50
08/08/24 17:03:55 (0m 07s) | [1/8] Batch 347 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11731.353 | Loss: 11760.16 | Abs. Loss: 5415729.66
08/08/24 17:03:55 (0m 07s) | [1/8] Batch 348 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11581.167 | Loss: 11607.95 | Abs. Loss: 5427337.61
08/08/24 17:03:55 (0m 07s) | [1/8] Batch 349 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10769.325 | Loss: 10796.09 | Abs. Loss: 5438133.70
08/08/24 17:03:55 (0m 07s) | [1/8] Batch 350 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11585.488 | Loss: 11613.57 | Abs. Loss: 5449747.27
08/08/24 17:03:55 (0m 07s) | [1/8] Batch 351 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10691.842 | Loss: 10718.25 | Abs. Loss: 5460465.53
08/08/24 17:03:55 (0m 07s) | [1/8] Batch 352 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11319.093 | Loss: 11346.52 | Abs. Loss: 5471812.04
08/08/24 17:03:55 (0m 07s) | [1/8] Batch 353 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10706.590 | Loss: 10734.87 | Abs. Loss: 5482546.92
08/08/24 17:03:55 (0m 07s) | [1/8] Batch 354 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11045.070 | Loss: 11074.29 | Abs. Loss: 5493621.21
08/08/24 17:03:55 (0m 07s) | [1/8] Batch 355 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11308.461 | Loss: 11337.47 | Abs. Loss: 5504958.68
08/08/24 17:03:55 (0m 07s) | [1/8] Batch 356 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11354.293 | Loss: 11379.10 | Abs. Loss: 5516337.78
08/08/24 17:03:55 (0m 07s) | [1/8] Batch 357 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11127.883 | Loss: 11156.00 | Abs. Loss: 5527493.78
08/08/24 17:03:55 (0m 07s) | [1/8] Batch 358 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11495.790 | Loss: 11524.58 | Abs. Loss: 5539018.35
08/08/24 17:03:55 (0m 07s) | [1/8] Batch 359 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10787.172 | Loss: 10814.32 | Abs. Loss: 5549832.68
08/08/24 17:03:55 (0m 07s) | [1/8] Batch 360 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10796.204 | Loss: 10821.70 | Abs. Loss: 5560654.38
08/08/24 17:03:55 (0m 07s) | [1/8] Batch 361 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11804.579 | Loss: 11832.48 | Abs. Loss: 5572486.86
08/08/24 17:03:55 (0m 07s) | [1/8] Batch 362 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11381.296 | Loss: 11410.40 | Abs. Loss: 5583897.26
08/08/24 17:03:55 (0m 07s) | [1/8] Batch 363 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10895.184 | Loss: 10922.48 | Abs. Loss: 5594819.74
08/08/24 17:03:55 (0m 07s) | [1/8] Batch 364 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10927.933 | Loss: 10954.03 | Abs. Loss: 5605773.78
08/08/24 17:03:55 (0m 07s) | [1/8] Batch 365 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11240.373 | Loss: 11267.41 | Abs. Loss: 5617041.18
08/08/24 17:03:55 (0m 07s) | [1/8] Batch 366 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11289.611 | Loss: 11318.45 | Abs. Loss: 5628359.63
08/08/24 17:03:55 (0m 07s) | [1/8] Batch 367 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10949.752 | Loss: 10977.42 | Abs. Loss: 5639337.05
08/08/24 17:03:55 (0m 07s) | [1/8] Batch 368 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11129.890 | Loss: 11156.80 | Abs. Loss: 5650493.85
08/08/24 17:03:56 (0m 07s) | [1/8] Batch 369 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10983.432 | Loss: 11013.59 | Abs. Loss: 5661507.44
08/08/24 17:03:56 (0m 07s) | [1/8] Batch 370 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11250.379 | Loss: 11278.72 | Abs. Loss: 5672786.17
08/08/24 17:03:56 (0m 07s) | [1/8] Batch 371 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11629.215 | Loss: 11657.22 | Abs. Loss: 5684443.39
08/08/24 17:03:56 (0m 07s) | [1/8] Batch 372 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11193.101 | Loss: 11221.25 | Abs. Loss: 5695664.63
08/08/24 17:03:56 (0m 07s) | [1/8] Batch 373 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10848.002 | Loss: 10877.41 | Abs. Loss: 5706542.05
08/08/24 17:03:56 (0m 07s) | [1/8] Batch 374 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10867.748 | Loss: 10899.17 | Abs. Loss: 5717441.21
08/08/24 17:03:56 (0m 07s) | [1/8] Batch 375 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11979.891 | Loss: 12008.60 | Abs. Loss: 5729449.81
08/08/24 17:03:56 (0m 07s) | [1/8] Batch 376 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11665.757 | Loss: 11695.61 | Abs. Loss: 5741145.42
08/08/24 17:03:56 (0m 07s) | [1/8] Batch 377 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11441.458 | Loss: 11469.97 | Abs. Loss: 5752615.40
08/08/24 17:03:56 (0m 07s) | [1/8] Batch 378 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11574.101 | Loss: 11601.95 | Abs. Loss: 5764217.35
08/08/24 17:03:56 (0m 07s) | [1/8] Batch 379 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11292.025 | Loss: 11318.06 | Abs. Loss: 5775535.41
08/08/24 17:03:56 (0m 07s) | [1/8] Batch 380 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11067.740 | Loss: 11096.79 | Abs. Loss: 5786632.20
08/08/24 17:03:56 (0m 07s) | [1/8] Batch 381 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11748.419 | Loss: 11774.86 | Abs. Loss: 5798407.06
08/08/24 17:03:56 (0m 07s) | [1/8] Batch 382 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11250.670 | Loss: 11276.82 | Abs. Loss: 5809683.88
08/08/24 17:03:56 (0m 07s) | [1/8] Batch 383 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11010.029 | Loss: 11038.56 | Abs. Loss: 5820722.44
08/08/24 17:03:56 (0m 07s) | [1/8] Batch 384 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10910.572 | Loss: 10936.80 | Abs. Loss: 5831659.24
08/08/24 17:03:56 (0m 07s) | [1/8] Batch 385 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10795.875 | Loss: 10823.85 | Abs. Loss: 5842483.09
08/08/24 17:03:56 (0m 07s) | [1/8] Batch 386 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10885.300 | Loss: 10915.26 | Abs. Loss: 5853398.36
08/08/24 17:03:56 (0m 07s) | [1/8] Batch 387 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11497.208 | Loss: 11524.60 | Abs. Loss: 5864922.96
08/08/24 17:03:56 (0m 07s) | [1/8] Batch 388 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10957.744 | Loss: 10986.77 | Abs. Loss: 5875909.73
08/08/24 17:03:56 (0m 07s) | [1/8] Batch 389 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10886.193 | Loss: 10915.84 | Abs. Loss: 5886825.57
08/08/24 17:03:56 (0m 07s) | [1/8] Batch 390 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10261.447 | Loss: 10289.23 | Abs. Loss: 5897114.80
08/08/24 17:03:56 (0m 07s) | [1/8] Batch 391 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11189.588 | Loss: 11217.26 | Abs. Loss: 5908332.06
08/08/24 17:03:56 (0m 07s) | [1/8] Batch 392 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10219.838 | Loss: 10247.97 | Abs. Loss: 5918580.03
08/08/24 17:03:56 (0m 07s) | [1/8] Batch 393 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10920.701 | Loss: 10950.42 | Abs. Loss: 5929530.45
08/08/24 17:03:56 (0m 07s) | [1/8] Batch 394 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10831.814 | Loss: 10861.16 | Abs. Loss: 5940391.60
08/08/24 17:03:56 (0m 07s) | [1/8] Batch 395 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11057.781 | Loss: 11085.42 | Abs. Loss: 5951477.02
08/08/24 17:03:56 (0m 07s) | [1/8] Batch 396 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10652.259 | Loss: 10681.32 | Abs. Loss: 5962158.34
08/08/24 17:03:56 (0m 07s) | [1/8] Batch 397 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10991.490 | Loss: 11022.34 | Abs. Loss: 5973180.68
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 398 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11002.795 | Loss: 11033.29 | Abs. Loss: 5984213.96
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 399 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11272.658 | Loss: 11299.85 | Abs. Loss: 5995513.82
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 400 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11125.949 | Loss: 11151.68 | Abs. Loss: 6006665.50
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 401 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10633.646 | Loss: 10660.78 | Abs. Loss: 6017326.28
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 402 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11481.086 | Loss: 11509.02 | Abs. Loss: 6028835.30
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 403 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11187.268 | Loss: 11214.48 | Abs. Loss: 6040049.77
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 404 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10839.068 | Loss: 10865.91 | Abs. Loss: 6050915.69
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 405 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10541.996 | Loss: 10570.10 | Abs. Loss: 6061485.78
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 406 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11039.621 | Loss: 11069.54 | Abs. Loss: 6072555.33
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 407 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11354.792 | Loss: 11381.17 | Abs. Loss: 6083936.50
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 408 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11043.279 | Loss: 11075.15 | Abs. Loss: 6095011.65
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 409 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10628.163 | Loss: 10656.90 | Abs. Loss: 6105668.54
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 410 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10555.590 | Loss: 10584.11 | Abs. Loss: 6116252.65
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 411 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10853.478 | Loss: 10880.90 | Abs. Loss: 6127133.56
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 412 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10993.080 | Loss: 11026.01 | Abs. Loss: 6138159.56
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 413 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10953.717 | Loss: 10984.52 | Abs. Loss: 6149144.08
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 414 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11163.477 | Loss: 11191.29 | Abs. Loss: 6160335.36
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 415 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11177.777 | Loss: 11203.74 | Abs. Loss: 6171539.11
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 416 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10518.207 | Loss: 10546.40 | Abs. Loss: 6182085.51
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 417 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10945.572 | Loss: 10975.21 | Abs. Loss: 6193060.72
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 418 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11429.189 | Loss: 11457.40 | Abs. Loss: 6204518.12
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 419 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10527.008 | Loss: 10554.21 | Abs. Loss: 6215072.33
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 420 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11188.504 | Loss: 11216.19 | Abs. Loss: 6226288.52
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 421 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10429.176 | Loss: 10456.59 | Abs. Loss: 6236745.11
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 422 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11609.044 | Loss: 11635.92 | Abs. Loss: 6248381.04
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 423 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10648.646 | Loss: 10674.33 | Abs. Loss: 6259055.37
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 424 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10541.649 | Loss: 10570.04 | Abs. Loss: 6269625.41
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 425 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10805.621 | Loss: 10834.80 | Abs. Loss: 6280460.21
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 426 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10145.343 | Loss: 10171.41 | Abs. Loss: 6290631.62
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 427 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10125.678 | Loss: 10152.22 | Abs. Loss: 6300783.84
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 428 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10742.896 | Loss: 10770.81 | Abs. Loss: 6311554.65
08/08/24 17:03:56 (0m 08s) | [1/8] Batch 429 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11320.544 | Loss: 11352.83 | Abs. Loss: 6322907.48
08/08/24 17:03:57 (0m 08s) | [1/8] Batch 430 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11231.362 | Loss: 11259.71 | Abs. Loss: 6334167.19
08/08/24 17:03:57 (0m 08s) | [1/8] Batch 431 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11050.835 | Loss: 11078.96 | Abs. Loss: 6345246.15
08/08/24 17:03:57 (0m 08s) | [1/8] Batch 432 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10999.066 | Loss: 11029.12 | Abs. Loss: 6356275.26
08/08/24 17:03:57 (0m 08s) | [1/8] Batch 433 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10144.304 | Loss: 10171.76 | Abs. Loss: 6366447.03
08/08/24 17:03:57 (0m 08s) | [1/8] Batch 434 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10634.967 | Loss: 10661.38 | Abs. Loss: 6377108.41
08/08/24 17:03:57 (0m 08s) | [1/8] Batch 435 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10406.793 | Loss: 10435.26 | Abs. Loss: 6387543.67
08/08/24 17:03:57 (0m 08s) | [1/8] Batch 436 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10231.439 | Loss: 10257.52 | Abs. Loss: 6397801.19
08/08/24 17:03:57 (0m 08s) | [1/8] Batch 437 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10587.366 | Loss: 10615.77 | Abs. Loss: 6408416.96
08/08/24 17:03:57 (0m 08s) | [1/8] Batch 438 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10414.872 | Loss: 10443.17 | Abs. Loss: 6418860.13
08/08/24 17:03:57 (0m 08s) | [1/8] Batch 439 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11048.496 | Loss: 11075.61 | Abs. Loss: 6429935.74
08/08/24 17:03:57 (0m 08s) | [1/8] Batch 440 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11396.832 | Loss: 11425.04 | Abs. Loss: 6441360.79
08/08/24 17:03:57 (0m 08s) | [1/8] Batch 441 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10232.518 | Loss: 10259.84 | Abs. Loss: 6451620.62
08/08/24 17:03:57 (0m 08s) | [1/8] Batch 442 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11256.898 | Loss: 11285.96 | Abs. Loss: 6462906.59
08/08/24 17:03:57 (0m 08s) | [1/8] Batch 443 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10401.402 | Loss: 10430.11 | Abs. Loss: 6473336.70
08/08/24 17:03:57 (0m 08s) | [1/8] Batch 444 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10550.347 | Loss: 10578.99 | Abs. Loss: 6483915.69
08/08/24 17:03:57 (0m 08s) | [1/8] Batch 445 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10645.753 | Loss: 10673.41 | Abs. Loss: 6494589.09
08/08/24 17:03:57 (0m 08s) | [1/8] Batch 446 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10196.377 | Loss: 10223.56 | Abs. Loss: 6504812.66
08/08/24 17:03:57 (0m 08s) | [1/8] Batch 447 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 11290.230 | Loss: 11318.88 | Abs. Loss: 6516131.54
08/08/24 17:03:57 (0m 08s) | [1/8] Batch 448 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10549.561 | Loss: 10576.15 | Abs. Loss: 6526707.69
08/08/24 17:03:57 (0m 08s) | [1/8] Batch 449 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10157.166 | Loss: 10184.44 | Abs. Loss: 6536892.12
08/08/24 17:03:57 (0m 08s) | [1/8] Batch 450 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10967.600 | Loss: 10998.67 | Abs. Loss: 6547890.79
08/08/24 17:03:57 (0m 08s) | [1/8] Batch 451 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10134.072 | Loss: 10163.63 | Abs. Loss: 6558054.42
08/08/24 17:03:57 (0m 08s) | [1/8] Batch 452 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10409.310 | Loss: 10435.46 | Abs. Loss: 6568489.88
08/08/24 17:03:57 (0m 08s) | [1/8] Batch 453 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10900.104 | Loss: 10929.99 | Abs. Loss: 6579419.87
08/08/24 17:03:57 (0m 08s) | [1/8] Batch 454 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10094.764 | Loss: 10123.89 | Abs. Loss: 6589543.77
08/08/24 17:03:57 (0m 08s) | [1/8] Batch 455 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10549.092 | Loss: 10577.48 | Abs. Loss: 6600121.25
08/08/24 17:03:57 (0m 08s) | [1/8] Batch 456 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10601.180 | Loss: 10631.32 | Abs. Loss: 6610752.57
08/08/24 17:03:57 (0m 08s) | [1/8] Batch 457 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10302.510 | Loss: 10329.73 | Abs. Loss: 6621082.30
08/08/24 17:03:57 (0m 08s) | [1/8] Batch 458 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10530.211 | Loss: 10555.13 | Abs. Loss: 6631637.43
08/08/24 17:03:57 (0m 09s) | [1/8] Batch 459 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10516.838 | Loss: 10543.65 | Abs. Loss: 6642181.08
08/08/24 17:03:57 (0m 09s) | [1/8] Batch 460 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10658.805 | Loss: 10687.34 | Abs. Loss: 6652868.42
08/08/24 17:03:57 (0m 09s) | [1/8] Batch 461 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10877.896 | Loss: 10903.98 | Abs. Loss: 6663772.40
08/08/24 17:03:57 (0m 09s) | [1/8] Batch 462 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10770.535 | Loss: 10797.53 | Abs. Loss: 6674569.93
08/08/24 17:03:57 (0m 09s) | [1/8] Batch 463 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10343.165 | Loss: 10370.75 | Abs. Loss: 6684940.68
08/08/24 17:03:57 (0m 09s) | [1/8] Batch 464 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10568.150 | Loss: 10594.27 | Abs. Loss: 6695534.95
08/08/24 17:03:57 (0m 09s) | [1/8] Batch 465 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10481.192 | Loss: 10507.33 | Abs. Loss: 6706042.28
08/08/24 17:03:57 (0m 09s) | [1/8] Batch 466 (0.006s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10063.340 | Loss: 10088.86 | Abs. Loss: 6716131.14
08/08/24 17:03:57 (0m 09s) | [1/8] Batch 467 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10999.312 | Loss: 11029.42 | Abs. Loss: 6727160.56
08/08/24 17:03:57 (0m 09s) | [1/8] Batch 468 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10238.303 | Loss: 10265.93 | Abs. Loss: 6737426.50
08/08/24 17:03:57 (0m 09s) | [1/8] Batch 469 (0.005s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10336.480 | Loss: 10362.35 | Abs. Loss: 6747788.84
08/08/24 17:03:57 (0m 09s) | [1/8] Batch 470 (0.004s) | LR: 0.001 | KLW: 0.1, Rec. Loss: 10843.551 | Loss: 10868.89 | Abs. Loss: 6758657.73
