10/04/24 12:55:59 Textual logger initiated. Now configuring tensorboard writer.
10/04/24 12:55:59 Tensorboard writers created. Tensorboard logs will be saved to "./Training Logs/10-04-24__12-55-59/tensorboard".
10/04/24 12:55:59 Starting Tensorboard thread...
10/04/24 12:56:02 Tensorboard is ready at http://localhost:6006/.
10/04/24 12:56:02 Continuing to training script...
10/04/24 12:56:05 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))

10/04/24 12:56:05 Train Loader Image Data Size: (28, 28)
10/04/24 12:56:06 (0:00:00.95) | [1/10000] Batch 0 (0.919s) | LR: 1e-08 | KLW: 0, KLD (loss): 2519.546, Rec. Loss: 14252.80957031 | Total Loss: 14252.80957031
10/04/24 12:56:49 (0:00:43.40) | [1/10000] Batch 1155 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2235.276, Rec. Loss: 12002.23828125 | Total Loss: 12002.23828125
10/04/24 12:56:49 (0:00:43.44) | [1/10000] Batch 1156 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2519.214, Rec. Loss: 13419.32324219 | Total Loss: 13419.32324219
10/04/24 12:56:49 (0:00:43.47) | [1/10000] Batch 1157 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2674.327, Rec. Loss: 14303.70410156 | Total Loss: 14303.70410156
10/04/24 12:56:49 (0:00:43.51) | [1/10000] Batch 1158 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2399.201, Rec. Loss: 12927.88964844 | Total Loss: 12927.88964844
10/04/24 12:56:49 (0:00:43.54) | [1/10000] Batch 1159 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2328.093, Rec. Loss: 12359.27148438 | Total Loss: 12359.27148438
10/04/24 12:56:49 (0:00:43.58) | [1/10000] Batch 1160 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2511.658, Rec. Loss: 13494.38867188 | Total Loss: 13494.38867188
10/04/24 12:56:49 (0:00:43.61) | [1/10000] Batch 1161 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2334.372, Rec. Loss: 12512.14941406 | Total Loss: 12512.14941406
10/04/24 12:56:49 (0:00:43.65) | [1/10000] Batch 1162 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2621.530, Rec. Loss: 14031.36621094 | Total Loss: 14031.36621094
10/04/24 12:56:49 (0:00:43.69) | [1/10000] Batch 1163 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2458.642, Rec. Loss: 13110.57714844 | Total Loss: 13110.57714844
10/04/24 12:56:49 (0:00:43.72) | [1/10000] Batch 1164 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2364.542, Rec. Loss: 12628.56542969 | Total Loss: 12628.56542969
10/04/24 12:56:49 (0:00:43.76) | [1/10000] Batch 1165 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2151.387, Rec. Loss: 11368.29882812 | Total Loss: 11368.29882812
10/04/24 12:56:49 (0:00:43.79) | [1/10000] Batch 1166 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2643.412, Rec. Loss: 13980.61718750 | Total Loss: 13980.61718750
10/04/24 12:56:49 (0:00:43.83) | [1/10000] Batch 1167 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2479.267, Rec. Loss: 13219.84472656 | Total Loss: 13219.84472656
10/04/24 12:56:49 (0:00:43.86) | [1/10000] Batch 1168 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2553.482, Rec. Loss: 13507.09375000 | Total Loss: 13507.09375000
10/04/24 12:56:49 (0:00:43.90) | [1/10000] Batch 1169 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2537.898, Rec. Loss: 13527.27343750 | Total Loss: 13527.27343750
10/04/24 12:56:49 (0:00:43.93) | [1/10000] Batch 1170 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2469.391, Rec. Loss: 13206.67578125 | Total Loss: 13206.67578125
10/04/24 12:56:49 (0:00:43.97) | [1/10000] Batch 1171 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2493.859, Rec. Loss: 13263.81835938 | Total Loss: 13263.81835938
10/04/24 12:56:49 (0:00:44.00) | [1/10000] Batch 1172 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2709.895, Rec. Loss: 14531.17871094 | Total Loss: 14531.17871094
10/04/24 12:56:49 (0:00:44.04) | [1/10000] Batch 1173 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2383.318, Rec. Loss: 12634.28710938 | Total Loss: 12634.28710938
10/04/24 12:56:49 (0:00:44.07) | [1/10000] Batch 1174 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2610.877, Rec. Loss: 13894.08496094 | Total Loss: 13894.08496094
10/04/24 12:56:49 (0:00:44.11) | [1/10000] Batch 1175 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2498.420, Rec. Loss: 13222.86230469 | Total Loss: 13222.86230469
10/04/24 12:56:49 (0:00:44.14) | [1/10000] Batch 1176 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2613.155, Rec. Loss: 13840.91601562 | Total Loss: 13840.91601562
10/04/24 12:56:49 (0:00:44.18) | [1/10000] Batch 1177 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2671.004, Rec. Loss: 14264.50585938 | Total Loss: 14264.50585938
10/04/24 12:56:50 (0:00:44.21) | [1/10000] Batch 1178 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2686.452, Rec. Loss: 14301.51953125 | Total Loss: 14301.51953125
10/04/24 12:56:50 (0:00:44.25) | [1/10000] Batch 1179 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2414.235, Rec. Loss: 12840.34082031 | Total Loss: 12840.34082031
10/04/24 12:56:50 (0:00:44.28) | [1/10000] Batch 1180 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2427.280, Rec. Loss: 12823.42285156 | Total Loss: 12823.42285156
10/04/24 12:56:50 (0:00:44.32) | [1/10000] Batch 1181 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2655.429, Rec. Loss: 14164.67773438 | Total Loss: 14164.67773438
10/04/24 12:56:50 (0:00:44.35) | [1/10000] Batch 1182 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2638.424, Rec. Loss: 14051.59179688 | Total Loss: 14051.59179688
10/04/24 12:56:50 (0:00:44.39) | [1/10000] Batch 1183 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2594.696, Rec. Loss: 13948.40136719 | Total Loss: 13948.40136719
10/04/24 12:56:50 (0:00:44.42) | [1/10000] Batch 1184 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2355.735, Rec. Loss: 12575.67089844 | Total Loss: 12575.67089844
10/04/24 12:56:50 (0:00:44.46) | [1/10000] Batch 1185 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2732.388, Rec. Loss: 14599.22265625 | Total Loss: 14599.22265625
10/04/24 12:56:50 (0:00:44.49) | [1/10000] Batch 1186 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2473.830, Rec. Loss: 13093.20117188 | Total Loss: 13093.20117188
10/04/24 12:56:50 (0:00:44.53) | [1/10000] Batch 1187 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2472.425, Rec. Loss: 13139.21289062 | Total Loss: 13139.21289062
10/04/24 12:56:50 (0:00:44.56) | [1/10000] Batch 1188 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2305.542, Rec. Loss: 12178.52929688 | Total Loss: 12178.52929688
10/04/24 12:56:50 (0:00:44.60) | [1/10000] Batch 1189 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2884.056, Rec. Loss: 15205.41015625 | Total Loss: 15205.41015625
10/04/24 12:56:50 (0:00:44.64) | [1/10000] Batch 1190 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2670.892, Rec. Loss: 14149.20507812 | Total Loss: 14149.20507812
10/04/24 12:56:50 (0:00:44.67) | [1/10000] Batch 1191 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2465.635, Rec. Loss: 13292.88476562 | Total Loss: 13292.88476562
10/04/24 12:56:50 (0:00:44.71) | [1/10000] Batch 1192 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2707.162, Rec. Loss: 14440.27246094 | Total Loss: 14440.27246094
10/04/24 12:56:50 (0:00:44.74) | [1/10000] Batch 1193 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2520.407, Rec. Loss: 13350.84863281 | Total Loss: 13350.84863281
10/04/24 12:56:50 (0:00:44.78) | [1/10000] Batch 1194 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2309.550, Rec. Loss: 12274.10742188 | Total Loss: 12274.10742188
10/04/24 12:56:50 (0:00:44.81) | [1/10000] Batch 1195 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2587.607, Rec. Loss: 13632.13378906 | Total Loss: 13632.13378906
10/04/24 12:56:50 (0:00:44.85) | [1/10000] Batch 1196 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2655.342, Rec. Loss: 14106.21093750 | Total Loss: 14106.21093750
10/04/24 12:56:50 (0:00:44.88) | [1/10000] Batch 1197 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2629.769, Rec. Loss: 13960.11132812 | Total Loss: 13960.11132812
10/04/24 12:56:50 (0:00:44.92) | [1/10000] Batch 1198 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2410.108, Rec. Loss: 12727.64746094 | Total Loss: 12727.64746094
10/04/24 12:56:50 (0:00:44.95) | [1/10000] Batch 1199 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2630.531, Rec. Loss: 13887.39941406 | Total Loss: 13887.39941406
10/04/24 12:56:50 (0:00:44.99) | [1/10000] Batch 1200 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2666.736, Rec. Loss: 14097.32226562 | Total Loss: 14097.32226562
10/04/24 12:56:50 (0:00:45.03) | [1/10000] Batch 1201 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2579.502, Rec. Loss: 13707.88574219 | Total Loss: 13707.88574219
10/04/24 12:56:50 (0:00:45.06) | [1/10000] Batch 1202 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2461.043, Rec. Loss: 12921.79492188 | Total Loss: 12921.79492188
10/04/24 12:56:50 (0:00:45.10) | [1/10000] Batch 1203 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2505.826, Rec. Loss: 13215.28710938 | Total Loss: 13215.28710938
10/04/24 12:56:50 (0:00:45.13) | [1/10000] Batch 1204 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2434.593, Rec. Loss: 12807.05566406 | Total Loss: 12807.05566406
10/04/24 12:56:50 (0:00:45.17) | [1/10000] Batch 1205 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 2427.627, Rec. Loss: 12701.71386719 | Total Loss: 12701.71386719
10/04/24 12:56:51 (0:00:45.20) | [1/10000] Batch 1206 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2592.274, Rec. Loss: 13773.67968750 | Total Loss: 13773.67968750
10/04/24 12:56:51 (0:00:45.24) | [1/10000] Batch 1207 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2611.632, Rec. Loss: 13814.60253906 | Total Loss: 13814.60253906
10/04/24 12:56:51 (0:00:45.27) | [1/10000] Batch 1208 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2441.377, Rec. Loss: 13006.26464844 | Total Loss: 13006.26464844
10/04/24 12:56:51 (0:00:45.31) | [1/10000] Batch 1209 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2679.543, Rec. Loss: 14111.32421875 | Total Loss: 14111.32421875
10/04/24 12:56:51 (0:00:45.34) | [1/10000] Batch 1210 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2432.939, Rec. Loss: 12888.98730469 | Total Loss: 12888.98730469
10/04/24 12:56:51 (0:00:45.38) | [1/10000] Batch 1211 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2714.323, Rec. Loss: 14319.42187500 | Total Loss: 14319.42187500
10/04/24 12:56:51 (0:00:45.41) | [1/10000] Batch 1212 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2486.498, Rec. Loss: 13030.05761719 | Total Loss: 13030.05761719
10/04/24 12:56:51 (0:00:45.45) | [1/10000] Batch 1213 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2351.059, Rec. Loss: 12368.54980469 | Total Loss: 12368.54980469
10/04/24 12:56:51 (0:00:45.48) | [1/10000] Batch 1214 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2739.892, Rec. Loss: 14549.73730469 | Total Loss: 14549.73730469
10/04/24 12:56:51 (0:00:45.52) | [1/10000] Batch 1215 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2629.875, Rec. Loss: 13981.06738281 | Total Loss: 13981.06738281
10/04/24 12:56:51 (0:00:45.55) | [1/10000] Batch 1216 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2566.031, Rec. Loss: 13546.44531250 | Total Loss: 13546.44531250
10/04/24 12:56:51 (0:00:45.59) | [1/10000] Batch 1217 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2492.629, Rec. Loss: 13225.13183594 | Total Loss: 13225.13183594
10/04/24 12:56:51 (0:00:45.62) | [1/10000] Batch 1218 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2667.840, Rec. Loss: 14093.18066406 | Total Loss: 14093.18066406
10/04/24 12:56:51 (0:00:45.66) | [1/10000] Batch 1219 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2407.109, Rec. Loss: 12682.47363281 | Total Loss: 12682.47363281
10/04/24 12:56:51 (0:00:45.70) | [1/10000] Batch 1220 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2540.135, Rec. Loss: 13372.88183594 | Total Loss: 13372.88183594
10/04/24 12:56:51 (0:00:45.73) | [1/10000] Batch 1221 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2582.497, Rec. Loss: 13659.38281250 | Total Loss: 13659.38281250
10/04/24 12:56:51 (0:00:45.77) | [1/10000] Batch 1222 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2590.952, Rec. Loss: 13717.03808594 | Total Loss: 13717.03808594
10/04/24 12:56:51 (0:00:45.80) | [1/10000] Batch 1223 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2716.068, Rec. Loss: 14349.76660156 | Total Loss: 14349.76660156
10/04/24 12:56:51 (0:00:45.84) | [1/10000] Batch 1224 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2788.224, Rec. Loss: 14688.65625000 | Total Loss: 14688.65625000
10/04/24 12:56:51 (0:00:45.88) | [1/10000] Batch 1225 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2709.134, Rec. Loss: 14237.53125000 | Total Loss: 14237.53125000
10/04/24 12:56:51 (0:00:45.91) | [1/10000] Batch 1226 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2657.392, Rec. Loss: 14043.57519531 | Total Loss: 14043.57519531
10/04/24 12:56:51 (0:00:45.95) | [1/10000] Batch 1227 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2478.773, Rec. Loss: 13069.00878906 | Total Loss: 13069.00878906
10/04/24 12:56:51 (0:00:45.98) | [1/10000] Batch 1228 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2538.143, Rec. Loss: 13431.50488281 | Total Loss: 13431.50488281
10/04/24 12:56:51 (0:00:46.02) | [1/10000] Batch 1229 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2336.892, Rec. Loss: 12326.05371094 | Total Loss: 12326.05371094
10/04/24 12:56:51 (0:00:46.06) | [1/10000] Batch 1230 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2477.615, Rec. Loss: 12894.67773438 | Total Loss: 12894.67773438
10/04/24 12:56:51 (0:00:46.09) | [1/10000] Batch 1231 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2454.761, Rec. Loss: 12859.34179688 | Total Loss: 12859.34179688
10/04/24 12:56:51 (0:00:46.13) | [1/10000] Batch 1232 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2379.363, Rec. Loss: 12556.69726562 | Total Loss: 12556.69726562
10/04/24 12:56:51 (0:00:46.16) | [1/10000] Batch 1233 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2374.590, Rec. Loss: 12547.98730469 | Total Loss: 12547.98730469
10/04/24 12:56:52 (0:00:46.20) | [1/10000] Batch 1234 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2536.556, Rec. Loss: 13310.01660156 | Total Loss: 13310.01660156
10/04/24 12:56:52 (0:00:46.23) | [1/10000] Batch 1235 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 2573.548, Rec. Loss: 13525.89160156 | Total Loss: 13525.89160156
10/04/24 12:56:52 (0:00:46.27) | [1/10000] Batch 1236 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2759.360, Rec. Loss: 14511.24121094 | Total Loss: 14511.24121094
10/04/24 12:56:52 (0:00:46.31) | [1/10000] Batch 1237 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2592.979, Rec. Loss: 13669.21093750 | Total Loss: 13669.21093750
10/04/24 12:56:52 (0:00:46.34) | [1/10000] Batch 1238 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2646.226, Rec. Loss: 13909.66015625 | Total Loss: 13909.66015625
10/04/24 12:56:52 (0:00:46.38) | [1/10000] Batch 1239 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2719.805, Rec. Loss: 14328.02734375 | Total Loss: 14328.02734375
10/04/24 12:56:52 (0:00:46.41) | [1/10000] Batch 1240 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2671.900, Rec. Loss: 14072.27441406 | Total Loss: 14072.27441406
10/04/24 12:56:52 (0:00:46.45) | [1/10000] Batch 1241 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2430.041, Rec. Loss: 12767.42871094 | Total Loss: 12767.42871094
10/04/24 12:56:52 (0:00:46.49) | [1/10000] Batch 1242 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2699.109, Rec. Loss: 14208.34765625 | Total Loss: 14208.34765625
10/04/24 12:56:52 (0:00:46.52) | [1/10000] Batch 1243 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2520.758, Rec. Loss: 13380.91894531 | Total Loss: 13380.91894531
10/04/24 12:56:52 (0:00:46.56) | [1/10000] Batch 1244 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2629.682, Rec. Loss: 13762.14062500 | Total Loss: 13762.14062500
10/04/24 12:56:52 (0:00:46.59) | [1/10000] Batch 1245 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2714.058, Rec. Loss: 14094.77832031 | Total Loss: 14094.77832031
10/04/24 12:56:52 (0:00:46.63) | [1/10000] Batch 1246 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2475.642, Rec. Loss: 13151.39550781 | Total Loss: 13151.39550781
10/04/24 12:56:52 (0:00:46.67) | [1/10000] Batch 1247 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2625.305, Rec. Loss: 13774.29394531 | Total Loss: 13774.29394531
10/04/24 12:56:52 (0:00:46.70) | [1/10000] Batch 1248 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2719.787, Rec. Loss: 14269.10644531 | Total Loss: 14269.10644531
10/04/24 12:56:53 (0:00:47.75) | [1/10000] Batch 1249 (1.015s) | LR: 1e-08 | KLW: 0, KLD (loss): 2568.416, Rec. Loss: 13376.45117188 | Total Loss: 13376.45117188
10/04/24 12:56:53 (0:00:47.78) | [1/10000] Batch 1250 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2588.071, Rec. Loss: 13629.12304688 | Total Loss: 13629.12304688
10/04/24 12:56:53 (0:00:47.82) | [1/10000] Batch 1251 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2765.978, Rec. Loss: 14392.09667969 | Total Loss: 14392.09667969
10/04/24 12:56:53 (0:00:47.86) | [1/10000] Batch 1252 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2558.050, Rec. Loss: 13426.67187500 | Total Loss: 13426.67187500
10/04/24 12:56:53 (0:00:47.89) | [1/10000] Batch 1253 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2513.602, Rec. Loss: 13096.44921875 | Total Loss: 13096.44921875
10/04/24 12:56:53 (0:00:47.93) | [1/10000] Batch 1254 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2694.696, Rec. Loss: 14183.71875000 | Total Loss: 14183.71875000
10/04/24 12:56:53 (0:00:47.97) | [1/10000] Batch 1255 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2550.363, Rec. Loss: 13415.45019531 | Total Loss: 13415.45019531
10/04/24 12:56:53 (0:00:48.00) | [1/10000] Batch 1256 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2500.788, Rec. Loss: 13303.52050781 | Total Loss: 13303.52050781
10/04/24 12:56:53 (0:00:48.04) | [1/10000] Batch 1257 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2365.298, Rec. Loss: 12452.36230469 | Total Loss: 12452.36230469
10/04/24 12:56:53 (0:00:48.07) | [1/10000] Batch 1258 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2641.793, Rec. Loss: 13966.62500000 | Total Loss: 13966.62500000
10/04/24 12:56:53 (0:00:48.11) | [1/10000] Batch 1259 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2476.044, Rec. Loss: 12882.41308594 | Total Loss: 12882.41308594
10/04/24 12:56:53 (0:00:48.15) | [1/10000] Batch 1260 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2571.238, Rec. Loss: 13414.36523438 | Total Loss: 13414.36523438
10/04/24 12:56:53 (0:00:48.18) | [1/10000] Batch 1261 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2417.890, Rec. Loss: 12780.54199219 | Total Loss: 12780.54199219
10/04/24 12:56:54 (0:00:48.22) | [1/10000] Batch 1262 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2524.902, Rec. Loss: 13254.20507812 | Total Loss: 13254.20507812
10/04/24 12:56:54 (0:00:48.25) | [1/10000] Batch 1263 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2414.092, Rec. Loss: 12690.97265625 | Total Loss: 12690.97265625
10/04/24 12:56:54 (0:00:48.29) | [1/10000] Batch 1264 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2625.573, Rec. Loss: 13670.07421875 | Total Loss: 13670.07421875
10/04/24 12:56:54 (0:00:48.32) | [1/10000] Batch 1265 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2630.013, Rec. Loss: 13753.32617188 | Total Loss: 13753.32617188
10/04/24 12:56:54 (0:00:48.36) | [1/10000] Batch 1266 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2517.203, Rec. Loss: 13114.36230469 | Total Loss: 13114.36230469
10/04/24 12:56:54 (0:00:48.39) | [1/10000] Batch 1267 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2723.635, Rec. Loss: 14226.41503906 | Total Loss: 14226.41503906
10/04/24 12:56:54 (0:00:48.43) | [1/10000] Batch 1268 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2459.488, Rec. Loss: 12813.40429688 | Total Loss: 12813.40429688
10/04/24 12:56:54 (0:00:48.47) | [1/10000] Batch 1269 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2526.660, Rec. Loss: 13251.33886719 | Total Loss: 13251.33886719
10/04/24 12:56:54 (0:00:48.50) | [1/10000] Batch 1270 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2337.219, Rec. Loss: 12105.52929688 | Total Loss: 12105.52929688
10/04/24 12:56:54 (0:00:48.54) | [1/10000] Batch 1271 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2589.976, Rec. Loss: 13618.94140625 | Total Loss: 13618.94140625
10/04/24 12:56:54 (0:00:48.57) | [1/10000] Batch 1272 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2326.213, Rec. Loss: 12270.34082031 | Total Loss: 12270.34082031
10/04/24 12:56:54 (0:00:48.61) | [1/10000] Batch 1273 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2667.547, Rec. Loss: 14051.46484375 | Total Loss: 14051.46484375
10/04/24 12:56:54 (0:00:48.64) | [1/10000] Batch 1274 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2511.342, Rec. Loss: 13154.74121094 | Total Loss: 13154.74121094
10/04/24 12:56:54 (0:00:48.68) | [1/10000] Batch 1275 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2564.295, Rec. Loss: 13376.63867188 | Total Loss: 13376.63867188
10/04/24 12:56:54 (0:00:48.72) | [1/10000] Batch 1276 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2427.726, Rec. Loss: 12699.90722656 | Total Loss: 12699.90722656
10/04/24 12:56:54 (0:00:48.75) | [1/10000] Batch 1277 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2626.575, Rec. Loss: 13651.52148438 | Total Loss: 13651.52148438
10/04/24 12:56:54 (0:00:48.79) | [1/10000] Batch 1278 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2536.696, Rec. Loss: 13106.15722656 | Total Loss: 13106.15722656
10/04/24 12:56:54 (0:00:48.82) | [1/10000] Batch 1279 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2545.628, Rec. Loss: 13317.26171875 | Total Loss: 13317.26171875
10/04/24 12:56:54 (0:00:48.86) | [1/10000] Batch 1280 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2639.817, Rec. Loss: 13770.50585938 | Total Loss: 13770.50585938
10/04/24 12:56:54 (0:00:48.90) | [1/10000] Batch 1281 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2476.172, Rec. Loss: 12997.23632812 | Total Loss: 12997.23632812
10/04/24 12:56:54 (0:00:48.93) | [1/10000] Batch 1282 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2502.709, Rec. Loss: 13109.57421875 | Total Loss: 13109.57421875
10/04/24 12:56:54 (0:00:48.97) | [1/10000] Batch 1283 (0.005s) | LR: 1e-08 | KLW: 0, KLD (loss): 2604.266, Rec. Loss: 13583.05761719 | Total Loss: 13583.05761719
10/04/24 12:56:54 (0:00:49.00) | [1/10000] Batch 1284 (0.006s) | LR: 1e-08 | KLW: 0, KLD (loss): 2484.174, Rec. Loss: 12878.82910156 | Total Loss: 12878.82910156
