07/24/24 12:01:36 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))

07/24/24 12:01:37 (0m 00s) | [1/15] Batch 0 (0.686s) | LR: 0.001 | KLD: 3.086, KLW: 0, Rec. Loss: 0.701 | Loss: 0.70 | Abs. Loss: 0.70
07/24/24 12:01:47 Checkpoint saved for epoch 1.
07/24/24 12:01:47 (0m 10s) | [2/15] Batch 0 (0.005s) | LR: 0.001 | KLD: 674.633, KLW: 0, Rec. Loss: 0.158 | Loss: 0.16 | Abs. Loss: 109.11
07/24/24 12:01:47 (0m 10s) | [2/15] Batch 1 (0.004s) | LR: 0.001 | KLD: 679.595, KLW: 0, Rec. Loss: 0.153 | Loss: 0.15 | Abs. Loss: 109.27
07/24/24 12:01:47 (0m 10s) | [2/15] Batch 2 (0.004s) | LR: 0.001 | KLD: 693.100, KLW: 0, Rec. Loss: 0.155 | Loss: 0.16 | Abs. Loss: 109.42
07/24/24 12:01:47 (0m 10s) | [2/15] Batch 3 (0.004s) | LR: 0.001 | KLD: 618.218, KLW: 0, Rec. Loss: 0.145 | Loss: 0.15 | Abs. Loss: 109.57
07/24/24 12:01:47 (0m 10s) | [2/15] Batch 4 (0.004s) | LR: 0.001 | KLD: 694.501, KLW: 0, Rec. Loss: 0.156 | Loss: 0.16 | Abs. Loss: 109.72
07/24/24 12:01:47 (0m 10s) | [2/15] Batch 5 (0.005s) | LR: 0.001 | KLD: 725.591, KLW: 0, Rec. Loss: 0.155 | Loss: 0.16 | Abs. Loss: 109.88
07/24/24 12:01:47 (0m 10s) | [2/15] Batch 6 (0.004s) | LR: 0.001 | KLD: 685.197, KLW: 0, Rec. Loss: 0.144 | Loss: 0.14 | Abs. Loss: 110.02
07/24/24 12:01:47 (0m 10s) | [2/15] Batch 7 (0.005s) | LR: 0.001 | KLD: 679.635, KLW: 0, Rec. Loss: 0.154 | Loss: 0.15 | Abs. Loss: 110.18
07/24/24 12:01:47 (0m 10s) | [2/15] Batch 8 (0.004s) | LR: 0.001 | KLD: 686.433, KLW: 0, Rec. Loss: 0.150 | Loss: 0.15 | Abs. Loss: 110.33
07/24/24 12:01:47 (0m 10s) | [2/15] Batch 9 (0.004s) | LR: 0.001 | KLD: 757.836, KLW: 0, Rec. Loss: 0.159 | Loss: 0.16 | Abs. Loss: 110.49
07/24/24 12:01:47 (0m 10s) | [2/15] Batch 10 (0.004s) | LR: 0.001 | KLD: 732.673, KLW: 0, Rec. Loss: 0.162 | Loss: 0.16 | Abs. Loss: 110.65
07/24/24 12:01:47 (0m 10s) | [2/15] Batch 11 (0.004s) | LR: 0.001 | KLD: 720.780, KLW: 0, Rec. Loss: 0.154 | Loss: 0.15 | Abs. Loss: 110.80
07/24/24 12:01:47 (0m 10s) | [2/15] Batch 12 (0.006s) | LR: 0.001 | KLD: 708.669, KLW: 0, Rec. Loss: 0.162 | Loss: 0.16 | Abs. Loss: 110.96
07/24/24 12:01:47 (0m 10s) | [2/15] Batch 13 (0.006s) | LR: 0.001 | KLD: 717.544, KLW: 0, Rec. Loss: 0.157 | Loss: 0.16 | Abs. Loss: 111.12
07/24/24 12:01:47 (0m 10s) | [2/15] Batch 14 (0.005s) | LR: 0.001 | KLD: 694.479, KLW: 0, Rec. Loss: 0.148 | Loss: 0.15 | Abs. Loss: 111.27
07/24/24 12:01:47 (0m 10s) | [2/15] Batch 15 (0.006s) | LR: 0.001 | KLD: 689.629, KLW: 0, Rec. Loss: 0.162 | Loss: 0.16 | Abs. Loss: 111.43
07/24/24 12:01:47 (0m 10s) | [2/15] Batch 16 (0.005s) | LR: 0.001 | KLD: 656.535, KLW: 0, Rec. Loss: 0.149 | Loss: 0.15 | Abs. Loss: 111.58
07/24/24 12:01:47 (0m 10s) | [2/15] Batch 17 (0.006s) | LR: 0.001 | KLD: 642.850, KLW: 0, Rec. Loss: 0.164 | Loss: 0.16 | Abs. Loss: 111.74
07/24/24 12:01:47 (0m 11s) | [2/15] Batch 18 (0.006s) | LR: 0.001 | KLD: 694.617, KLW: 0, Rec. Loss: 0.157 | Loss: 0.16 | Abs. Loss: 111.90
07/24/24 12:01:47 (0m 11s) | [2/15] Batch 19 (0.006s) | LR: 0.001 | KLD: 759.714, KLW: 0, Rec. Loss: 0.157 | Loss: 0.16 | Abs. Loss: 112.06
07/24/24 12:01:47 (0m 11s) | [2/15] Batch 20 (0.005s) | LR: 0.001 | KLD: 673.914, KLW: 0, Rec. Loss: 0.150 | Loss: 0.15 | Abs. Loss: 112.21
07/24/24 12:01:47 (0m 11s) | [2/15] Batch 21 (0.004s) | LR: 0.001 | KLD: 704.436, KLW: 0, Rec. Loss: 0.149 | Loss: 0.15 | Abs. Loss: 112.36
07/24/24 12:01:47 (0m 11s) | [2/15] Batch 22 (0.006s) | LR: 0.001 | KLD: 660.878, KLW: 0, Rec. Loss: 0.151 | Loss: 0.15 | Abs. Loss: 112.51
07/24/24 12:01:47 (0m 11s) | [2/15] Batch 23 (0.006s) | LR: 0.001 | KLD: 729.747, KLW: 0, Rec. Loss: 0.161 | Loss: 0.16 | Abs. Loss: 112.67
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 24 (0.006s) | LR: 0.001 | KLD: 722.057, KLW: 0, Rec. Loss: 0.147 | Loss: 0.15 | Abs. Loss: 112.82
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 25 (0.006s) | LR: 0.001 | KLD: 690.857, KLW: 0, Rec. Loss: 0.154 | Loss: 0.15 | Abs. Loss: 112.97
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 26 (0.005s) | LR: 0.001 | KLD: 705.649, KLW: 0, Rec. Loss: 0.155 | Loss: 0.15 | Abs. Loss: 113.13
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 27 (0.005s) | LR: 0.001 | KLD: 737.252, KLW: 0, Rec. Loss: 0.151 | Loss: 0.15 | Abs. Loss: 113.28
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 28 (0.005s) | LR: 0.001 | KLD: 645.813, KLW: 0, Rec. Loss: 0.155 | Loss: 0.16 | Abs. Loss: 113.43
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 29 (0.006s) | LR: 0.001 | KLD: 793.782, KLW: 0, Rec. Loss: 0.165 | Loss: 0.16 | Abs. Loss: 113.60
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 30 (0.006s) | LR: 0.001 | KLD: 740.118, KLW: 0, Rec. Loss: 0.156 | Loss: 0.16 | Abs. Loss: 113.75
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 31 (0.004s) | LR: 0.001 | KLD: 792.123, KLW: 0, Rec. Loss: 0.154 | Loss: 0.15 | Abs. Loss: 113.91
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 32 (0.006s) | LR: 0.001 | KLD: 699.687, KLW: 0, Rec. Loss: 0.152 | Loss: 0.15 | Abs. Loss: 114.06
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 33 (0.006s) | LR: 0.001 | KLD: 728.825, KLW: 0, Rec. Loss: 0.145 | Loss: 0.14 | Abs. Loss: 114.20
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 34 (0.006s) | LR: 0.001 | KLD: 753.193, KLW: 0, Rec. Loss: 0.158 | Loss: 0.16 | Abs. Loss: 114.36
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 35 (0.004s) | LR: 0.001 | KLD: 702.956, KLW: 0, Rec. Loss: 0.152 | Loss: 0.15 | Abs. Loss: 114.51
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 36 (0.006s) | LR: 0.001 | KLD: 615.064, KLW: 0, Rec. Loss: 0.155 | Loss: 0.16 | Abs. Loss: 114.67
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 37 (0.006s) | LR: 0.001 | KLD: 670.552, KLW: 0, Rec. Loss: 0.146 | Loss: 0.15 | Abs. Loss: 114.82
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 38 (0.005s) | LR: 0.001 | KLD: 688.234, KLW: 0, Rec. Loss: 0.145 | Loss: 0.15 | Abs. Loss: 114.96
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 39 (0.006s) | LR: 0.001 | KLD: 735.591, KLW: 0, Rec. Loss: 0.163 | Loss: 0.16 | Abs. Loss: 115.12
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 40 (0.005s) | LR: 0.001 | KLD: 665.658, KLW: 0, Rec. Loss: 0.151 | Loss: 0.15 | Abs. Loss: 115.27
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 41 (0.004s) | LR: 0.001 | KLD: 701.913, KLW: 0, Rec. Loss: 0.145 | Loss: 0.15 | Abs. Loss: 115.42
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 42 (0.006s) | LR: 0.001 | KLD: 672.670, KLW: 0, Rec. Loss: 0.153 | Loss: 0.15 | Abs. Loss: 115.57
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 43 (0.006s) | LR: 0.001 | KLD: 633.591, KLW: 0, Rec. Loss: 0.150 | Loss: 0.15 | Abs. Loss: 115.72
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 44 (0.006s) | LR: 0.001 | KLD: 707.532, KLW: 0, Rec. Loss: 0.149 | Loss: 0.15 | Abs. Loss: 115.87
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 45 (0.006s) | LR: 0.001 | KLD: 680.620, KLW: 0, Rec. Loss: 0.154 | Loss: 0.15 | Abs. Loss: 116.02
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 46 (0.005s) | LR: 0.001 | KLD: 674.060, KLW: 0, Rec. Loss: 0.163 | Loss: 0.16 | Abs. Loss: 116.19
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 47 (0.006s) | LR: 0.001 | KLD: 691.468, KLW: 0, Rec. Loss: 0.153 | Loss: 0.15 | Abs. Loss: 116.34
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 48 (0.006s) | LR: 0.001 | KLD: 704.763, KLW: 0, Rec. Loss: 0.147 | Loss: 0.15 | Abs. Loss: 116.49
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 49 (0.005s) | LR: 0.001 | KLD: 667.777, KLW: 0, Rec. Loss: 0.150 | Loss: 0.15 | Abs. Loss: 116.64
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 50 (0.004s) | LR: 0.001 | KLD: 712.662, KLW: 0, Rec. Loss: 0.159 | Loss: 0.16 | Abs. Loss: 116.80
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 51 (0.005s) | LR: 0.001 | KLD: 674.228, KLW: 0, Rec. Loss: 0.153 | Loss: 0.15 | Abs. Loss: 116.95
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 52 (0.005s) | LR: 0.001 | KLD: 732.816, KLW: 0, Rec. Loss: 0.160 | Loss: 0.16 | Abs. Loss: 117.11
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 53 (0.006s) | LR: 0.001 | KLD: 587.890, KLW: 0, Rec. Loss: 0.149 | Loss: 0.15 | Abs. Loss: 117.26
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 54 (0.006s) | LR: 0.001 | KLD: 629.818, KLW: 0, Rec. Loss: 0.157 | Loss: 0.16 | Abs. Loss: 117.42
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 55 (0.006s) | LR: 0.001 | KLD: 655.272, KLW: 0, Rec. Loss: 0.156 | Loss: 0.16 | Abs. Loss: 117.57
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 56 (0.005s) | LR: 0.001 | KLD: 623.977, KLW: 0, Rec. Loss: 0.151 | Loss: 0.15 | Abs. Loss: 117.72
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 57 (0.005s) | LR: 0.001 | KLD: 633.132, KLW: 0, Rec. Loss: 0.147 | Loss: 0.15 | Abs. Loss: 117.87
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 58 (0.006s) | LR: 0.001 | KLD: 625.642, KLW: 0, Rec. Loss: 0.142 | Loss: 0.14 | Abs. Loss: 118.01
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 59 (0.005s) | LR: 0.001 | KLD: 663.132, KLW: 0, Rec. Loss: 0.154 | Loss: 0.15 | Abs. Loss: 118.17
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 60 (0.006s) | LR: 0.001 | KLD: 687.379, KLW: 0, Rec. Loss: 0.154 | Loss: 0.15 | Abs. Loss: 118.32
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 61 (0.005s) | LR: 0.001 | KLD: 655.661, KLW: 0, Rec. Loss: 0.150 | Loss: 0.15 | Abs. Loss: 118.47
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 62 (0.005s) | LR: 0.001 | KLD: 669.956, KLW: 0, Rec. Loss: 0.150 | Loss: 0.15 | Abs. Loss: 118.62
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 63 (0.005s) | LR: 0.001 | KLD: 718.323, KLW: 0, Rec. Loss: 0.156 | Loss: 0.16 | Abs. Loss: 118.78
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 64 (0.005s) | LR: 0.001 | KLD: 622.233, KLW: 0, Rec. Loss: 0.149 | Loss: 0.15 | Abs. Loss: 118.92
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 65 (0.005s) | LR: 0.001 | KLD: 682.257, KLW: 0, Rec. Loss: 0.147 | Loss: 0.15 | Abs. Loss: 119.07
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 66 (0.006s) | LR: 0.001 | KLD: 608.363, KLW: 0, Rec. Loss: 0.149 | Loss: 0.15 | Abs. Loss: 119.22
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 67 (0.006s) | LR: 0.001 | KLD: 673.003, KLW: 0, Rec. Loss: 0.152 | Loss: 0.15 | Abs. Loss: 119.37
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 68 (0.004s) | LR: 0.001 | KLD: 684.337, KLW: 0, Rec. Loss: 0.155 | Loss: 0.16 | Abs. Loss: 119.53
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 69 (0.004s) | LR: 0.001 | KLD: 657.245, KLW: 0, Rec. Loss: 0.150 | Loss: 0.15 | Abs. Loss: 119.68
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 70 (0.006s) | LR: 0.001 | KLD: 671.314, KLW: 0, Rec. Loss: 0.152 | Loss: 0.15 | Abs. Loss: 119.83
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 71 (0.007s) | LR: 0.001 | KLD: 661.014, KLW: 0, Rec. Loss: 0.160 | Loss: 0.16 | Abs. Loss: 119.99
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 72 (0.005s) | LR: 0.001 | KLD: 624.673, KLW: 0, Rec. Loss: 0.155 | Loss: 0.15 | Abs. Loss: 120.14
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 73 (0.006s) | LR: 0.001 | KLD: 649.787, KLW: 0, Rec. Loss: 0.148 | Loss: 0.15 | Abs. Loss: 120.29
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 74 (0.004s) | LR: 0.001 | KLD: 657.537, KLW: 0, Rec. Loss: 0.150 | Loss: 0.15 | Abs. Loss: 120.44
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 75 (0.006s) | LR: 0.001 | KLD: 575.721, KLW: 0, Rec. Loss: 0.141 | Loss: 0.14 | Abs. Loss: 120.58
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 76 (0.006s) | LR: 0.001 | KLD: 600.457, KLW: 0, Rec. Loss: 0.138 | Loss: 0.14 | Abs. Loss: 120.72
07/24/24 12:01:48 (0m 11s) | [2/15] Batch 77 (0.004s) | LR: 0.001 | KLD: 684.374, KLW: 0, Rec. Loss: 0.147 | Loss: 0.15 | Abs. Loss: 120.87
07/24/24 12:01:48 (0m 12s) | [2/15] Batch 78 (0.005s) | LR: 0.001 | KLD: 659.758, KLW: 0, Rec. Loss: 0.144 | Loss: 0.14 | Abs. Loss: 121.01
07/24/24 12:01:48 (0m 12s) | [2/15] Batch 79 (0.006s) | LR: 0.001 | KLD: 655.516, KLW: 0, Rec. Loss: 0.147 | Loss: 0.15 | Abs. Loss: 121.16
07/24/24 12:01:48 (0m 12s) | [2/15] Batch 80 (0.004s) | LR: 0.001 | KLD: 681.725, KLW: 0, Rec. Loss: 0.154 | Loss: 0.15 | Abs. Loss: 121.31
07/24/24 12:01:48 (0m 12s) | [2/15] Batch 81 (0.006s) | LR: 0.001 | KLD: 691.892, KLW: 0, Rec. Loss: 0.147 | Loss: 0.15 | Abs. Loss: 121.46
07/24/24 12:01:48 (0m 12s) | [2/15] Batch 82 (0.006s) | LR: 0.001 | KLD: 663.158, KLW: 0, Rec. Loss: 0.146 | Loss: 0.15 | Abs. Loss: 121.61
07/24/24 12:01:48 (0m 12s) | [2/15] Batch 83 (0.004s) | LR: 0.001 | KLD: 656.934, KLW: 0, Rec. Loss: 0.151 | Loss: 0.15 | Abs. Loss: 121.76
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 84 (0.005s) | LR: 0.001 | KLD: 628.522, KLW: 0, Rec. Loss: 0.142 | Loss: 0.14 | Abs. Loss: 121.90
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 85 (0.006s) | LR: 0.001 | KLD: 678.864, KLW: 0, Rec. Loss: 0.147 | Loss: 0.15 | Abs. Loss: 122.05
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 86 (0.006s) | LR: 0.001 | KLD: 707.462, KLW: 0, Rec. Loss: 0.153 | Loss: 0.15 | Abs. Loss: 122.20
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 87 (0.006s) | LR: 0.001 | KLD: 654.419, KLW: 0, Rec. Loss: 0.152 | Loss: 0.15 | Abs. Loss: 122.35
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 88 (0.005s) | LR: 0.001 | KLD: 634.823, KLW: 0, Rec. Loss: 0.153 | Loss: 0.15 | Abs. Loss: 122.50
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 89 (0.005s) | LR: 0.001 | KLD: 624.552, KLW: 0, Rec. Loss: 0.153 | Loss: 0.15 | Abs. Loss: 122.66
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 90 (0.005s) | LR: 0.001 | KLD: 668.531, KLW: 0, Rec. Loss: 0.149 | Loss: 0.15 | Abs. Loss: 122.81
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 91 (0.005s) | LR: 0.001 | KLD: 611.896, KLW: 0, Rec. Loss: 0.145 | Loss: 0.14 | Abs. Loss: 122.95
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 92 (0.006s) | LR: 0.001 | KLD: 671.456, KLW: 0, Rec. Loss: 0.148 | Loss: 0.15 | Abs. Loss: 123.10
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 93 (0.005s) | LR: 0.001 | KLD: 608.432, KLW: 0, Rec. Loss: 0.144 | Loss: 0.14 | Abs. Loss: 123.24
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 94 (0.005s) | LR: 0.001 | KLD: 597.096, KLW: 0, Rec. Loss: 0.146 | Loss: 0.15 | Abs. Loss: 123.39
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 95 (0.006s) | LR: 0.001 | KLD: 682.468, KLW: 0, Rec. Loss: 0.161 | Loss: 0.16 | Abs. Loss: 123.55
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 96 (0.006s) | LR: 0.001 | KLD: 615.717, KLW: 0, Rec. Loss: 0.150 | Loss: 0.15 | Abs. Loss: 123.70
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 97 (0.005s) | LR: 0.001 | KLD: 697.721, KLW: 0, Rec. Loss: 0.148 | Loss: 0.15 | Abs. Loss: 123.85
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 98 (0.006s) | LR: 0.001 | KLD: 626.539, KLW: 0, Rec. Loss: 0.143 | Loss: 0.14 | Abs. Loss: 123.99
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 99 (0.005s) | LR: 0.001 | KLD: 653.815, KLW: 0, Rec. Loss: 0.141 | Loss: 0.14 | Abs. Loss: 124.13
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 100 (0.004s) | LR: 0.001 | KLD: 577.388, KLW: 0, Rec. Loss: 0.146 | Loss: 0.15 | Abs. Loss: 124.28
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 101 (0.004s) | LR: 0.001 | KLD: 651.355, KLW: 0, Rec. Loss: 0.156 | Loss: 0.16 | Abs. Loss: 124.43
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 102 (0.004s) | LR: 0.001 | KLD: 670.058, KLW: 0, Rec. Loss: 0.142 | Loss: 0.14 | Abs. Loss: 124.57
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 103 (0.004s) | LR: 0.001 | KLD: 611.080, KLW: 0, Rec. Loss: 0.139 | Loss: 0.14 | Abs. Loss: 124.71
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 104 (0.004s) | LR: 0.001 | KLD: 610.137, KLW: 0, Rec. Loss: 0.148 | Loss: 0.15 | Abs. Loss: 124.86
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 105 (0.004s) | LR: 0.001 | KLD: 586.937, KLW: 0, Rec. Loss: 0.138 | Loss: 0.14 | Abs. Loss: 125.00
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 106 (0.005s) | LR: 0.001 | KLD: 695.894, KLW: 0, Rec. Loss: 0.152 | Loss: 0.15 | Abs. Loss: 125.15
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 107 (0.004s) | LR: 0.001 | KLD: 625.285, KLW: 0, Rec. Loss: 0.145 | Loss: 0.15 | Abs. Loss: 125.30
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 108 (0.004s) | LR: 0.001 | KLD: 694.820, KLW: 0, Rec. Loss: 0.151 | Loss: 0.15 | Abs. Loss: 125.45
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 109 (0.005s) | LR: 0.001 | KLD: 673.556, KLW: 0, Rec. Loss: 0.142 | Loss: 0.14 | Abs. Loss: 125.59
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 110 (0.004s) | LR: 0.001 | KLD: 604.637, KLW: 0, Rec. Loss: 0.143 | Loss: 0.14 | Abs. Loss: 125.73
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 111 (0.005s) | LR: 0.001 | KLD: 667.242, KLW: 0, Rec. Loss: 0.146 | Loss: 0.15 | Abs. Loss: 125.88
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 112 (0.006s) | LR: 0.001 | KLD: 630.500, KLW: 0, Rec. Loss: 0.141 | Loss: 0.14 | Abs. Loss: 126.02
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 113 (0.004s) | LR: 0.001 | KLD: 651.461, KLW: 0, Rec. Loss: 0.144 | Loss: 0.14 | Abs. Loss: 126.16
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 114 (0.006s) | LR: 0.001 | KLD: 617.321, KLW: 0, Rec. Loss: 0.140 | Loss: 0.14 | Abs. Loss: 126.30
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 115 (0.005s) | LR: 0.001 | KLD: 616.499, KLW: 0, Rec. Loss: 0.151 | Loss: 0.15 | Abs. Loss: 126.45
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 116 (0.004s) | LR: 0.001 | KLD: 722.066, KLW: 0, Rec. Loss: 0.150 | Loss: 0.15 | Abs. Loss: 126.60
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 117 (0.006s) | LR: 0.001 | KLD: 617.644, KLW: 0, Rec. Loss: 0.143 | Loss: 0.14 | Abs. Loss: 126.75
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 118 (0.006s) | LR: 0.001 | KLD: 710.321, KLW: 0, Rec. Loss: 0.144 | Loss: 0.14 | Abs. Loss: 126.89
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 119 (0.004s) | LR: 0.001 | KLD: 633.084, KLW: 0, Rec. Loss: 0.141 | Loss: 0.14 | Abs. Loss: 127.03
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 120 (0.006s) | LR: 0.001 | KLD: 626.284, KLW: 0, Rec. Loss: 0.146 | Loss: 0.15 | Abs. Loss: 127.18
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 121 (0.005s) | LR: 0.001 | KLD: 611.993, KLW: 0, Rec. Loss: 0.144 | Loss: 0.14 | Abs. Loss: 127.32
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 122 (0.005s) | LR: 0.001 | KLD: 622.253, KLW: 0, Rec. Loss: 0.140 | Loss: 0.14 | Abs. Loss: 127.46
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 123 (0.005s) | LR: 0.001 | KLD: 629.172, KLW: 0, Rec. Loss: 0.150 | Loss: 0.15 | Abs. Loss: 127.61
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 124 (0.006s) | LR: 0.001 | KLD: 648.741, KLW: 0, Rec. Loss: 0.142 | Loss: 0.14 | Abs. Loss: 127.75
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 125 (0.005s) | LR: 0.001 | KLD: 630.982, KLW: 0, Rec. Loss: 0.143 | Loss: 0.14 | Abs. Loss: 127.90
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 126 (0.004s) | LR: 0.001 | KLD: 629.367, KLW: 0, Rec. Loss: 0.145 | Loss: 0.15 | Abs. Loss: 128.04
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 127 (0.006s) | LR: 0.001 | KLD: 667.288, KLW: 0, Rec. Loss: 0.137 | Loss: 0.14 | Abs. Loss: 128.18
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 128 (0.005s) | LR: 0.001 | KLD: 638.614, KLW: 0, Rec. Loss: 0.144 | Loss: 0.14 | Abs. Loss: 128.32
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 129 (0.006s) | LR: 0.001 | KLD: 701.061, KLW: 0, Rec. Loss: 0.147 | Loss: 0.15 | Abs. Loss: 128.47
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 130 (0.005s) | LR: 0.001 | KLD: 694.623, KLW: 0, Rec. Loss: 0.140 | Loss: 0.14 | Abs. Loss: 128.61
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 131 (0.005s) | LR: 0.001 | KLD: 653.281, KLW: 0, Rec. Loss: 0.148 | Loss: 0.15 | Abs. Loss: 128.76
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 132 (0.005s) | LR: 0.001 | KLD: 669.954, KLW: 0, Rec. Loss: 0.143 | Loss: 0.14 | Abs. Loss: 128.90
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 133 (0.005s) | LR: 0.001 | KLD: 664.044, KLW: 0, Rec. Loss: 0.144 | Loss: 0.14 | Abs. Loss: 129.05
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 134 (0.004s) | LR: 0.001 | KLD: 641.485, KLW: 0, Rec. Loss: 0.149 | Loss: 0.15 | Abs. Loss: 129.19
07/24/24 12:01:49 (0m 12s) | [2/15] Batch 135 (0.005s) | LR: 0.001 | KLD: 594.832, KLW: 0, Rec. Loss: 0.147 | Loss: 0.15 | Abs. Loss: 129.34
