07/17/24 12:42:30 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01), ('stochastic', False))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))

07/17/24 12:42:31 (0.76s) | Epoch: 1 | Batch: 0 (0.747s) | LR: 0.001 | KL Weight: 0.1 | Loss: 55286.53
07/17/24 12:42:45 (15.17s) | Epoch: 2 | Batch: 252 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10346.51
07/17/24 12:42:45 (15.19s) | Epoch: 2 | Batch: 253 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10202.72
07/17/24 12:42:45 (15.21s) | Epoch: 2 | Batch: 254 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10175.49
07/17/24 12:42:45 (15.22s) | Epoch: 2 | Batch: 255 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10635.84
07/17/24 12:42:45 (15.24s) | Epoch: 2 | Batch: 256 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10461.11
07/17/24 12:42:45 (15.26s) | Epoch: 2 | Batch: 257 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10282.27
07/17/24 12:42:46 (15.27s) | Epoch: 2 | Batch: 258 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10092.67
07/17/24 12:42:46 (15.29s) | Epoch: 2 | Batch: 259 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10318.33
07/17/24 12:42:46 (15.31s) | Epoch: 2 | Batch: 260 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10380.67
07/17/24 12:42:46 (15.32s) | Epoch: 2 | Batch: 261 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10515.31
07/17/24 12:42:46 (15.34s) | Epoch: 2 | Batch: 262 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10275.70
07/17/24 12:42:46 (15.36s) | Epoch: 2 | Batch: 263 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10267.86
07/17/24 12:42:46 (15.37s) | Epoch: 2 | Batch: 264 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10097.37
07/17/24 12:42:46 (15.39s) | Epoch: 2 | Batch: 265 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9945.02
07/17/24 12:42:46 (15.41s) | Epoch: 2 | Batch: 266 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10121.08
07/17/24 12:42:46 (15.42s) | Epoch: 2 | Batch: 267 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10299.58
07/17/24 12:42:46 (15.44s) | Epoch: 2 | Batch: 268 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10521.37
07/17/24 12:42:46 (15.46s) | Epoch: 2 | Batch: 269 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10483.97
07/17/24 12:42:46 (15.47s) | Epoch: 2 | Batch: 270 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10303.69
07/17/24 12:42:46 (15.49s) | Epoch: 2 | Batch: 271 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10158.98
07/17/24 12:42:46 (15.51s) | Epoch: 2 | Batch: 272 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9901.95
07/17/24 12:42:46 (15.52s) | Epoch: 2 | Batch: 273 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 11022.46
07/17/24 12:42:46 (15.54s) | Epoch: 2 | Batch: 274 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10213.32
07/17/24 12:42:46 (15.56s) | Epoch: 2 | Batch: 275 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10780.89
07/17/24 12:42:46 (15.57s) | Epoch: 2 | Batch: 276 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10096.58
07/17/24 12:42:46 (15.59s) | Epoch: 2 | Batch: 277 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10196.18
07/17/24 12:42:46 (15.61s) | Epoch: 2 | Batch: 278 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10069.27
07/17/24 12:42:46 (15.62s) | Epoch: 2 | Batch: 279 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10157.44
07/17/24 12:42:46 (15.64s) | Epoch: 2 | Batch: 280 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9782.04
07/17/24 12:42:46 (15.66s) | Epoch: 2 | Batch: 281 (0.007s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10232.64
07/17/24 12:42:46 (15.67s) | Epoch: 2 | Batch: 282 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9969.35
07/17/24 12:42:46 (15.69s) | Epoch: 2 | Batch: 283 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10439.10
07/17/24 12:42:46 (15.71s) | Epoch: 2 | Batch: 284 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10422.80
07/17/24 12:42:46 (15.72s) | Epoch: 2 | Batch: 285 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10230.62
07/17/24 12:42:46 (15.74s) | Epoch: 2 | Batch: 286 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9879.39
07/17/24 12:42:46 (15.76s) | Epoch: 2 | Batch: 287 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10239.59
07/17/24 12:42:46 (15.77s) | Epoch: 2 | Batch: 288 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9516.60
07/17/24 12:42:46 (15.79s) | Epoch: 2 | Batch: 289 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10269.82
07/17/24 12:42:46 (15.81s) | Epoch: 2 | Batch: 290 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10569.02
07/17/24 12:42:46 (15.82s) | Epoch: 2 | Batch: 291 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10061.00
07/17/24 12:42:46 (15.84s) | Epoch: 2 | Batch: 292 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10820.32
07/17/24 12:42:46 (15.86s) | Epoch: 2 | Batch: 293 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9856.97
07/17/24 12:42:46 (15.87s) | Epoch: 2 | Batch: 294 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9909.43
07/17/24 12:42:46 (15.89s) | Epoch: 2 | Batch: 295 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10207.43
07/17/24 12:42:46 (15.91s) | Epoch: 2 | Batch: 296 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10061.29
07/17/24 12:42:46 (15.92s) | Epoch: 2 | Batch: 297 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9575.79
07/17/24 12:42:46 (15.94s) | Epoch: 2 | Batch: 298 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10179.43
07/17/24 12:42:46 (15.96s) | Epoch: 2 | Batch: 299 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10115.08
07/17/24 12:42:46 (15.97s) | Epoch: 2 | Batch: 300 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10147.26
07/17/24 12:42:46 (15.99s) | Epoch: 2 | Batch: 301 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10085.18
07/17/24 12:42:46 (16.01s) | Epoch: 2 | Batch: 302 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9775.25
07/17/24 12:42:46 (16.02s) | Epoch: 2 | Batch: 303 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9886.01
07/17/24 12:42:46 (16.04s) | Epoch: 2 | Batch: 304 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10474.43
07/17/24 12:42:46 (16.06s) | Epoch: 2 | Batch: 305 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10285.20
07/17/24 12:42:46 (16.07s) | Epoch: 2 | Batch: 306 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10006.83
07/17/24 12:42:46 (16.09s) | Epoch: 2 | Batch: 307 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10362.97
07/17/24 12:42:46 (16.11s) | Epoch: 2 | Batch: 308 (0.007s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9853.78
07/17/24 12:42:46 (16.12s) | Epoch: 2 | Batch: 309 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10214.14
07/17/24 12:42:46 (16.14s) | Epoch: 2 | Batch: 310 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10279.12
07/17/24 12:42:46 (16.16s) | Epoch: 2 | Batch: 311 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10378.31
07/17/24 12:42:46 (16.17s) | Epoch: 2 | Batch: 312 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10507.34
07/17/24 12:42:46 (16.19s) | Epoch: 2 | Batch: 313 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10104.83
07/17/24 12:42:46 (16.21s) | Epoch: 2 | Batch: 314 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9867.67
07/17/24 12:42:46 (16.22s) | Epoch: 2 | Batch: 315 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10354.49
07/17/24 12:42:46 (16.24s) | Epoch: 2 | Batch: 316 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10372.66
07/17/24 12:42:46 (16.26s) | Epoch: 2 | Batch: 317 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10460.91
07/17/24 12:42:47 (16.27s) | Epoch: 2 | Batch: 318 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10737.88
07/17/24 12:42:47 (16.29s) | Epoch: 2 | Batch: 319 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10277.58
07/17/24 12:42:47 (16.31s) | Epoch: 2 | Batch: 320 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9939.75
07/17/24 12:42:47 (16.32s) | Epoch: 2 | Batch: 321 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10034.90
07/17/24 12:42:47 (16.34s) | Epoch: 2 | Batch: 322 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9447.78
07/17/24 12:42:47 (16.36s) | Epoch: 2 | Batch: 323 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9881.28
07/17/24 12:42:47 (16.37s) | Epoch: 2 | Batch: 324 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10181.80
07/17/24 12:42:47 (16.39s) | Epoch: 2 | Batch: 325 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9760.75
07/17/24 12:42:47 (16.41s) | Epoch: 2 | Batch: 326 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9821.54
07/17/24 12:42:47 (16.42s) | Epoch: 2 | Batch: 327 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10172.10
07/17/24 12:42:47 (16.44s) | Epoch: 2 | Batch: 328 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9906.72
07/17/24 12:42:47 (16.46s) | Epoch: 2 | Batch: 329 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9633.32
07/17/24 12:42:47 (16.47s) | Epoch: 2 | Batch: 330 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9476.02
07/17/24 12:42:47 (16.49s) | Epoch: 2 | Batch: 331 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10330.53
07/17/24 12:42:47 (16.51s) | Epoch: 2 | Batch: 332 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10643.90
07/17/24 12:42:47 (16.53s) | Epoch: 2 | Batch: 333 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 11073.00
07/17/24 12:42:47 (16.54s) | Epoch: 2 | Batch: 334 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9834.04
07/17/24 12:42:47 (16.56s) | Epoch: 2 | Batch: 335 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10630.84
07/17/24 12:42:47 (16.58s) | Epoch: 2 | Batch: 336 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10231.34
07/17/24 12:42:47 (16.59s) | Epoch: 2 | Batch: 337 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10422.54
07/17/24 12:42:47 (16.61s) | Epoch: 2 | Batch: 338 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10736.17
07/17/24 12:42:47 (16.62s) | Epoch: 2 | Batch: 339 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9989.04
07/17/24 12:42:47 (16.64s) | Epoch: 2 | Batch: 340 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10240.59
07/17/24 12:42:47 (16.66s) | Epoch: 2 | Batch: 341 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10034.34
07/17/24 12:42:47 (16.67s) | Epoch: 2 | Batch: 342 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10345.64
07/17/24 12:42:47 (16.69s) | Epoch: 2 | Batch: 343 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10759.99
07/17/24 12:42:47 (16.71s) | Epoch: 2 | Batch: 344 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10331.68
07/17/24 12:42:47 (16.72s) | Epoch: 2 | Batch: 345 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10533.89
07/17/24 12:42:47 (16.74s) | Epoch: 2 | Batch: 346 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9648.33
07/17/24 12:42:47 (16.76s) | Epoch: 2 | Batch: 347 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10593.68
07/17/24 12:42:47 (16.77s) | Epoch: 2 | Batch: 348 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10186.56
07/17/24 12:42:47 (16.79s) | Epoch: 2 | Batch: 349 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10125.30
07/17/24 12:42:47 (16.81s) | Epoch: 2 | Batch: 350 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10204.43
07/17/24 12:42:47 (16.82s) | Epoch: 2 | Batch: 351 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10385.17
07/17/24 12:42:47 (16.84s) | Epoch: 2 | Batch: 352 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10029.48
07/17/24 12:42:47 (16.86s) | Epoch: 2 | Batch: 353 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10664.56
07/17/24 12:42:47 (16.87s) | Epoch: 2 | Batch: 354 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10540.36
07/17/24 12:42:47 (16.89s) | Epoch: 2 | Batch: 355 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10568.97
07/17/24 12:42:47 (16.91s) | Epoch: 2 | Batch: 356 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10132.79
07/17/24 12:42:47 (16.92s) | Epoch: 2 | Batch: 357 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9598.56
07/17/24 12:42:47 (16.94s) | Epoch: 2 | Batch: 358 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10341.36
07/17/24 12:42:47 (16.96s) | Epoch: 2 | Batch: 359 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10200.34
07/17/24 12:42:47 (16.97s) | Epoch: 2 | Batch: 360 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10482.79
07/17/24 12:42:47 (16.99s) | Epoch: 2 | Batch: 361 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10311.43
07/17/24 12:42:47 (17.01s) | Epoch: 2 | Batch: 362 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10527.76
07/17/24 12:42:47 (17.02s) | Epoch: 2 | Batch: 363 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9902.19
07/17/24 12:42:47 (17.04s) | Epoch: 2 | Batch: 364 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10153.23
07/17/24 12:42:47 (17.06s) | Epoch: 2 | Batch: 365 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10460.71
07/17/24 12:42:47 (17.07s) | Epoch: 2 | Batch: 366 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10029.01
07/17/24 12:42:47 (17.09s) | Epoch: 2 | Batch: 367 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10232.09
07/17/24 12:42:47 (17.11s) | Epoch: 2 | Batch: 368 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9836.64
07/17/24 12:42:47 (17.12s) | Epoch: 2 | Batch: 369 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10506.51
07/17/24 12:42:47 (17.14s) | Epoch: 2 | Batch: 370 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10251.75
07/17/24 12:42:47 (17.16s) | Epoch: 2 | Batch: 371 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10621.31
07/17/24 12:42:47 (17.17s) | Epoch: 2 | Batch: 372 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10502.85
07/17/24 12:42:47 (17.19s) | Epoch: 2 | Batch: 373 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10262.69
07/17/24 12:42:47 (17.21s) | Epoch: 2 | Batch: 374 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10053.82
07/17/24 12:42:47 (17.22s) | Epoch: 2 | Batch: 375 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10172.00
07/17/24 12:42:47 (17.24s) | Epoch: 2 | Batch: 376 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10237.62
07/17/24 12:42:47 (17.26s) | Epoch: 2 | Batch: 377 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10542.25
07/17/24 12:42:48 (17.27s) | Epoch: 2 | Batch: 378 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10134.57
07/17/24 12:42:48 (17.29s) | Epoch: 2 | Batch: 379 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9832.29
07/17/24 12:42:48 (17.31s) | Epoch: 2 | Batch: 380 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9989.17
07/17/24 12:42:48 (17.32s) | Epoch: 2 | Batch: 381 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10218.29
07/17/24 12:42:48 (17.34s) | Epoch: 2 | Batch: 382 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10314.45
07/17/24 12:42:48 (17.36s) | Epoch: 2 | Batch: 383 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10248.30
07/17/24 12:42:48 (17.37s) | Epoch: 2 | Batch: 384 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9990.16
07/17/24 12:42:48 (17.39s) | Epoch: 2 | Batch: 385 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10572.57
07/17/24 12:42:48 (17.41s) | Epoch: 2 | Batch: 386 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10281.13
07/17/24 12:42:48 (17.42s) | Epoch: 2 | Batch: 387 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10037.18
07/17/24 12:42:48 (17.44s) | Epoch: 2 | Batch: 388 (0.007s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9785.64
07/17/24 12:42:48 (17.46s) | Epoch: 2 | Batch: 389 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9998.63
07/17/24 12:42:48 (17.47s) | Epoch: 2 | Batch: 390 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10110.40
07/17/24 12:42:48 (17.49s) | Epoch: 2 | Batch: 391 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10327.86
07/17/24 12:42:48 (17.51s) | Epoch: 2 | Batch: 392 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10222.08
07/17/24 12:42:48 (17.52s) | Epoch: 2 | Batch: 393 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10509.21
07/17/24 12:42:48 (17.54s) | Epoch: 2 | Batch: 394 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10518.84
07/17/24 12:42:48 (17.56s) | Epoch: 2 | Batch: 395 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10404.49
07/17/24 12:42:48 (17.57s) | Epoch: 2 | Batch: 396 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10621.34
07/17/24 12:42:48 (17.59s) | Epoch: 2 | Batch: 397 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9756.82
07/17/24 12:42:48 (17.61s) | Epoch: 2 | Batch: 398 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9999.15
07/17/24 12:42:48 (17.62s) | Epoch: 2 | Batch: 399 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10552.64
07/17/24 12:42:48 (17.64s) | Epoch: 2 | Batch: 400 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10145.84
07/17/24 12:42:48 (17.66s) | Epoch: 2 | Batch: 401 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9982.77
07/17/24 12:42:48 (17.67s) | Epoch: 2 | Batch: 402 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9688.01
07/17/24 12:42:48 (17.69s) | Epoch: 2 | Batch: 403 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10131.85
07/17/24 12:42:48 (17.71s) | Epoch: 2 | Batch: 404 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9943.65
07/17/24 12:42:48 (17.72s) | Epoch: 2 | Batch: 405 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10243.79
07/17/24 12:42:48 (17.74s) | Epoch: 2 | Batch: 406 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9882.19
07/17/24 12:42:48 (17.76s) | Epoch: 2 | Batch: 407 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9940.73
07/17/24 12:42:48 (17.77s) | Epoch: 2 | Batch: 408 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10320.44
07/17/24 12:42:48 (17.79s) | Epoch: 2 | Batch: 409 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10695.28
07/17/24 12:42:48 (17.81s) | Epoch: 2 | Batch: 410 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 11134.83
07/17/24 12:42:48 (17.82s) | Epoch: 2 | Batch: 411 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10487.99
07/17/24 12:42:48 (17.84s) | Epoch: 2 | Batch: 412 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10484.79
07/17/24 12:42:48 (17.86s) | Epoch: 2 | Batch: 413 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10271.13
07/17/24 12:42:48 (17.87s) | Epoch: 2 | Batch: 414 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10633.19
07/17/24 12:42:48 (17.89s) | Epoch: 2 | Batch: 415 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9801.01
07/17/24 12:42:48 (17.91s) | Epoch: 2 | Batch: 416 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10471.37
07/17/24 12:42:48 (17.92s) | Epoch: 2 | Batch: 417 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10914.02
07/17/24 12:42:48 (17.94s) | Epoch: 2 | Batch: 418 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10055.90
07/17/24 12:42:48 (17.96s) | Epoch: 2 | Batch: 419 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9113.83
07/17/24 12:42:48 (17.97s) | Epoch: 2 | Batch: 420 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10061.74
07/17/24 12:42:48 (17.99s) | Epoch: 2 | Batch: 421 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10619.37
07/17/24 12:42:48 (18.01s) | Epoch: 2 | Batch: 422 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10291.74
07/17/24 12:42:48 (18.02s) | Epoch: 2 | Batch: 423 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10096.95
07/17/24 12:42:48 (18.04s) | Epoch: 2 | Batch: 424 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10115.12
07/17/24 12:42:48 (18.06s) | Epoch: 2 | Batch: 425 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9865.23
07/17/24 12:42:48 (18.07s) | Epoch: 2 | Batch: 426 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10907.17
07/17/24 12:42:48 (18.09s) | Epoch: 2 | Batch: 427 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10378.77
07/17/24 12:42:48 (18.11s) | Epoch: 2 | Batch: 428 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9568.98
07/17/24 12:42:48 (18.12s) | Epoch: 2 | Batch: 429 (0.007s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9874.33
07/17/24 12:42:48 (18.14s) | Epoch: 2 | Batch: 430 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10285.90
07/17/24 12:42:48 (18.16s) | Epoch: 2 | Batch: 431 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9889.22
07/17/24 12:42:48 (18.17s) | Epoch: 2 | Batch: 432 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9993.77
07/17/24 12:42:48 (18.19s) | Epoch: 2 | Batch: 433 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10248.43
07/17/24 12:42:48 (18.21s) | Epoch: 2 | Batch: 434 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10441.73
07/17/24 12:42:48 (18.22s) | Epoch: 2 | Batch: 435 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10201.60
07/17/24 12:42:48 (18.24s) | Epoch: 2 | Batch: 436 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9661.75
07/17/24 12:42:48 (18.26s) | Epoch: 2 | Batch: 437 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10213.00
07/17/24 12:42:49 (18.27s) | Epoch: 2 | Batch: 438 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9943.05
