07/17/24 12:30:04 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01), ('stochastic', False))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))

07/17/24 12:30:05 (0.68s) | Epoch: 1 | Batch: 0 (0.673s) | LR: 0.001 | KL Weight: 0.1 | Loss: 55452.63
07/17/24 12:30:53 (48.40s) | Epoch: 6 | Batch: 44 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9730.18
07/17/24 12:30:53 (48.42s) | Epoch: 6 | Batch: 45 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10316.20
07/17/24 12:30:53 (48.43s) | Epoch: 6 | Batch: 46 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10062.49
07/17/24 12:30:53 (48.45s) | Epoch: 6 | Batch: 47 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10028.50
07/17/24 12:30:53 (48.46s) | Epoch: 6 | Batch: 48 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9742.14
07/17/24 12:30:53 (48.48s) | Epoch: 6 | Batch: 49 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9613.29
07/17/24 12:30:53 (48.49s) | Epoch: 6 | Batch: 50 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10166.07
07/17/24 12:30:53 (48.51s) | Epoch: 6 | Batch: 51 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9893.00
07/17/24 12:30:53 (48.52s) | Epoch: 6 | Batch: 52 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9939.46
07/17/24 12:30:53 (48.54s) | Epoch: 6 | Batch: 53 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10180.86
07/17/24 12:30:53 (48.55s) | Epoch: 6 | Batch: 54 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10377.33
07/17/24 12:30:53 (48.57s) | Epoch: 6 | Batch: 55 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10054.51
07/17/24 12:30:53 (48.58s) | Epoch: 6 | Batch: 56 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10195.28
07/17/24 12:30:53 (48.60s) | Epoch: 6 | Batch: 57 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10121.67
07/17/24 12:30:53 (48.62s) | Epoch: 6 | Batch: 58 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10105.88
07/17/24 12:30:53 (48.63s) | Epoch: 6 | Batch: 59 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10300.93
07/17/24 12:30:53 (48.65s) | Epoch: 6 | Batch: 60 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10664.39
07/17/24 12:30:53 (48.67s) | Epoch: 6 | Batch: 61 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10748.23
07/17/24 12:30:53 (48.68s) | Epoch: 6 | Batch: 62 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10284.17
07/17/24 12:30:53 (48.70s) | Epoch: 6 | Batch: 63 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10725.74
07/17/24 12:30:53 (48.72s) | Epoch: 6 | Batch: 64 (0.007s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9965.58
07/17/24 12:30:53 (48.73s) | Epoch: 6 | Batch: 65 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10524.64
07/17/24 12:30:53 (48.75s) | Epoch: 6 | Batch: 66 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10447.83
07/17/24 12:30:53 (48.77s) | Epoch: 6 | Batch: 67 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10413.91
07/17/24 12:30:53 (48.78s) | Epoch: 6 | Batch: 68 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10209.83
07/17/24 12:30:53 (48.80s) | Epoch: 6 | Batch: 69 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10465.79
07/17/24 12:30:53 (48.82s) | Epoch: 6 | Batch: 70 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10151.14
07/17/24 12:30:53 (48.83s) | Epoch: 6 | Batch: 71 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9768.12
07/17/24 12:30:53 (48.85s) | Epoch: 6 | Batch: 72 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9464.76
07/17/24 12:30:53 (48.87s) | Epoch: 6 | Batch: 73 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9822.96
07/17/24 12:30:53 (48.88s) | Epoch: 6 | Batch: 74 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10403.97
07/17/24 12:30:53 (48.90s) | Epoch: 6 | Batch: 75 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10185.72
07/17/24 12:30:53 (48.92s) | Epoch: 6 | Batch: 76 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9923.15
07/17/24 12:30:53 (48.93s) | Epoch: 6 | Batch: 77 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9758.26
07/17/24 12:30:53 (48.95s) | Epoch: 6 | Batch: 78 (0.007s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9784.08
07/17/24 12:30:53 (48.97s) | Epoch: 6 | Batch: 79 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10275.39
07/17/24 12:30:53 (48.98s) | Epoch: 6 | Batch: 80 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10047.39
07/17/24 12:30:53 (49.00s) | Epoch: 6 | Batch: 81 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9968.05
07/17/24 12:30:53 (49.02s) | Epoch: 6 | Batch: 82 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10294.56
07/17/24 12:30:53 (49.03s) | Epoch: 6 | Batch: 83 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10490.65
07/17/24 12:30:53 (49.05s) | Epoch: 6 | Batch: 84 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9978.46
07/17/24 12:30:53 (49.07s) | Epoch: 6 | Batch: 85 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10091.27
07/17/24 12:30:53 (49.08s) | Epoch: 6 | Batch: 86 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10168.78
07/17/24 12:30:53 (49.10s) | Epoch: 6 | Batch: 87 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10037.09
07/17/24 12:30:53 (49.12s) | Epoch: 6 | Batch: 88 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10659.72
07/17/24 12:30:53 (49.13s) | Epoch: 6 | Batch: 89 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9945.58
07/17/24 12:30:53 (49.15s) | Epoch: 6 | Batch: 90 (0.007s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10167.29
07/17/24 12:30:53 (49.17s) | Epoch: 6 | Batch: 91 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9863.79
07/17/24 12:30:53 (49.18s) | Epoch: 6 | Batch: 92 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10447.80
07/17/24 12:30:54 (49.20s) | Epoch: 6 | Batch: 93 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10040.70
07/17/24 12:30:54 (49.22s) | Epoch: 6 | Batch: 94 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10329.16
07/17/24 12:30:54 (49.23s) | Epoch: 6 | Batch: 95 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10950.08
07/17/24 12:30:54 (49.25s) | Epoch: 6 | Batch: 96 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10139.83
07/17/24 12:30:54 (49.27s) | Epoch: 6 | Batch: 97 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9757.06
07/17/24 12:30:54 (49.28s) | Epoch: 6 | Batch: 98 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10005.74
07/17/24 12:30:54 (49.30s) | Epoch: 6 | Batch: 99 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10170.79
07/17/24 12:30:54 (49.32s) | Epoch: 6 | Batch: 100 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9940.59
07/17/24 12:30:54 (49.33s) | Epoch: 6 | Batch: 101 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10580.88
07/17/24 12:30:54 (49.35s) | Epoch: 6 | Batch: 102 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10905.95
07/17/24 12:30:54 (49.37s) | Epoch: 6 | Batch: 103 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10080.06
07/17/24 12:30:54 (49.38s) | Epoch: 6 | Batch: 104 (0.007s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9647.05
07/17/24 12:30:54 (49.40s) | Epoch: 6 | Batch: 105 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10439.76
07/17/24 12:30:54 (49.42s) | Epoch: 6 | Batch: 106 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9858.48
07/17/24 12:30:54 (49.43s) | Epoch: 6 | Batch: 107 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9671.30
07/17/24 12:30:54 (49.45s) | Epoch: 6 | Batch: 108 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10012.35
07/17/24 12:30:54 (49.46s) | Epoch: 6 | Batch: 109 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9854.18
07/17/24 12:30:54 (49.48s) | Epoch: 6 | Batch: 110 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10154.46
07/17/24 12:30:54 (49.49s) | Epoch: 6 | Batch: 111 (0.003s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10406.66
07/17/24 12:30:54 (49.50s) | Epoch: 6 | Batch: 112 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10465.50
07/17/24 12:30:54 (49.52s) | Epoch: 6 | Batch: 113 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9917.62
07/17/24 12:30:54 (49.53s) | Epoch: 6 | Batch: 114 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10425.97
07/17/24 12:30:54 (49.55s) | Epoch: 6 | Batch: 115 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10009.30
07/17/24 12:30:54 (49.56s) | Epoch: 6 | Batch: 116 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10663.83
07/17/24 12:30:54 (49.58s) | Epoch: 6 | Batch: 117 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10444.79
07/17/24 12:30:54 (49.59s) | Epoch: 6 | Batch: 118 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10281.17
07/17/24 12:30:54 (49.61s) | Epoch: 6 | Batch: 119 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10482.92
07/17/24 12:30:54 (49.62s) | Epoch: 6 | Batch: 120 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10165.31
07/17/24 12:30:54 (49.64s) | Epoch: 6 | Batch: 121 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10075.79
07/17/24 12:30:54 (49.65s) | Epoch: 6 | Batch: 122 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10163.76
07/17/24 12:30:54 (49.67s) | Epoch: 6 | Batch: 123 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9521.69
07/17/24 12:30:54 (49.68s) | Epoch: 6 | Batch: 124 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10391.84
07/17/24 12:30:54 (49.70s) | Epoch: 6 | Batch: 125 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10605.14
07/17/24 12:30:54 (49.71s) | Epoch: 6 | Batch: 126 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 11032.88
07/17/24 12:30:54 (49.73s) | Epoch: 6 | Batch: 127 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9565.34
07/17/24 12:30:54 (49.74s) | Epoch: 6 | Batch: 128 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10025.68
07/17/24 12:30:54 (49.75s) | Epoch: 6 | Batch: 129 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10071.36
07/17/24 12:30:54 (49.77s) | Epoch: 6 | Batch: 130 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10313.63
07/17/24 12:30:54 (49.78s) | Epoch: 6 | Batch: 131 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10254.74
07/17/24 12:30:54 (49.80s) | Epoch: 6 | Batch: 132 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9947.14
07/17/24 12:30:54 (49.81s) | Epoch: 6 | Batch: 133 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10103.84
07/17/24 12:30:54 (49.83s) | Epoch: 6 | Batch: 134 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9948.11
07/17/24 12:30:54 (49.84s) | Epoch: 6 | Batch: 135 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10196.89
07/17/24 12:30:54 (49.86s) | Epoch: 6 | Batch: 136 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9586.48
07/17/24 12:30:54 (49.87s) | Epoch: 6 | Batch: 137 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10316.00
07/17/24 12:30:54 (49.89s) | Epoch: 6 | Batch: 138 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10342.98
07/17/24 12:30:54 (49.90s) | Epoch: 6 | Batch: 139 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10581.02
07/17/24 12:30:54 (49.92s) | Epoch: 6 | Batch: 140 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9907.32
07/17/24 12:30:54 (49.93s) | Epoch: 6 | Batch: 141 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9877.80
07/17/24 12:30:54 (49.95s) | Epoch: 6 | Batch: 142 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10279.05
07/17/24 12:30:54 (49.96s) | Epoch: 6 | Batch: 143 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9666.42
07/17/24 12:30:54 (49.98s) | Epoch: 6 | Batch: 144 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10387.19
07/17/24 12:30:54 (49.99s) | Epoch: 6 | Batch: 145 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9976.25
07/17/24 12:30:54 (50.01s) | Epoch: 6 | Batch: 146 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10440.56
07/17/24 12:30:54 (50.02s) | Epoch: 6 | Batch: 147 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10230.09
07/17/24 12:30:54 (50.04s) | Epoch: 6 | Batch: 148 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10207.82
07/17/24 12:30:54 (50.05s) | Epoch: 6 | Batch: 149 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10445.89
07/17/24 12:30:54 (50.07s) | Epoch: 6 | Batch: 150 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10344.37
07/17/24 12:30:54 (50.08s) | Epoch: 6 | Batch: 151 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10048.52
07/17/24 12:30:54 (50.10s) | Epoch: 6 | Batch: 152 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10854.09
07/17/24 12:30:54 (50.11s) | Epoch: 6 | Batch: 153 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10753.07
07/17/24 12:30:54 (50.13s) | Epoch: 6 | Batch: 154 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9629.02
07/17/24 12:30:54 (50.14s) | Epoch: 6 | Batch: 155 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10669.97
07/17/24 12:30:54 (50.16s) | Epoch: 6 | Batch: 156 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10527.01
07/17/24 12:30:54 (50.17s) | Epoch: 6 | Batch: 157 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10094.49
07/17/24 12:30:54 (50.19s) | Epoch: 6 | Batch: 158 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10208.05
07/17/24 12:30:55 (50.20s) | Epoch: 6 | Batch: 159 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10185.54
07/17/24 12:30:55 (50.22s) | Epoch: 6 | Batch: 160 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9881.99
07/17/24 12:30:55 (50.24s) | Epoch: 6 | Batch: 161 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10097.88
07/17/24 12:30:55 (50.25s) | Epoch: 6 | Batch: 162 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10400.16
07/17/24 12:30:55 (50.27s) | Epoch: 6 | Batch: 163 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10336.67
07/17/24 12:30:55 (50.28s) | Epoch: 6 | Batch: 164 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10015.88
07/17/24 12:30:55 (50.30s) | Epoch: 6 | Batch: 165 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10112.22
07/17/24 12:30:55 (50.32s) | Epoch: 6 | Batch: 166 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10155.14
07/17/24 12:30:55 (50.33s) | Epoch: 6 | Batch: 167 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10419.09
07/17/24 12:30:55 (50.35s) | Epoch: 6 | Batch: 168 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9887.85
07/17/24 12:30:55 (50.37s) | Epoch: 6 | Batch: 169 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10206.98
07/17/24 12:30:55 (50.38s) | Epoch: 6 | Batch: 170 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10045.78
07/17/24 12:30:55 (50.40s) | Epoch: 6 | Batch: 171 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9822.99
07/17/24 12:30:55 (50.42s) | Epoch: 6 | Batch: 172 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10083.19
07/17/24 12:30:55 (50.43s) | Epoch: 6 | Batch: 173 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10266.84
07/17/24 12:30:55 (50.45s) | Epoch: 6 | Batch: 174 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9641.30
07/17/24 12:30:55 (50.47s) | Epoch: 6 | Batch: 175 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9498.67
07/17/24 12:30:55 (50.48s) | Epoch: 6 | Batch: 176 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9832.78
07/17/24 12:30:55 (50.50s) | Epoch: 6 | Batch: 177 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10126.10
07/17/24 12:30:55 (50.52s) | Epoch: 6 | Batch: 178 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10509.94
07/17/24 12:30:55 (50.53s) | Epoch: 6 | Batch: 179 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10297.59
07/17/24 12:30:55 (50.55s) | Epoch: 6 | Batch: 180 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10076.42
07/17/24 12:30:55 (50.57s) | Epoch: 6 | Batch: 181 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10382.24
07/17/24 12:30:55 (50.58s) | Epoch: 6 | Batch: 182 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9739.31
07/17/24 12:30:55 (50.60s) | Epoch: 6 | Batch: 183 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10305.38
07/17/24 12:30:55 (50.62s) | Epoch: 6 | Batch: 184 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10347.59
07/17/24 12:30:55 (50.63s) | Epoch: 6 | Batch: 185 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10011.54
07/17/24 12:30:55 (50.65s) | Epoch: 6 | Batch: 186 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10100.35
07/17/24 12:30:55 (50.66s) | Epoch: 6 | Batch: 187 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10096.55
07/17/24 12:30:55 (50.68s) | Epoch: 6 | Batch: 188 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10000.57
07/17/24 12:30:55 (50.70s) | Epoch: 6 | Batch: 189 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10018.97
07/17/24 12:30:55 (50.72s) | Epoch: 6 | Batch: 190 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9986.66
07/17/24 12:30:55 (50.73s) | Epoch: 6 | Batch: 191 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10192.47
07/17/24 12:30:55 (50.75s) | Epoch: 6 | Batch: 192 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9912.73
07/17/24 12:30:55 (50.77s) | Epoch: 6 | Batch: 193 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10430.89
07/17/24 12:30:55 (50.78s) | Epoch: 6 | Batch: 194 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10075.88
07/17/24 12:30:55 (50.80s) | Epoch: 6 | Batch: 195 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10725.25
07/17/24 12:30:55 (50.82s) | Epoch: 6 | Batch: 196 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9956.86
07/17/24 12:30:55 (50.83s) | Epoch: 6 | Batch: 197 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10039.96
07/17/24 12:30:55 (50.85s) | Epoch: 6 | Batch: 198 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10194.36
07/17/24 12:30:55 (50.86s) | Epoch: 6 | Batch: 199 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10146.18
07/17/24 12:30:55 (50.88s) | Epoch: 6 | Batch: 200 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10401.34
07/17/24 12:30:55 (50.90s) | Epoch: 6 | Batch: 201 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10711.92
07/17/24 12:30:55 (50.91s) | Epoch: 6 | Batch: 202 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10061.80
07/17/24 12:30:55 (50.93s) | Epoch: 6 | Batch: 203 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10357.96
07/17/24 12:30:55 (50.95s) | Epoch: 6 | Batch: 204 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10422.64
07/17/24 12:30:55 (50.97s) | Epoch: 6 | Batch: 205 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9751.57
07/17/24 12:30:55 (50.98s) | Epoch: 6 | Batch: 206 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10308.96
07/17/24 12:30:55 (51.00s) | Epoch: 6 | Batch: 207 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10185.89
07/17/24 12:30:55 (51.01s) | Epoch: 6 | Batch: 208 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10150.15
07/17/24 12:30:55 (51.03s) | Epoch: 6 | Batch: 209 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10059.36
07/17/24 12:30:55 (51.04s) | Epoch: 6 | Batch: 210 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9636.46
07/17/24 12:30:55 (51.06s) | Epoch: 6 | Batch: 211 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9927.79
07/17/24 12:30:55 (51.07s) | Epoch: 6 | Batch: 212 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10317.18
07/17/24 12:30:55 (51.09s) | Epoch: 6 | Batch: 213 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10371.05
07/17/24 12:30:55 (51.10s) | Epoch: 6 | Batch: 214 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9034.32
07/17/24 12:30:55 (51.12s) | Epoch: 6 | Batch: 215 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9943.83
07/17/24 12:30:55 (51.13s) | Epoch: 6 | Batch: 216 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10090.21
07/17/24 12:30:55 (51.15s) | Epoch: 6 | Batch: 217 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9717.61
07/17/24 12:30:55 (51.16s) | Epoch: 6 | Batch: 218 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10151.38
07/17/24 12:30:55 (51.18s) | Epoch: 6 | Batch: 219 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10164.10
07/17/24 12:30:56 (51.19s) | Epoch: 6 | Batch: 220 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10696.57
07/17/24 12:30:56 (51.21s) | Epoch: 6 | Batch: 221 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10434.28
07/17/24 12:30:56 (51.22s) | Epoch: 6 | Batch: 222 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10197.44
07/17/24 12:30:56 (51.24s) | Epoch: 6 | Batch: 223 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10513.45
07/17/24 12:30:56 (51.25s) | Epoch: 6 | Batch: 224 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10765.38
07/17/24 12:30:56 (51.27s) | Epoch: 6 | Batch: 225 (0.004s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10478.19
07/17/24 12:30:56 (51.28s) | Epoch: 6 | Batch: 226 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10006.17
07/17/24 12:30:56 (51.30s) | Epoch: 6 | Batch: 227 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 9817.84
07/17/24 12:30:56 (51.31s) | Epoch: 6 | Batch: 228 (0.006s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10324.98
07/17/24 12:30:56 (51.33s) | Epoch: 6 | Batch: 229 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10130.68
07/17/24 12:30:56 (51.35s) | Epoch: 6 | Batch: 230 (0.005s) | LR: 0.001 | KL Weight: 0.1 | Loss: 10290.33
